,auc_train,auc_valid,leaf_cnt,loss_train,loss_valid
56,0.836418,0.830546,1008,0.497219,0.503812
57,0.836674,0.830748,1001,0.496844,0.503514
58,0.836949,0.830967,1008,0.496425,0.503182
59,0.837243,0.831202,1009,0.496002,0.502842
60,0.837531,0.831433,1001,0.49559,0.502513
61,0.837848,0.831697,1002,0.49514,0.502143
62,0.838068,0.831856,998,0.494814,0.501903
63,0.838385,0.832113,1016,0.494366,0.501542
64,0.83863,0.832301,1003,0.494018,0.501275
65,0.839007,0.832623,999,0.493494,0.500834
66,0.839316,0.832873,995,0.493058,0.500485
67,0.839557,0.833051,1006,0.492718,0.50023
68,0.839781,0.833215,997,0.492398,0.499995
69,0.840041,0.833415,981,0.492038,0.499716
70,0.840338,0.833656,978,0.491629,0.499387
71,0.84055,0.833812,999,0.491324,0.499164
72,0.840782,0.833987,981,0.490997,0.498917
73,0.840992,0.834139,991,0.490702,0.498702
74,0.841209,0.834297,991,0.490386,0.498468
75,0.841419,0.83445,995,0.490086,0.498248
76,0.841636,0.834607,985,0.489781,0.49803
77,0.84182,0.834728,993,0.489523,0.497856
78,0.84209,0.834942,991,0.48914,0.497556
79,0.842296,0.835091,983,0.488843,0.497341
80,0.842498,0.835237,974,0.488561,0.497136
81,0.842703,0.835385,996,0.48827,0.496926
82,0.842935,0.835559,970,0.487938,0.49668
83,0.843135,0.835699,976,0.487659,0.496485
84,0.843317,0.835828,973,0.487404,0.496305
85,0.843554,0.836013,992,0.487068,0.496048
86,0.843739,0.836138,973,0.48681,0.495871
87,0.843982,0.836327,982,0.48648,0.495618
88,0.844163,0.83645,970,0.486225,0.495444
89,0.84433,0.83656,969,0.485987,0.495283
90,0.84456,0.836733,974,0.485675,0.495053
91,0.844762,0.836882,973,0.485395,0.494848
92,0.844931,0.836988,978,0.485162,0.494697
93,0.845148,0.83715,978,0.484863,0.494477
94,0.845324,0.837266,968,0.484616,0.494314
95,0.845533,0.837421,969,0.484326,0.494102
96,0.845706,0.837533,979,0.484084,0.493946
97,0.845903,0.837673,964,0.483813,0.493754
98,0.846065,0.837771,963,0.483593,0.493618
99,0.846209,0.837856,974,0.483388,0.493496
100,0.846416,0.838011,970,0.4831,0.493282
101,0.846569,0.838111,955,0.482884,0.493141
102,0.846719,0.838204,959,0.48268,0.493014
103,0.846872,0.838297,957,0.482468,0.492884
104,0.847065,0.838435,966,0.482199,0.492696
105,0.847221,0.83853,973,0.481984,0.492565
106,0.847414,0.83867,961,0.481714,0.492375
107,0.847601,0.838803,950,0.48146,0.492195
108,0.847759,0.838906,966,0.481241,0.49205
109,0.847916,0.839006,972,0.481025,0.491912
110,0.84805,0.839081,954,0.480836,0.491804
111,0.848185,0.839153,970,0.480649,0.491701
112,0.848338,0.839246,956,0.480439,0.49157
113,0.848499,0.839355,964,0.480211,0.491417
114,0.848658,0.839461,954,0.479985,0.491266
115,0.848794,0.839536,966,0.479796,0.49116
116,0.848942,0.839623,969,0.47959,0.491038
117,0.849082,0.839706,959,0.479395,0.490923
118,0.849261,0.839832,962,0.479155,0.490756
119,0.849398,0.83991,954,0.478965,0.490645
120,0.849539,0.839987,957,0.478772,0.490537
121,0.849698,0.840092,955,0.478547,0.490391
122,0.849821,0.840158,947,0.478373,0.490295
123,0.84999,0.840273,948,0.47814,0.490136
124,0.850136,0.840365,956,0.477936,0.490007
125,0.850289,0.840462,957,0.477725,0.489874
126,0.850407,0.840518,957,0.477563,0.489795
127,0.850537,0.840594,948,0.477382,0.489689
128,0.850714,0.84072,945,0.477135,0.489519
129,0.850835,0.840776,954,0.476975,0.489442
130,0.850977,0.840868,959,0.476776,0.489316
131,0.851103,0.840939,948,0.476601,0.489217
132,0.851226,0.841007,953,0.476434,0.489125
133,0.851355,0.841083,962,0.476257,0.489022
134,0.851517,0.841193,958,0.476032,0.488869
135,0.851634,0.841255,956,0.475869,0.488784
136,0.85176,0.841323,960,0.475695,0.488688
137,0.851871,0.841381,941,0.475538,0.488606
138,0.851977,0.841429,955,0.47539,0.488536
139,0.852123,0.841525,957,0.475184,0.4884
140,0.852242,0.841587,942,0.475021,0.488315
141,0.852354,0.841639,957,0.474868,0.488245
142,0.852491,0.841721,950,0.474676,0.48813
143,0.852607,0.841779,951,0.474513,0.488047
144,0.852749,0.841876,952,0.474312,0.487913
145,0.852855,0.841917,962,0.474168,0.487855
146,0.852963,0.841966,968,0.474015,0.487782
147,0.853176,0.84212,952,0.473722,0.487574
148,0.853285,0.842174,946,0.473571,0.487498
149,0.853479,0.842312,948,0.473303,0.48731
150,0.853589,0.842368,948,0.473148,0.487228
151,0.853705,0.842423,947,0.472985,0.48715
152,0.853835,0.842503,942,0.472801,0.487039
153,0.853953,0.842565,961,0.472638,0.486953
154,0.854091,0.842653,941,0.472448,0.486833
155,0.854198,0.842701,943,0.4723,0.486763
156,0.854303,0.842747,937,0.472159,0.486699
157,0.854419,0.842804,941,0.471999,0.48662
158,0.854599,0.842926,950,0.471752,0.486456
159,0.854705,0.842974,959,0.471607,0.486391
160,0.854811,0.843022,942,0.471462,0.486324
161,0.854915,0.843065,951,0.471325,0.486263
162,0.855036,0.843135,945,0.471154,0.486165
163,0.855137,0.843177,955,0.471017,0.486107
164,0.855268,0.843257,951,0.470831,0.485997
165,0.855409,0.84334,933,0.470641,0.485884
166,0.855518,0.843392,934,0.470493,0.485812
167,0.855691,0.843507,946,0.470252,0.485655
168,0.855803,0.843565,932,0.4701,0.485578
169,0.855934,0.843638,950,0.469923,0.485477
170,0.856028,0.843678,945,0.469788,0.485417
171,0.856137,0.843726,940,0.469639,0.485349
172,0.856233,0.843763,941,0.469511,0.485297
173,0.856351,0.843835,936,0.469344,0.485198
174,0.85645,0.843879,932,0.469205,0.485134
175,0.856577,0.843956,938,0.469022,0.485027
176,0.856676,0.844,933,0.468882,0.484964
177,0.856793,0.844065,929,0.468716,0.484874
178,0.856928,0.844143,929,0.468532,0.484766
179,0.857047,0.844206,958,0.468369,0.484681
180,0.857141,0.844238,930,0.468242,0.484636
181,0.857231,0.844272,943,0.468116,0.484587
182,0.857393,0.844377,938,0.467889,0.484442
183,0.85749,0.844417,940,0.467755,0.484385
184,0.857577,0.844446,939,0.467634,0.484343
185,0.857688,0.844499,942,0.467481,0.48427
186,0.857791,0.844549,942,0.467338,0.484202
187,0.857913,0.844617,933,0.467169,0.484108
188,0.858014,0.844662,937,0.467031,0.484046
189,0.858162,0.844754,921,0.466823,0.483919
190,0.858264,0.8448,954,0.46668,0.483853
191,0.858368,0.844849,941,0.466537,0.483786
192,0.858489,0.844922,936,0.466367,0.483686
193,0.858587,0.844958,953,0.466236,0.483637
194,0.858692,0.845006,946,0.466091,0.483572
195,0.858779,0.845035,931,0.46597,0.483529
196,0.858907,0.845109,952,0.465793,0.483427
197,0.859017,0.84517,949,0.465636,0.48334
198,0.859115,0.845216,936,0.465504,0.483278
199,0.859227,0.84527,926,0.46535,0.483203
200,0.85934,0.845335,944,0.465185,0.483109
201,0.859478,0.84542,930,0.46499,0.482991
202,0.859587,0.845482,927,0.464829,0.482902
203,0.859688,0.84553,933,0.464689,0.482837
204,0.859787,0.845573,927,0.464546,0.482774
205,0.859888,0.845624,940,0.464403,0.482703
206,0.859986,0.845666,930,0.46427,0.482645
207,0.860073,0.845692,928,0.464153,0.482608
208,0.860157,0.84572,922,0.464036,0.482569
209,0.860253,0.845761,932,0.463908,0.482514
210,0.860399,0.84585,924,0.463698,0.482388
211,0.860528,0.845924,920,0.463519,0.482285
212,0.860623,0.845963,928,0.463389,0.482231
213,0.860751,0.846043,935,0.463207,0.482118
214,0.860846,0.846084,929,0.463078,0.482062
215,0.860988,0.846175,937,0.462875,0.481937
216,0.861094,0.846229,936,0.462727,0.481859
217,0.861189,0.846266,934,0.462597,0.481808
218,0.861289,0.846312,923,0.462462,0.481747
219,0.861381,0.846352,933,0.462332,0.481691
220,0.861464,0.846377,925,0.462217,0.481654
221,0.861557,0.846411,931,0.462094,0.481609
222,0.861665,0.846462,930,0.461944,0.481537
223,0.861761,0.846505,931,0.461812,0.48148
224,0.861869,0.846557,920,0.461657,0.481406
225,0.861963,0.846599,932,0.461526,0.481348
226,0.862071,0.846657,926,0.461377,0.481268
227,0.862159,0.846695,919,0.461255,0.481217
228,0.862253,0.846735,929,0.461126,0.481163
229,0.862345,0.846774,925,0.460999,0.481109
230,0.862448,0.846824,921,0.460854,0.481038
231,0.86255,0.846876,934,0.460705,0.480965
232,0.862635,0.846902,926,0.460594,0.480931
233,0.862741,0.84696,928,0.460444,0.480849
234,0.862839,0.847003,937,0.460304,0.480791
235,0.862936,0.84705,929,0.460162,0.480722
236,0.863019,0.847074,923,0.460051,0.480688
237,0.863107,0.847104,922,0.459933,0.480648
238,0.863221,0.847167,929,0.459769,0.480559
239,0.863308,0.8472,923,0.459649,0.480514
240,0.86339,0.847224,936,0.459536,0.48048
241,0.863481,0.847261,923,0.459407,0.480429
242,0.863566,0.847291,927,0.459289,0.480386
243,0.863672,0.847343,911,0.459141,0.480315
244,0.863778,0.847392,918,0.458991,0.480245
245,0.86389,0.847449,933,0.458833,0.480163
246,0.863985,0.847491,938,0.458703,0.480106
247,0.864099,0.847549,915,0.458543,0.480025
248,0.864194,0.847593,933,0.458407,0.479964
249,0.864287,0.847636,928,0.458272,0.479901
250,0.864384,0.84768,918,0.458136,0.479841
251,0.864474,0.847717,919,0.458011,0.479788
252,0.864572,0.847766,932,0.457873,0.479721
253,0.864675,0.84782,922,0.457727,0.479647
254,0.864771,0.847865,918,0.457595,0.479584
255,0.864852,0.847887,924,0.457484,0.479551
256,0.864939,0.84792,928,0.457363,0.479506
257,0.865027,0.847951,919,0.457245,0.479463
258,0.865111,0.847983,918,0.457127,0.479417
259,0.865199,0.848023,918,0.456997,0.479361
260,0.865278,0.848046,920,0.456885,0.479325
261,0.865375,0.84809,913,0.456745,0.479263
262,0.865457,0.848116,930,0.456636,0.479228
263,0.865546,0.848157,921,0.456509,0.479171
264,0.865618,0.848174,919,0.45641,0.479147
265,0.865693,0.84819,926,0.456309,0.479125
266,0.865771,0.84821,925,0.4562,0.479096
267,0.865849,0.848233,924,0.456093,0.479063
268,0.865925,0.84826,902,0.455988,0.479028
269,0.866021,0.848307,922,0.455851,0.47896
270,0.866109,0.848341,911,0.455727,0.478913
271,0.866192,0.848369,926,0.455613,0.478873
272,0.866283,0.848413,924,0.455473,0.47881
273,0.866368,0.848442,916,0.455358,0.47877
274,0.866471,0.848498,913,0.455208,0.478691
275,0.866548,0.848527,915,0.455097,0.478651
276,0.866625,0.848545,912,0.454996,0.478626
277,0.866702,0.848565,917,0.454889,0.478599
278,0.866784,0.848596,913,0.454773,0.478556
279,0.866865,0.848628,916,0.454659,0.478513
280,0.866952,0.848661,929,0.454536,0.478465
281,0.867029,0.848688,926,0.45443,0.478429
282,0.867107,0.848711,905,0.454327,0.478397
283,0.86718,0.848728,913,0.454226,0.478372
284,0.867257,0.848751,926,0.454122,0.478341
285,0.867356,0.848799,914,0.453978,0.478273
286,0.867429,0.848818,919,0.453877,0.478246
287,0.867515,0.848858,917,0.453754,0.47819
288,0.867594,0.848881,911,0.453641,0.478156
289,0.867669,0.8489,926,0.453539,0.47813
290,0.867757,0.848939,914,0.453417,0.478077
291,0.867833,0.848959,910,0.453314,0.478048
292,0.867907,0.848972,916,0.453216,0.478029
293,0.867982,0.848992,929,0.453113,0.478002
294,0.868059,0.849021,933,0.453002,0.477962
295,0.868136,0.849048,923,0.45289,0.477922
296,0.868207,0.849068,903,0.452791,0.477893
297,0.868286,0.849095,900,0.452682,0.477855
298,0.868369,0.849122,917,0.452567,0.477817
299,0.868448,0.849154,917,0.452451,0.477772
300,0.868524,0.849185,917,0.452339,0.477728
301,0.868608,0.849216,919,0.452221,0.477683
302,0.868703,0.849259,913,0.452089,0.477624
303,0.868784,0.849287,907,0.451975,0.477584
304,0.868863,0.849312,926,0.451864,0.477549
305,0.868944,0.849343,916,0.451751,0.477507
306,0.869031,0.849377,909,0.451627,0.477459
307,0.869111,0.849409,910,0.451506,0.477413
308,0.869187,0.849426,914,0.4514,0.477388
309,0.869259,0.849443,908,0.451303,0.477363
310,0.869331,0.84946,907,0.451204,0.47734
311,0.869415,0.849486,906,0.451085,0.477303
312,0.869498,0.849522,918,0.450965,0.477254
313,0.869571,0.849537,915,0.450865,0.477231
314,0.869646,0.849556,918,0.450763,0.477206
315,0.869728,0.849582,920,0.450646,0.477169
316,0.869811,0.84961,910,0.450529,0.477128
317,0.869888,0.849636,918,0.450423,0.477089
318,0.869977,0.849675,915,0.450295,0.477034
319,0.870053,0.849696,930,0.450189,0.477004
320,0.870134,0.849727,921,0.450072,0.476958
321,0.87022,0.849764,921,0.449945,0.476905
322,0.870294,0.849785,909,0.449846,0.476877
323,0.870366,0.849807,923,0.449743,0.476845
324,0.87044,0.849828,921,0.449642,0.476817
325,0.870512,0.849844,895,0.449542,0.476795
326,0.870588,0.849868,906,0.449434,0.476761
327,0.870658,0.849888,912,0.449337,0.476732
328,0.870742,0.849924,920,0.449212,0.476682
329,0.87082,0.849954,917,0.449099,0.476639
330,0.870893,0.849969,899,0.448998,0.476618
331,0.870974,0.849998,905,0.448884,0.476578
332,0.871053,0.850027,911,0.448768,0.476537
333,0.871128,0.850052,915,0.448657,0.476501
334,0.871206,0.850079,922,0.448545,0.476463
335,0.871284,0.850098,910,0.448438,0.476437
336,0.87136,0.85012,920,0.448331,0.476406
337,0.871432,0.850136,924,0.448234,0.476382
338,0.871506,0.85016,917,0.448132,0.47635
339,0.871576,0.850174,903,0.448037,0.47633
340,0.871649,0.8502,921,0.447931,0.476294
341,0.871731,0.850226,903,0.447816,0.476257
342,0.871805,0.850253,911,0.447709,0.476216
343,0.87188,0.850272,903,0.447605,0.476189
344,0.87195,0.850286,904,0.447508,0.476168
345,0.872028,0.850318,926,0.447395,0.476124
346,0.872099,0.850339,912,0.447293,0.476094
347,0.872167,0.850358,903,0.447198,0.476069
348,0.872252,0.850399,911,0.44707,0.47601
349,0.872321,0.850416,915,0.446971,0.475987
350,0.872389,0.850432,906,0.446879,0.475965
351,0.872454,0.850446,905,0.446787,0.475944
352,0.872531,0.850468,921,0.446676,0.475911
353,0.872604,0.850483,930,0.446573,0.475889
354,0.872682,0.850508,909,0.446462,0.475855
355,0.872747,0.850529,905,0.446367,0.475825
356,0.872812,0.850539,915,0.446278,0.475812
357,0.872878,0.850554,906,0.446185,0.47579
358,0.872947,0.850569,920,0.446084,0.475766
359,0.873018,0.850585,917,0.445984,0.475742
360,0.873088,0.850609,911,0.445885,0.475709
361,0.873158,0.850627,910,0.445788,0.475683
362,0.873222,0.850641,910,0.445698,0.475664
363,0.873298,0.850666,909,0.445595,0.47563
364,0.873362,0.85068,903,0.445504,0.475609
365,0.873432,0.850697,906,0.44541,0.475586
366,0.873515,0.850733,905,0.445288,0.475536
367,0.873581,0.850746,899,0.445197,0.475518
368,0.87366,0.850772,915,0.445082,0.47548
369,0.873736,0.8508,907,0.444971,0.475439
370,0.873808,0.85082,902,0.444868,0.47541
371,0.873873,0.85083,905,0.444779,0.475396
372,0.873948,0.850849,908,0.444674,0.475369
373,0.874016,0.850862,917,0.444581,0.475351
374,0.874088,0.850884,912,0.444475,0.475318
375,0.874167,0.850914,905,0.444359,0.475275
376,0.874236,0.850937,916,0.444261,0.475245
377,0.874305,0.850952,908,0.444166,0.475223
378,0.874372,0.850968,898,0.444072,0.475201
379,0.874445,0.850997,915,0.443962,0.47516
380,0.874514,0.851018,913,0.443861,0.47513
381,0.874587,0.851045,906,0.443756,0.475091
382,0.874659,0.85107,908,0.443653,0.475056
383,0.874724,0.851083,913,0.443559,0.475038
384,0.874796,0.851103,920,0.443459,0.475009
385,0.874856,0.851113,892,0.443374,0.474993
386,0.874923,0.851132,899,0.443276,0.474966
387,0.874989,0.851146,916,0.443182,0.474946
388,0.875053,0.851151,905,0.443096,0.474939
389,0.875118,0.851171,902,0.443,0.474912
390,0.875184,0.851187,893,0.442906,0.474888
391,0.875256,0.85121,909,0.4428,0.474854
392,0.87532,0.851229,912,0.442705,0.474828
393,0.875384,0.851238,911,0.442618,0.474815
394,0.87545,0.851251,922,0.442523,0.474797
395,0.875516,0.851265,895,0.442428,0.474776
396,0.875583,0.851281,914,0.442335,0.474754
397,0.875652,0.8513,910,0.442238,0.474728
398,0.875716,0.851317,902,0.44215,0.474705
399,0.875781,0.851328,916,0.442059,0.474687
400,0.875843,0.851338,912,0.441971,0.474673
401,0.875914,0.851361,888,0.441867,0.474641
402,0.875979,0.85137,899,0.441779,0.474627
403,0.876044,0.851384,902,0.441689,0.474608
404,0.876113,0.851403,901,0.441589,0.47458
405,0.876178,0.851417,903,0.4415,0.474561
406,0.876246,0.851431,909,0.4414,0.47454
407,0.876317,0.851452,912,0.441301,0.474512
408,0.876382,0.851466,904,0.44121,0.474491
409,0.876446,0.851482,910,0.441118,0.474469
410,0.876516,0.851508,911,0.44101,0.474433
411,0.876577,0.851515,892,0.440929,0.474423
412,0.87664,0.851525,911,0.440841,0.474408
413,0.876699,0.851532,892,0.440759,0.474397
414,0.876763,0.851549,913,0.440669,0.474374
415,0.876823,0.851556,896,0.440588,0.474363
416,0.876891,0.851579,912,0.440487,0.47433
417,0.876958,0.851595,922,0.44039,0.474307
418,0.877037,0.851631,911,0.44027,0.474255
419,0.877101,0.851647,908,0.440179,0.474233
420,0.877169,0.851664,901,0.440081,0.474209
421,0.877234,0.851677,905,0.439991,0.474191
422,0.877295,0.851687,900,0.439908,0.474177
423,0.877355,0.851699,897,0.439823,0.47416
424,0.877428,0.851723,902,0.439725,0.474129
425,0.877491,0.851741,911,0.439636,0.474105
426,0.877557,0.851758,905,0.439538,0.474079
427,0.87762,0.851763,895,0.439452,0.474071
428,0.877684,0.851774,898,0.439367,0.474057
429,0.877749,0.851791,907,0.43927,0.474032
430,0.877815,0.851808,910,0.439174,0.474008
431,0.877889,0.851837,898,0.439064,0.473967
432,0.877953,0.851847,905,0.438974,0.473953
433,0.878017,0.851859,910,0.438882,0.473935
434,0.87808,0.851876,898,0.438786,0.473911
435,0.878141,0.851884,913,0.438702,0.4739
436,0.878207,0.851897,902,0.438603,0.47388
437,0.878267,0.851906,896,0.438519,0.473869
438,0.878329,0.851913,907,0.438435,0.473859
439,0.878391,0.851922,889,0.438348,0.473847
440,0.878457,0.851938,905,0.438251,0.473822
441,0.878518,0.85195,908,0.438163,0.473806
442,0.87859,0.851975,897,0.43806,0.473768
443,0.878655,0.851993,893,0.437966,0.473741
444,0.878716,0.852007,900,0.437878,0.473721
445,0.878782,0.852025,900,0.43778,0.473694
446,0.878844,0.852034,912,0.437693,0.473681
447,0.878904,0.852043,897,0.437607,0.473668
448,0.878969,0.852058,902,0.437513,0.473646
449,0.879033,0.852077,901,0.437413,0.47362
450,0.879094,0.852085,891,0.437329,0.473608
451,0.879155,0.852098,894,0.437243,0.473589
452,0.879213,0.852111,889,0.437157,0.473571
453,0.87928,0.852129,899,0.43706,0.473545
454,0.879345,0.852143,899,0.43697,0.473526
455,0.879408,0.852157,905,0.436878,0.473507
456,0.879471,0.852172,902,0.436786,0.473485
457,0.87953,0.852177,907,0.436704,0.473477
458,0.879596,0.852189,908,0.436609,0.473459
459,0.879667,0.852218,901,0.436502,0.473417
460,0.879729,0.852232,890,0.436416,0.473398
461,0.879788,0.852243,901,0.436333,0.473382
462,0.879848,0.852248,900,0.436248,0.473374
463,0.879907,0.85226,903,0.436164,0.473357
464,0.879968,0.85227,898,0.436077,0.473344
465,0.880029,0.852283,898,0.435987,0.473324
466,0.880093,0.852299,902,0.435895,0.473304
467,0.880155,0.852309,887,0.435809,0.473289
468,0.880213,0.852316,892,0.435728,0.473278
469,0.880272,0.852329,884,0.435643,0.47326
470,0.880337,0.852343,917,0.435549,0.47324
471,0.880397,0.852352,901,0.435468,0.473228
472,0.880458,0.852363,893,0.43538,0.473212
473,0.880517,0.852374,903,0.435299,0.473196
474,0.880578,0.852381,897,0.435214,0.473186
475,0.880643,0.852396,885,0.435119,0.473162
476,0.880702,0.85241,899,0.435032,0.473144
477,0.880764,0.852421,892,0.434943,0.473128
478,0.880825,0.85243,911,0.434859,0.473114
479,0.880886,0.852443,906,0.434772,0.473095
480,0.880945,0.852451,904,0.434689,0.473085
481,0.881007,0.852462,902,0.434601,0.473067
482,0.88107,0.852473,919,0.43451,0.473051
483,0.881124,0.852476,909,0.434431,0.473047
484,0.881184,0.852483,895,0.43435,0.473036
485,0.881242,0.852496,910,0.434266,0.47302
486,0.881302,0.852507,904,0.434179,0.473003
487,0.881361,0.852513,901,0.434098,0.472994
488,0.881421,0.852523,891,0.434012,0.47298
489,0.881479,0.852532,890,0.433934,0.472967
490,0.88154,0.852546,890,0.433844,0.472947
491,0.881603,0.852561,907,0.433757,0.472926
492,0.881663,0.852573,892,0.433671,0.472909
493,0.881726,0.852588,894,0.433581,0.472889
494,0.881788,0.852603,905,0.433493,0.472869
495,0.881846,0.85261,909,0.433415,0.472859
496,0.881901,0.852613,899,0.433338,0.472854
497,0.881962,0.852626,903,0.433247,0.472834
498,0.882019,0.852633,899,0.433165,0.472824
499,0.882082,0.852651,889,0.433071,0.472797
