,CPU,GPU,hist_256,hist_1024
0,0.629082,0.630118,0.629519,0.62883
1,0.574944,0.575824,0.576056,0.574882
2,0.528274,0.529373,0.529037,0.528395
3,0.48716,0.48826,0.488196,0.487548
4,0.451152,0.452371,0.452593,0.451551
5,0.418794,0.420393,0.420403,0.419591
6,0.390439,0.391946,0.391993,0.391421
7,0.365276,0.366199,0.367015,0.36631
8,0.341959,0.343285,0.344138,0.343013
9,0.321238,0.323365,0.323397,0.322297
10,0.30262,0.303622,0.305406,0.303316
11,0.285799,0.287119,0.288894,0.286885
12,0.271353,0.271143,0.274369,0.271216
13,0.257358,0.258236,0.260478,0.257168
14,0.24459,0.24527,0.24783,0.24354
15,0.232232,0.233355,0.234907,0.230929
16,0.221508,0.222438,0.223369,0.219596
17,0.211897,0.211952,0.213507,0.209627
18,0.202331,0.202535,0.20434,0.199922
19,0.193473,0.193857,0.196349,0.191091
20,0.185166,0.186076,0.188197,0.182968
21,0.177981,0.179535,0.18245,0.176219
22,0.171781,0.173734,0.177019,0.169806
23,0.166059,0.168717,0.170826,0.164716
24,0.160481,0.163772,0.16532,0.160205
25,0.1556,0.15836,0.160172,0.155928
26,0.151581,0.153658,0.15595,0.151487
27,0.148337,0.14974,0.151573,0.147062
28,0.144535,0.146602,0.148026,0.143568
29,0.14046,0.143907,0.144144,0.14002
30,0.137269,0.141215,0.140701,0.135773
31,0.134372,0.137568,0.137562,0.132693
32,0.13219,0.133757,0.134666,0.129983
33,0.129306,0.130213,0.132082,0.127751
34,0.126074,0.127618,0.129213,0.124161
35,0.123899,0.125988,0.126376,0.121185
36,0.121748,0.124069,0.123986,0.119
37,0.119503,0.121802,0.121647,0.116977
38,0.117914,0.119808,0.120099,0.115767
39,0.116252,0.117035,0.117638,0.113505
40,0.115022,0.115953,0.115761,0.112213
41,0.11272,0.114506,0.114297,0.11126
42,0.11059,0.113454,0.113487,0.109845
43,0.10938,0.112515,0.112307,0.10894
44,0.108746,0.111114,0.111102,0.106724
45,0.108068,0.11035,0.109649,0.105776
46,0.106815,0.109955,0.1082,0.103181
47,0.105717,0.109072,0.106891,0.102141
48,0.105166,0.108091,0.10644,0.10159
49,0.103287,0.106511,0.105531,0.099435
