,hist_dw,hist_lg
0,0.63947,0.634809
1,0.594056,0.585523
2,0.554767,0.543546
3,0.520671,0.507251
4,0.491157,0.475416
5,0.465063,0.44772
6,0.441651,0.422668
7,0.420116,0.400855
8,0.401582,0.38129
9,0.385396,0.364014
10,0.370802,0.348436
11,0.35694,0.33401
12,0.344528,0.320961
13,0.333318,0.309218
14,0.322884,0.298215
15,0.313335,0.28845
16,0.304493,0.279434
17,0.296222,0.270789
18,0.288857,0.263341
19,0.282076,0.256176
20,0.275909,0.249621
21,0.26966,0.243862
22,0.263412,0.237858
23,0.257846,0.232533
24,0.252628,0.227035
25,0.247822,0.222139
26,0.243369,0.217477
27,0.238816,0.213153
28,0.234705,0.208959
29,0.230499,0.20518
30,0.226994,0.201568
31,0.2236,0.197705
32,0.220655,0.194768
33,0.217695,0.191387
34,0.214951,0.189026
35,0.211613,0.18645
36,0.209594,0.18445
37,0.206809,0.182438
38,0.20472,0.179941
39,0.202165,0.177879
40,0.199547,0.175967
41,0.197504,0.174263
42,0.195411,0.171477
43,0.192472,0.170012
44,0.190818,0.167907
45,0.188261,0.166459
46,0.187155,0.164296
47,0.185442,0.163101
48,0.184472,0.162058
49,0.183311,0.159808
