,hist_dw,hist_lg
0,3.8604092079876513,3.7108688263119953
1,3.611693621422153,3.460897043935518
2,3.4763477995634813,3.262193063590309
3,3.3320284468464396,3.120146754928921
4,3.2129168117916445,2.9961212207589805
5,3.113289440576157,2.9125311269002694
6,3.076271412718342,2.8140116848025745
7,2.997850735810155,2.7313648819515586
8,2.902476171613563,2.670834026686607
9,2.9603075965836294,2.596787537438596
10,2.893723734134663,2.5279506191115377
11,2.7882428474460443,2.48311521283224
12,2.8564332190864667,2.423132519293299
13,2.843715285270574,2.4159404801791755
14,2.8028444998965623,2.346688117606613
15,2.7397486324041322,2.292897644896012
16,2.7142869108475107,2.2866038445118586
17,2.6675802561301074,2.3115610704300775
18,2.755171283663225,2.2284443657500073
19,2.6797374180586497,2.2090343355846334
20,2.6485605874783285,2.2078255076720024
21,2.7025915757464527,2.1743885202964806
22,2.5941327326246624,2.1248104430442516
23,2.5639499302503266,2.1479064854447834
24,2.6678694623167987,2.082136702602227
25,2.596094817834635,2.0986331868479904
26,2.619313942180539,2.135966709180044
27,2.877678459863881,2.0702289237574845
28,2.537638627144947,2.0115936417517437
29,2.785038099297081,2.0799304949761797
30,2.511071308068641,2.021672084723986
31,2.712989612094536,2.0338745448119866
32,2.677914345382601,1.9972391417761377
33,2.514289050234681,2.1716000766247006
34,2.510077920165758,2.0054833232301883
35,2.5169956905161595,2.098210577886187
36,2.6653232083782057,1.9472872941006028
37,2.784607239589848,2.1394928051013036
38,2.6105071653209135,2.143970976489588
39,2.474443916628951,2.206011524671984
40,2.7041170622117146,2.5351338995413597
41,2.728723896287195,1.9025770445339836
42,2.723729725128487,2.18128610869474
43,2.723968314037748,2.2983801669242965
44,2.6211549254643303,2.298700205631746
45,2.645512511842965,2.561022671619952
46,2.7332128446453487,2.1450716010218502
47,2.477788160033222,2.2732049611213583
48,2.7094668181895827,2.3581336222965614
49,2.819803618716041,2.2326254664187606
