,CPU,GPU,hist_256,hist_1024
0,0.673744,0.673744,0.673788,0.673712
1,0.657765,0.657763,0.657748,0.65757
2,0.641802,0.641799,0.641826,0.641584
3,0.629102,0.6291,0.629107,0.629115
4,0.616961,0.617,0.61693,0.616603
5,0.606744,0.606778,0.606544,0.60703
6,0.596103,0.596125,0.595923,0.597711
7,0.587177,0.587196,0.587076,0.587729
8,0.578828,0.578828,0.57837,0.579963
9,0.571036,0.571042,0.571157,0.571771
10,0.563633,0.563632,0.563947,0.565664
11,0.55751,0.557318,0.557236,0.558705
12,0.551752,0.551571,0.551645,0.552245
13,0.544629,0.546251,0.545751,0.5451
14,0.539636,0.539483,0.539825,0.539993
15,0.533575,0.534939,0.534779,0.53389
16,0.529355,0.529569,0.528837,0.529243
17,0.52553,0.525734,0.524786,0.524701
18,0.522093,0.521878,0.520946,0.521008
19,0.518537,0.517328,0.516363,0.51685
20,0.513785,0.513998,0.513383,0.514288
21,0.510345,0.509489,0.510094,0.509293
22,0.506922,0.506542,0.506701,0.505443
23,0.502416,0.503627,0.502393,0.502991
24,0.500117,0.501287,0.499428,0.499504
25,0.497546,0.497772,0.497117,0.497104
26,0.49536,0.494864,0.494549,0.494178
27,0.493468,0.492859,0.492316,0.49204
28,0.489745,0.490875,0.490366,0.488733
29,0.486953,0.487794,0.487636,0.487464
30,0.4847,0.486005,0.485289,0.484917
31,0.482226,0.48438,0.483805,0.482936
32,0.480891,0.480859,0.482235,0.480549
33,0.479523,0.478985,0.478945,0.47933
34,0.47686,0.477658,0.477298,0.477782
35,0.475618,0.47489,0.476139,0.475696
36,0.473364,0.473777,0.474887,0.47358
37,0.470426,0.472734,0.47341,0.472591
38,0.469521,0.469235,0.471846,0.47165
39,0.468068,0.467178,0.469696,0.47035
40,0.466426,0.465459,0.468973,0.467165
41,0.46524,0.46482,0.468059,0.464584
42,0.464244,0.463472,0.466068,0.463068
43,0.463412,0.46215,0.464276,0.461501
44,0.461851,0.459954,0.462423,0.460935
45,0.460907,0.458534,0.461638,0.4602
46,0.46037,0.457714,0.460897,0.458889
47,0.459761,0.456517,0.459456,0.457342
48,0.458333,0.455616,0.457481,0.456699
49,0.456948,0.454138,0.456152,0.45566
