,hist_dw,hist_lg
0,326,326
1,315,315
2,304,304
3,324,324
4,349,349
5,318,318
6,311,311
7,352,352
8,329,329
9,334,334
10,308,308
11,346,346
12,330,330
13,318,318
14,303,303
15,310,310
16,277,277
17,320,320
18,336,336
19,310,310
20,299,299
21,256,256
22,284,284
23,235,235
24,252,252
25,296,296
26,213,213
27,279,279
28,212,212
29,180,180
30,190,190
31,185,185
32,138,138
33,133,133
34,134,134
35,150,150
36,172,172
37,90,90
38,249,249
39,201,201
40,79,79
41,60,60
42,158,158
43,181,181
44,57,57
45,145,145
46,106,106
47,58,58
48,173,173
49,116,116
