,CPU,GPU,hist_256,hist_1024
0,7753,7157,7750,7564
1,7305,7253,7169,8327
2,7443,7406,7467,6835
3,8358,8179,8421,8384
4,8452,7354,8378,8350
5,7179,8295,7314,7187
6,8117,7957,8619,7932
7,8536,8213,8576,8883
8,7485,7931,8597,8581
9,8192,8621,8628,8566
10,8313,7936,8353,8404
11,8348,8434,8825,7814
12,7750,7159,7266,7903
13,7428,7529,7697,7662
14,7707,7514,8087,7597
15,7759,7419,8168,7817
16,7691,7848,8540,7151
17,8097,8410,7949,7321
18,8499,8469,6286,8507
19,7162,7162,8512,8023
20,6333,6627,7037,5875
21,8718,6441,7747,8511
22,6626,8186,8405,5336
23,6636,5134,7164,8552
24,8747,6874,7959,4885
25,8356,5755,6561,8035
26,6381,5348,4938,5599
27,7738,5197,7730,6752
28,4634,5368,4666,5093
29,8641,6548,4459,4812
30,4376,8650,4521,5391
31,6538,6433,5058,8032
32,5101,6609,8112,6715
33,4945,7338,6305,6718
34,4033,5489,3741,6999
35,3689,4131,6380,5292
36,3748,3797,4370,5572
37,5915,7251,7947,7324
38,7712,3935,4654,4058
39,4049,3875,4459,6411
40,4485,5390,3517,5678
41,7369,7383,6345,4203
42,4545,4510,4405,4126
43,6356,7283,3905,4832
44,5728,6441,4577,5232
45,5251,6739,6589,3989
46,3825,7904,5331,4277
47,4642,4710,5916,6791
48,4327,4513,7176,6264
49,5418,5375,5327,5535
