,hist_dw,hist_lg
0,256,256
1,256,256
2,256,256
3,256,256
4,256,256
5,256,256
6,256,256
7,256,256
8,256,256
9,256,256
10,256,256
11,256,256
12,256,256
13,252,256
14,256,256
15,256,236
16,256,256
17,192,228
18,256,256
19,256,256
20,256,256
21,256,256
22,211,242
23,245,172
24,216,142
25,207,236
26,242,256
27,152,206
28,256,256
29,155,117
30,182,199
31,218,151
32,230,226
33,185,148
34,127,130
35,85,70
36,146,125
37,187,256
38,79,75
39,117,80
40,74,196
41,80,256
42,84,206
43,84,71
44,181,64
45,69,97
46,95,105
47,114,243
48,234,133
49,154,115
