,hist_dw,hist_lg
0,0.653397,0.650017
1,0.619181,0.612949
2,0.59115,0.581601
3,0.566075,0.554731
4,0.544662,0.530341
5,0.524799,0.50864
6,0.508241,0.489373
7,0.493061,0.472108
8,0.480678,0.456345
9,0.467557,0.442011
10,0.456141,0.429737
11,0.446797,0.418859
12,0.437372,0.407888
13,0.429484,0.399215
14,0.420682,0.389164
15,0.412405,0.381202
16,0.406873,0.372784
17,0.399469,0.365706
18,0.392771,0.357997
19,0.386462,0.353031
20,0.381879,0.346414
21,0.375524,0.34094
22,0.371467,0.335914
23,0.367014,0.330717
24,0.363619,0.326537
25,0.35877,0.322596
26,0.355334,0.319559
27,0.352223,0.314339
28,0.34842,0.310455
29,0.346181,0.307409
30,0.342147,0.30348
31,0.340236,0.30161
32,0.336023,0.299702
33,0.333757,0.295425
34,0.330674,0.29155
35,0.326317,0.289462
36,0.322036,0.286031
37,0.318918,0.284771
38,0.316083,0.282444
39,0.312016,0.278603
40,0.309483,0.277222
41,0.308181,0.276461
42,0.305386,0.275092
43,0.303168,0.274402
44,0.301372,0.270724
45,0.299795,0.269884
46,0.297892,0.268165
47,0.296683,0.266289
48,0.293089,0.265172
49,0.292615,0.262511
