,hist_dw,hist_lg
0,0.626652,0.626652
1,0.571391,0.571391
2,0.523194,0.523194
3,0.48027,0.48027
4,0.441891,0.441891
5,0.407543,0.407543
6,0.376533,0.376533
7,0.34853,0.34853
8,0.323662,0.323662
9,0.300918,0.300918
10,0.280404,0.280404
11,0.261826,0.261826
12,0.245076,0.245076
13,0.229806,0.229806
14,0.216107,0.216107
15,0.202922,0.202922
16,0.191174,0.191174
17,0.180441,0.180441
18,0.170161,0.170161
19,0.16097,0.16097
20,0.152843,0.152843
21,0.145039,0.145039
22,0.137856,0.137856
23,0.130881,0.130881
24,0.12436,0.12436
25,0.118254,0.118254
26,0.112745,0.112745
27,0.107508,0.107508
28,0.102552,0.102552
29,0.098084,0.098084
30,0.093908,0.093908
31,0.089919,0.089919
32,0.086412,0.086412
33,0.082974,0.082974
34,0.079808,0.079808
35,0.076752,0.076752
36,0.07386,0.07386
37,0.071259,0.071259
38,0.068756,0.068756
39,0.066354,0.066354
40,0.064259,0.064259
41,0.062073,0.062073
42,0.060052,0.060052
43,0.058192,0.058192
44,0.056437,0.056437
45,0.054789,0.054789
46,0.053149,0.053149
47,0.05157,0.05157
48,0.050101,0.050101
49,0.048703,0.048703
