,CPU,GPU,hist_256,hist_1024
0,0.626821,0.628728,0.627582,0.626847
1,0.571058,0.57285,0.572637,0.571838
2,0.52276,0.524723,0.525149,0.523487
3,0.480722,0.482743,0.482419,0.480557
4,0.443138,0.444504,0.444631,0.442685
5,0.409577,0.410661,0.410486,0.409246
6,0.379374,0.380857,0.379531,0.378349
7,0.352254,0.352985,0.35189,0.35065
8,0.326751,0.328474,0.327317,0.325519
9,0.304667,0.306131,0.305359,0.303364
10,0.285162,0.285927,0.284806,0.282777
11,0.266353,0.267391,0.266812,0.264543
12,0.249651,0.250648,0.250396,0.247678
13,0.234602,0.236734,0.23545,0.232369
14,0.221173,0.222991,0.221465,0.219267
15,0.208969,0.2107,0.209183,0.206461
16,0.196917,0.199724,0.197294,0.194747
17,0.186155,0.188706,0.187323,0.184456
18,0.176415,0.178591,0.177932,0.17429
19,0.168243,0.168941,0.168438,0.164742
20,0.159117,0.161833,0.160599,0.155983
21,0.150595,0.153383,0.152322,0.148282
22,0.142786,0.145794,0.144271,0.14085
23,0.1355,0.138499,0.137132,0.133465
24,0.128784,0.131462,0.130474,0.127053
25,0.122736,0.125312,0.124427,0.120863
26,0.117402,0.119674,0.118698,0.11542
27,0.11228,0.114946,0.11335,0.110275
28,0.107236,0.109855,0.108324,0.105414
29,0.103005,0.105318,0.103656,0.101444
30,0.09899,0.100783,0.099237,0.09717
31,0.095404,0.096444,0.095265,0.093351
32,0.091749,0.092798,0.091848,0.089753
33,0.088439,0.089335,0.088259,0.08619
34,0.08557,0.086066,0.084749,0.083034
35,0.082382,0.083007,0.082143,0.080169
36,0.079696,0.080458,0.079211,0.077395
37,0.076912,0.0776,0.076485,0.075267
38,0.0741,0.075412,0.074063,0.0726
39,0.07146,0.073133,0.071624,0.070096
40,0.068923,0.071146,0.069414,0.067985
41,0.066838,0.069172,0.067398,0.066222
42,0.064645,0.067262,0.065658,0.064352
43,0.062606,0.065085,0.064329,0.062732
44,0.061199,0.063452,0.063226,0.060952
45,0.059853,0.061505,0.061579,0.059062
46,0.058087,0.060221,0.059612,0.057919
47,0.056698,0.058428,0.058543,0.056697
48,0.055014,0.057354,0.056876,0.055365
49,0.053927,0.056426,0.055767,0.053892
