,EQBIN_dw,EQBIN_lg
0,5.88905181,6.3149873
1,5.675294559999999,6.05765782
2,5.4478436199999996,5.994477025
3,5.1765338530000005,5.56476983
4,5.351880884,5.579485979999999
5,5.309146945,5.315262499999999
6,4.9250036,5.453520279999999
7,4.84753987,4.89070965
8,4.55140661,5.155007299999999
9,4.81562189,5.05488892
10,4.715525703,5.03611738
11,4.801018901000001,5.004299091
12,4.9061942599999995,4.886604368
13,4.687234458,4.7889167399999995
14,4.75478747,4.682905067
15,4.3515898,4.49716342
16,4.232439960000001,4.74058066
17,4.5744328,5.08250683
18,4.30192723,4.67794191
19,4.31349387,4.853641410000001
20,4.23683897,4.35534831
21,4.261774770000001,4.54298136
22,4.45785313,4.60168039
23,3.97170023,4.55545808
24,4.042223310000001,4.572606154
25,3.8741133100000003,4.54296838
26,4.08590053,4.3556279700000005
27,4.289192809999999,3.841301858
28,3.66811107,4.03008204
29,3.320731031,4.35474199
30,4.3086307398,4.282561088
31,3.84540387,4.26514243
32,3.9275571529999995,4.24291221
33,3.730863486,3.9537086899999996
34,3.7384609970000002,4.096100161300001
35,4.090416790000001,4.12990982
36,3.3861332323999997,3.84689303
37,3.8767000350000003,4.34166543
38,3.6003431058,3.74588537
39,3.6308557230000003,3.81527141
40,3.2444160650000002,3.595278689
41,3.7404046600000003,4.229933580000001
42,3.588997014,3.40176933
43,3.5206877798,3.6405814100000002
44,3.7171345229999995,3.886440329
45,3.4089119849999996,3.290515226
46,3.75704568,3.4781905
47,3.86514293,3.4684696419999996
48,3.2676977999999997,4.126577611
49,3.8205087310000003,3.4805747
