,auc_train,auc_valid,leaf_cnt,loss_train,loss_valid
55,0.823977,0.821003,198,0.5135,0.516558
56,0.82425,0.821264,300,0.513056,0.516139
57,0.824558,0.821546,398,0.512595,0.515717
58,0.824712,0.821691,137,0.512343,0.51548
59,0.824979,0.821942,297,0.511953,0.51512
60,0.825114,0.822072,90,0.511768,0.514943
61,0.825374,0.822315,350,0.511403,0.514603
62,0.825677,0.822588,399,0.510962,0.514204
63,0.825758,0.822668,89,0.510815,0.514062
64,0.825879,0.822777,172,0.510619,0.513884
65,0.826085,0.822971,255,0.510302,0.51359
66,0.826215,0.823094,120,0.5101,0.513401
67,0.826447,0.823309,308,0.509775,0.513102
68,0.826641,0.823487,214,0.509494,0.512847
69,0.826882,0.823708,299,0.509155,0.512539
70,0.827087,0.823897,290,0.508876,0.512284
71,0.827217,0.824014,173,0.508678,0.512107
72,0.827438,0.824211,268,0.50838,0.511841
73,0.827506,0.824275,89,0.508281,0.51175
74,0.827763,0.824512,391,0.507921,0.511421
75,0.827879,0.82462,162,0.507746,0.51126
76,0.828034,0.824763,207,0.507525,0.511059
77,0.828246,0.824952,319,0.50723,0.510795
78,0.828378,0.825071,220,0.507039,0.510623
79,0.828535,0.825219,164,0.506802,0.510404
80,0.828696,0.825369,204,0.506591,0.510209
81,0.828849,0.82551,204,0.506382,0.510019
82,0.829137,0.825783,322,0.505962,0.509625
83,0.82926,0.825899,158,0.505755,0.509434
84,0.829411,0.82603,250,0.505552,0.509257
85,0.82948,0.826097,84,0.50545,0.50916
86,0.829585,0.826189,173,0.505306,0.509034
87,0.829725,0.826317,193,0.505115,0.50886
88,0.829808,0.82639,108,0.504983,0.508744
89,0.829863,0.826442,96,0.504889,0.508658
90,0.829898,0.826474,76,0.504836,0.508611
91,0.830052,0.826611,267,0.504626,0.508425
92,0.830235,0.826778,235,0.504386,0.508208
93,0.830446,0.826959,385,0.504098,0.507963
94,0.830682,0.827178,291,0.50379,0.50768
95,0.830736,0.827227,126,0.503705,0.507604
96,0.830899,0.827363,340,0.503481,0.507416
97,0.831085,0.827529,224,0.503235,0.507197
98,0.831236,0.827665,258,0.503029,0.507014
99,0.831429,0.827832,416,0.502764,0.506784
100,0.83145,0.827851,53,0.502732,0.506755
101,0.831555,0.827944,206,0.502582,0.506623
102,0.831674,0.828051,194,0.50242,0.506478
103,0.83178,0.828147,185,0.502266,0.506342
104,0.831808,0.828172,69,0.502225,0.506305
105,0.831938,0.82829,152,0.502049,0.506148
106,0.83198,0.82833,59,0.501984,0.506087
107,0.832133,0.82847,201,0.501773,0.505897
108,0.832288,0.8286,352,0.501565,0.505722
109,0.832369,0.828665,210,0.50146,0.505637
110,0.832465,0.828754,184,0.501325,0.505514
111,0.832613,0.828876,354,0.501125,0.505348
112,0.832646,0.828905,85,0.501077,0.505307
113,0.832812,0.829055,217,0.500833,0.505088
114,0.832898,0.829134,167,0.500717,0.504982
115,0.833018,0.829237,299,0.500557,0.504846
116,0.833065,0.82928,97,0.500493,0.50479
117,0.833201,0.82939,326,0.500312,0.504642
118,0.833314,0.829494,184,0.500158,0.504503
119,0.833463,0.829628,272,0.499962,0.504328
120,0.833601,0.829742,343,0.499773,0.504172
121,0.833726,0.829851,275,0.499604,0.504027
122,0.833873,0.829981,218,0.499413,0.503859
123,0.834026,0.830106,363,0.499207,0.50369
124,0.834057,0.830132,96,0.499165,0.503655
125,0.83418,0.830237,207,0.499,0.503514
126,0.834317,0.830353,335,0.49881,0.503353
127,0.834333,0.830367,47,0.498784,0.503331
128,0.834463,0.830482,219,0.498599,0.503169
129,0.83453,0.830539,147,0.498497,0.503081
130,0.834613,0.830615,138,0.498386,0.502982
131,0.834745,0.830723,351,0.498208,0.502838
132,0.834764,0.830739,61,0.498181,0.502814
133,0.834812,0.830785,63,0.498115,0.502752
134,0.834916,0.830879,238,0.497972,0.502624
135,0.834953,0.830913,78,0.497907,0.502567
136,0.835034,0.830983,212,0.497801,0.502476
137,0.835079,0.831019,127,0.49774,0.502425
138,0.835103,0.831038,78,0.497708,0.5024
139,0.8352,0.831118,276,0.497576,0.502292
140,0.83529,0.831198,145,0.497459,0.502189
141,0.835325,0.831227,92,0.497414,0.502152
142,0.835409,0.831307,141,0.497285,0.502032
143,0.835456,0.831343,149,0.497224,0.501984
144,0.835518,0.831393,226,0.497136,0.501913
145,0.835651,0.831498,385,0.496959,0.501773
146,0.835764,0.831591,305,0.496808,0.50165
147,0.835839,0.831656,159,0.496698,0.501556
148,0.835867,0.831678,75,0.49666,0.501525
149,0.83601,0.831795,370,0.49646,0.501362
150,0.836074,0.83185,122,0.496372,0.501286
151,0.836089,0.831862,62,0.49635,0.501269
152,0.836142,0.831906,152,0.496277,0.50121
153,0.836246,0.831991,295,0.496137,0.501095
154,0.836344,0.832075,223,0.496003,0.50098
155,0.836393,0.832116,145,0.495938,0.500926
156,0.836526,0.832233,247,0.495766,0.500778
157,0.836576,0.832273,145,0.495697,0.500723
158,0.836589,0.832284,49,0.495678,0.500707
159,0.83674,0.832406,425,0.495482,0.500548
160,0.836854,0.832496,377,0.495329,0.500428
161,0.836868,0.832506,62,0.495306,0.500411
162,0.836969,0.832594,251,0.495163,0.500287
163,0.837041,0.832652,244,0.495069,0.500212
164,0.837116,0.832716,189,0.494963,0.500121
165,0.837231,0.832813,368,0.494806,0.49999
166,0.837346,0.83291,321,0.494645,0.499856
167,0.837411,0.832959,225,0.49456,0.499792
168,0.837438,0.83298,79,0.494518,0.499759
169,0.837517,0.833044,259,0.49441,0.499672
170,0.837539,0.833062,58,0.494385,0.499651
171,0.837661,0.833162,314,0.494211,0.49951
172,0.83772,0.833208,216,0.49413,0.499446
173,0.837827,0.833292,362,0.493991,0.499336
174,0.837894,0.833348,225,0.493898,0.49926
175,0.83798,0.833418,238,0.493781,0.499164
176,0.838048,0.833473,176,0.493697,0.499097
177,0.838076,0.833495,90,0.493662,0.49907
178,0.838096,0.833511,72,0.493637,0.499049
179,0.838111,0.833523,53,0.493613,0.49903
180,0.838212,0.833604,279,0.493468,0.498913
181,0.838235,0.833622,73,0.493437,0.498888
182,0.838345,0.833707,334,0.493293,0.498778
183,0.838356,0.833715,47,0.493278,0.498767
184,0.838373,0.833728,81,0.493249,0.498744
185,0.838469,0.833807,273,0.493124,0.498641
186,0.838499,0.833834,85,0.493078,0.498601
187,0.838508,0.833841,46,0.493062,0.498589
188,0.838614,0.833935,225,0.492921,0.498466
189,0.838683,0.83399,233,0.49283,0.498395
190,0.838746,0.834037,228,0.492747,0.498331
191,0.838847,0.834111,371,0.492613,0.498232
192,0.838952,0.8342,305,0.492466,0.49811
193,0.839005,0.834245,156,0.49239,0.498047
194,0.839042,0.834276,133,0.492342,0.498008
195,0.839107,0.834323,245,0.492254,0.497942
196,0.839116,0.834329,43,0.492244,0.497935
197,0.839189,0.834384,244,0.492143,0.49786
198,0.839291,0.83447,252,0.492009,0.497748
199,0.839399,0.834554,329,0.491868,0.497637
200,0.839449,0.834595,172,0.4918,0.497584
201,0.839546,0.834668,388,0.49167,0.497486
202,0.839632,0.834731,312,0.491555,0.497401
203,0.839648,0.834742,88,0.491535,0.497387
204,0.839664,0.834756,77,0.491509,0.497365
205,0.839668,0.834759,28,0.491503,0.497361
206,0.839744,0.834816,332,0.4914,0.497283
207,0.839762,0.834832,66,0.491376,0.497262
208,0.839862,0.834922,215,0.491243,0.497145
209,0.839888,0.834942,116,0.491208,0.497117
210,0.840018,0.835053,261,0.491037,0.496973
211,0.840089,0.835109,228,0.490942,0.4969
212,0.840147,0.835156,180,0.490857,0.49683
213,0.840208,0.835205,213,0.490774,0.496765
214,0.840268,0.83525,230,0.490693,0.496705
215,0.840327,0.835298,144,0.490609,0.496637
216,0.840407,0.83536,292,0.490502,0.496554
217,0.840422,0.83537,83,0.490483,0.49654
218,0.840433,0.835377,66,0.490468,0.49653
219,0.840531,0.835458,268,0.490333,0.496421
220,0.840601,0.835512,184,0.490245,0.496352
221,0.840626,0.835535,71,0.490206,0.496319
222,0.840694,0.835587,308,0.49011,0.496245
223,0.840753,0.835635,166,0.490028,0.496178
224,0.840826,0.835693,261,0.489932,0.496103
225,0.840838,0.835701,71,0.489917,0.496092
226,0.840846,0.835708,29,0.489908,0.496085
227,0.840857,0.835715,52,0.489892,0.496074
228,0.840899,0.835748,151,0.489837,0.496031
229,0.840905,0.835752,48,0.489825,0.496024
230,0.840965,0.8358,189,0.489749,0.495963
231,0.841024,0.835851,131,0.489671,0.495895
232,0.841088,0.835899,273,0.489585,0.495833
233,0.841194,0.835985,266,0.489444,0.495718
234,0.841251,0.836027,226,0.489373,0.495667
235,0.841309,0.836065,263,0.489292,0.495612
236,0.84133,0.83608,87,0.489265,0.495592
237,0.841402,0.836137,301,0.489165,0.495515
238,0.841426,0.836154,96,0.489132,0.495491
239,0.841468,0.836184,170,0.489078,0.495452
240,0.841499,0.836208,121,0.489034,0.495418
241,0.841517,0.836221,88,0.489012,0.495402
242,0.841524,0.836225,57,0.489001,0.495396
243,0.841535,0.836233,47,0.488988,0.495386
244,0.841556,0.836246,96,0.488963,0.495369
245,0.841594,0.836276,109,0.488911,0.495329
246,0.841633,0.836306,144,0.488859,0.495289
247,0.841686,0.836345,224,0.488785,0.495233
248,0.841695,0.836351,62,0.488771,0.495224
249,0.841716,0.836365,93,0.488746,0.495207
250,0.841766,0.836406,187,0.488676,0.495149
251,0.841787,0.836421,54,0.488647,0.495129
252,0.841845,0.836462,278,0.488572,0.495076
253,0.841925,0.836528,241,0.488458,0.494981
254,0.841962,0.836554,149,0.488407,0.494943
255,0.841982,0.836571,88,0.488378,0.49492
256,0.842072,0.836639,375,0.48826,0.494832
257,0.842091,0.836652,101,0.488237,0.494816
258,0.842094,0.836653,38,0.488231,0.494813
259,0.842115,0.836668,101,0.488202,0.494792
260,0.842139,0.83668,148,0.488171,0.494775
261,0.842289,0.836801,380,0.487973,0.494614
262,0.842315,0.83682,103,0.487938,0.494589
263,0.84236,0.836856,167,0.487881,0.494544
264,0.842411,0.836893,214,0.487815,0.494496
265,0.842445,0.836918,123,0.48777,0.494461
266,0.842538,0.836989,340,0.487646,0.494367
267,0.842556,0.837001,113,0.487622,0.494352
268,0.842606,0.837041,186,0.487553,0.494298
269,0.842649,0.837077,128,0.487492,0.494246
270,0.842684,0.837106,140,0.487444,0.494208
271,0.842737,0.83715,203,0.487369,0.494148
272,0.842775,0.837183,130,0.48732,0.494106
273,0.842834,0.837229,248,0.487238,0.494044
274,0.842846,0.837238,69,0.487219,0.494029
275,0.842852,0.837241,56,0.487211,0.494026
276,0.842868,0.837251,72,0.487189,0.494011
277,0.84288,0.837262,51,0.487172,0.493996
278,0.842922,0.837292,203,0.487117,0.493958
279,0.842958,0.837317,169,0.487073,0.493926
280,0.842988,0.837338,137,0.487033,0.493898
281,0.843029,0.837376,100,0.486979,0.493848
282,0.84304,0.837385,57,0.486963,0.493835
283,0.843047,0.83739,50,0.486952,0.493827
284,0.843073,0.837413,101,0.486913,0.493795
285,0.843076,0.837416,30,0.486909,0.493792
286,0.843087,0.837423,68,0.486893,0.493781
287,0.843104,0.837436,74,0.48687,0.493763
288,0.843186,0.837493,368,0.486756,0.493683
289,0.843241,0.837532,277,0.48668,0.493628
290,0.843263,0.83755,99,0.486649,0.493603
291,0.843359,0.837632,250,0.486519,0.493493
292,0.843378,0.837644,102,0.486498,0.493479
293,0.843437,0.837684,289,0.486419,0.493426
294,0.843472,0.83771,134,0.486375,0.493394
295,0.843523,0.837746,249,0.486307,0.493346
296,0.843552,0.837774,89,0.486267,0.49331
297,0.843647,0.837844,340,0.486137,0.493214
298,0.843701,0.837879,272,0.486065,0.493167
299,0.843717,0.837888,99,0.486045,0.493155
300,0.84372,0.83789,36,0.48604,0.493152
301,0.843734,0.837899,102,0.48602,0.493139
302,0.843747,0.837908,88,0.486,0.493126
303,0.843752,0.837911,39,0.485994,0.493122
304,0.843758,0.837914,41,0.485987,0.493117
305,0.843767,0.837923,44,0.485974,0.493107
306,0.843782,0.837934,65,0.485954,0.49309
307,0.843811,0.837959,140,0.485911,0.493056
308,0.843852,0.83799,118,0.485857,0.493014
309,0.843899,0.838024,208,0.485795,0.492971
310,0.843977,0.838076,384,0.485687,0.492896
311,0.843998,0.838089,113,0.485659,0.492879
312,0.844016,0.838103,76,0.485636,0.492861
313,0.844142,0.8382,423,0.485466,0.492731
314,0.844178,0.838227,174,0.485415,0.492692
315,0.844261,0.838294,248,0.485302,0.492603
316,0.84431,0.83833,226,0.485235,0.492552
317,0.844353,0.838359,229,0.485179,0.492514
318,0.844384,0.838384,127,0.485134,0.492479
319,0.844456,0.838437,315,0.485036,0.492409
320,0.844532,0.838497,259,0.484939,0.492332
321,0.844585,0.838534,258,0.484867,0.492281
322,0.844617,0.838554,183,0.484823,0.492254
323,0.844624,0.838557,47,0.484816,0.49225
324,0.844639,0.838568,78,0.484796,0.492236
325,0.844651,0.838574,90,0.48478,0.492228
326,0.844671,0.838588,99,0.484753,0.492209
327,0.844698,0.838607,90,0.484715,0.492182
328,0.844704,0.838611,44,0.484707,0.492177
329,0.844712,0.838618,59,0.484694,0.492167
330,0.844721,0.838623,65,0.484682,0.49216
331,0.844748,0.838643,151,0.484642,0.49213
332,0.844751,0.838644,41,0.484638,0.492129
333,0.844785,0.838667,164,0.48459,0.492096
334,0.844799,0.838678,65,0.484571,0.492081
335,0.84483,0.838701,113,0.484527,0.49205
336,0.844871,0.838726,231,0.484472,0.492016
337,0.844891,0.838738,107,0.484445,0.491999
338,0.844934,0.838773,182,0.484384,0.49195
339,0.844962,0.838796,106,0.484347,0.491921
340,0.844991,0.838817,145,0.484311,0.491895
341,0.845005,0.838824,105,0.484292,0.491885
342,0.845035,0.838843,178,0.484251,0.491859
343,0.845054,0.838856,99,0.484225,0.491842
344,0.84513,0.838919,233,0.48412,0.491757
345,0.845175,0.838958,131,0.48406,0.491707
346,0.845202,0.838975,133,0.484026,0.491685
347,0.845217,0.838987,86,0.484004,0.491668
348,0.845256,0.839018,168,0.483951,0.491628
349,0.845272,0.839027,110,0.483931,0.491617
350,0.845281,0.839033,56,0.483918,0.491607
351,0.845314,0.839055,192,0.483872,0.491576
352,0.845331,0.839066,118,0.483849,0.491561
353,0.845341,0.839071,73,0.483835,0.491552
354,0.845351,0.839078,66,0.483823,0.491545
355,0.84536,0.839082,69,0.483812,0.491539
356,0.845379,0.839097,92,0.483784,0.491518
357,0.845417,0.839122,157,0.483734,0.491484
358,0.845488,0.839166,358,0.483637,0.491423
359,0.845536,0.839206,195,0.483571,0.49137
360,0.845565,0.839225,158,0.483531,0.491342
361,0.84559,0.839244,134,0.483498,0.491318
362,0.84563,0.839273,203,0.483442,0.491278
363,0.845661,0.839296,142,0.483402,0.491249
364,0.845704,0.839329,193,0.483341,0.491203
365,0.84575,0.839368,165,0.483278,0.491151
366,0.84581,0.839411,253,0.483198,0.491094
367,0.845841,0.839434,161,0.483155,0.491062
368,0.845848,0.839437,66,0.483146,0.491058
369,0.845901,0.839477,231,0.483072,0.491004
370,0.845943,0.839511,152,0.483017,0.490959
371,0.84597,0.839531,137,0.482978,0.490931
372,0.846003,0.839558,126,0.482932,0.490893
373,0.846074,0.839605,356,0.482835,0.490829
374,0.846148,0.839668,233,0.482734,0.490746
375,0.846165,0.839679,107,0.482712,0.490732
376,0.846207,0.839709,198,0.482659,0.490694
377,0.846221,0.839718,95,0.48264,0.490682
378,0.846228,0.839722,56,0.482633,0.490679
379,0.84626,0.839744,165,0.48259,0.490649
380,0.846263,0.839743,44,0.482585,0.490649
381,0.846269,0.839745,69,0.482577,0.490647
382,0.846323,0.83978,244,0.482508,0.490602
383,0.846362,0.839812,162,0.482458,0.490561
384,0.846366,0.839815,33,0.482453,0.490558
385,0.846372,0.839818,50,0.482446,0.490553
386,0.84638,0.839823,66,0.482434,0.490546
387,0.846406,0.839841,150,0.482393,0.490518
388,0.846518,0.839937,325,0.482237,0.49039
389,0.846538,0.839953,93,0.482207,0.490366
390,0.846592,0.839994,237,0.482135,0.490312
391,0.846623,0.840015,156,0.482094,0.490284
392,0.84665,0.840033,149,0.482059,0.490261
393,0.84666,0.840039,80,0.482043,0.490252
394,0.846697,0.840064,179,0.481995,0.490219
395,0.846715,0.840078,100,0.481972,0.490202
396,0.846723,0.840085,62,0.481958,0.49019
397,0.846776,0.84012,291,0.481888,0.490143
398,0.846799,0.840135,153,0.481855,0.490121
399,0.846822,0.840154,89,0.481824,0.490095
400,0.846851,0.840175,123,0.481786,0.490067
401,0.846857,0.840179,50,0.481776,0.49006
402,0.846891,0.840204,155,0.481729,0.490025
403,0.846946,0.84025,150,0.481653,0.489963
404,0.846969,0.840264,128,0.481623,0.489945
405,0.847107,0.840369,492,0.481435,0.489803
406,0.84714,0.840392,159,0.481393,0.489773
407,0.847169,0.840407,182,0.48136,0.489755
408,0.847195,0.840424,138,0.481327,0.489734
409,0.847214,0.840434,136,0.481301,0.48972
410,0.847234,0.840443,151,0.481273,0.489707
411,0.847279,0.840472,262,0.481208,0.489665
412,0.847296,0.840483,110,0.481185,0.48965
413,0.847317,0.840493,137,0.481157,0.489635
414,0.847333,0.840503,105,0.481134,0.489621
415,0.847356,0.840517,147,0.481103,0.489602
416,0.847381,0.840531,163,0.481068,0.489582
417,0.847408,0.840551,139,0.481034,0.489557
418,0.847443,0.840574,214,0.480986,0.489525
419,0.847452,0.840578,85,0.480974,0.48952
420,0.847458,0.840581,36,0.480968,0.489516
421,0.847486,0.840602,151,0.480929,0.489487
422,0.847501,0.840614,91,0.48091,0.489472
423,0.847519,0.84063,82,0.480882,0.489448
424,0.847525,0.840633,58,0.480874,0.489444
425,0.847531,0.840636,52,0.480866,0.48944
426,0.847538,0.840641,68,0.480856,0.489434
427,0.847561,0.840656,124,0.480826,0.489414
428,0.847579,0.840666,129,0.480801,0.4894
429,0.847584,0.840668,58,0.480794,0.489397
430,0.847594,0.840673,78,0.480781,0.48939
431,0.847638,0.8407,206,0.480721,0.489352
432,0.847644,0.840704,62,0.480712,0.489348
433,0.847672,0.84072,167,0.480674,0.489325
434,0.847696,0.840741,122,0.480639,0.489297
435,0.847718,0.840756,130,0.480611,0.489276
436,0.847726,0.840761,61,0.480599,0.48927
437,0.847737,0.840766,79,0.480587,0.489263
438,0.847752,0.840774,120,0.48057,0.489255
439,0.847781,0.840795,159,0.48053,0.489228
440,0.84779,0.840798,77,0.480519,0.489223
441,0.847856,0.840844,304,0.480428,0.489161
442,0.847867,0.840848,89,0.480415,0.489155
443,0.84789,0.840863,137,0.480385,0.489136
444,0.847925,0.840886,198,0.480339,0.489106
445,0.84793,0.840889,50,0.480333,0.489102
446,0.847938,0.840893,81,0.480322,0.489097
447,0.848026,0.840956,393,0.480202,0.489011
448,0.848084,0.840996,260,0.480125,0.488958
449,0.848168,0.84106,319,0.48001,0.48887
450,0.848195,0.841078,172,0.479973,0.488846
451,0.848213,0.841089,111,0.479952,0.488833
452,0.848262,0.841129,218,0.479884,0.488779
453,0.84833,0.841181,295,0.479791,0.488708
454,0.848337,0.841184,67,0.479781,0.488703
455,0.848353,0.841193,111,0.479758,0.488691
456,0.848454,0.841282,307,0.479617,0.488572
457,0.848507,0.841321,228,0.479541,0.488517
458,0.848524,0.841332,110,0.47952,0.488503
459,0.848557,0.841355,177,0.479476,0.488472
460,0.848641,0.841421,358,0.479361,0.488383
461,0.848661,0.841434,127,0.479335,0.488366
462,0.84868,0.841448,113,0.479307,0.488346
463,0.848689,0.841454,59,0.479295,0.488337
464,0.848717,0.841469,200,0.479257,0.488317
465,0.848729,0.841476,77,0.479243,0.488308
466,0.848737,0.841479,74,0.479233,0.488304
467,0.84875,0.841486,104,0.479214,0.488293
468,0.848791,0.841512,239,0.479162,0.48826
469,0.848848,0.84155,276,0.479083,0.488206
470,0.848857,0.841556,68,0.479072,0.488199
471,0.848866,0.841561,79,0.479059,0.488191
472,0.848914,0.841598,239,0.478991,0.488141
473,0.848961,0.841628,252,0.478926,0.4881
474,0.848991,0.841648,162,0.478885,0.488073
475,0.849005,0.841656,107,0.478865,0.488061
476,0.849025,0.841669,116,0.478838,0.488044
477,0.849096,0.84172,303,0.47874,0.487974
478,0.849116,0.841733,102,0.478716,0.487957
479,0.849124,0.841737,67,0.478705,0.487952
480,0.849143,0.841751,114,0.478678,0.487933
481,0.849164,0.841764,139,0.478652,0.487916
482,0.849213,0.841793,280,0.478586,0.487877
483,0.849279,0.841843,318,0.478492,0.487808
484,0.84929,0.841849,94,0.478477,0.487799
485,0.849311,0.841863,157,0.478447,0.48778
486,0.849322,0.841869,87,0.478432,0.487772
487,0.849345,0.841883,148,0.478401,0.487753
488,0.849384,0.841905,221,0.478347,0.487722
489,0.849401,0.841915,99,0.478328,0.48771
490,0.849419,0.841926,127,0.478304,0.487696
491,0.849476,0.841967,255,0.478227,0.487641
492,0.849567,0.842037,357,0.4781,0.487547
493,0.849594,0.842055,179,0.478063,0.487523
494,0.84961,0.842064,102,0.478043,0.487511
495,0.84963,0.842075,161,0.478014,0.487494
496,0.849651,0.842085,150,0.477987,0.48748
497,0.849663,0.842093,89,0.477969,0.487469
498,0.849666,0.842095,43,0.477963,0.487465
499,0.849677,0.842101,95,0.477948,0.487456
