,hist_dw,hist_lg
0,0.63947,0.63307
1,0.594056,0.582705
2,0.554767,0.539674
3,0.520671,0.502579
4,0.491157,0.469592
5,0.465063,0.44084
6,0.441651,0.415594
7,0.420116,0.392969
8,0.401582,0.372851
9,0.385396,0.354537
10,0.370802,0.338092
11,0.35694,0.323467
12,0.344528,0.309879
13,0.333318,0.29755
14,0.322884,0.286333
15,0.313335,0.275859
16,0.304493,0.266563
17,0.296222,0.25803
18,0.288857,0.249559
19,0.282076,0.24204
20,0.275909,0.235286
21,0.26966,0.228867
22,0.263412,0.222846
23,0.257846,0.21737
24,0.252628,0.212006
25,0.247822,0.206653
26,0.243369,0.202185
27,0.238816,0.197981
28,0.234705,0.193638
29,0.230499,0.189362
30,0.226994,0.185428
31,0.2236,0.181643
32,0.220655,0.178096
33,0.217695,0.174629
34,0.214951,0.171521
35,0.211613,0.168506
36,0.209567,0.165338
37,0.206781,0.162686
38,0.20468,0.160297
39,0.202131,0.157909
40,0.19951,0.155182
41,0.197316,0.152995
42,0.195107,0.15055
43,0.192916,0.148169
44,0.190199,0.146407
45,0.18752,0.144623
46,0.185467,0.142578
47,0.183111,0.141148
48,0.181246,0.138932
49,0.178995,0.137022
