,CPU,GPU,hist_256,hist_1024
0,0.667358,0.667358,0.667512,0.667426
1,0.646905,0.646715,0.647747,0.64757
2,0.627265,0.627111,0.627463,0.627574
3,0.612066,0.611424,0.611914,0.612486
4,0.597617,0.596939,0.597934,0.598674
5,0.585099,0.583478,0.585371,0.584885
6,0.573686,0.571219,0.573807,0.57228
7,0.562461,0.561929,0.564092,0.562262
8,0.554396,0.552764,0.554003,0.554482
9,0.545431,0.54388,0.545482,0.545375
10,0.537509,0.536405,0.537379,0.53782
11,0.530588,0.529645,0.529662,0.530339
12,0.523879,0.52257,0.523917,0.524084
13,0.518754,0.517043,0.518746,0.517935
14,0.513039,0.512532,0.513468,0.51269
15,0.508105,0.507389,0.508092,0.507317
16,0.504773,0.50354,0.504052,0.50332
17,0.501563,0.497356,0.499285,0.498402
18,0.49608,0.493051,0.49657,0.495604
19,0.491056,0.490332,0.492095,0.491428
20,0.487158,0.484882,0.4896,0.488828
21,0.484863,0.482796,0.485054,0.483944
22,0.480411,0.479857,0.479229,0.478998
23,0.478252,0.47567,0.475239,0.477248
24,0.474843,0.472026,0.473655,0.474198
25,0.473589,0.470434,0.470288,0.469682
26,0.469001,0.467107,0.465502,0.468389
27,0.46587,0.464276,0.462231,0.465172
28,0.46165,0.462681,0.4612,0.462885
29,0.459858,0.459972,0.45836,0.45985
30,0.456925,0.457676,0.457341,0.457032
31,0.454807,0.455371,0.453368,0.453547
32,0.45139,0.45314,0.449271,0.4525
33,0.450051,0.450469,0.446719,0.450416
34,0.448637,0.44873,0.443322,0.448776
35,0.446865,0.447706,0.442567,0.446838
36,0.444614,0.445872,0.44142,0.444892
37,0.441126,0.44504,0.440245,0.443357
38,0.439445,0.443328,0.437532,0.440861
39,0.437976,0.441603,0.434255,0.4384
40,0.435696,0.440261,0.433647,0.437237
41,0.434908,0.438105,0.431934,0.434921
42,0.432224,0.435838,0.429965,0.434298
43,0.429222,0.433402,0.429117,0.432061
44,0.428579,0.431876,0.428098,0.430465
45,0.426862,0.431396,0.426437,0.429353
46,0.423887,0.429808,0.425951,0.426485
47,0.422326,0.427269,0.423752,0.425784
48,0.421805,0.425676,0.422868,0.424708
49,0.420864,0.424396,0.422053,0.423761
