,CPU,GPU,hist_256,hist_1024
0,2.882186654,2.882813644,2.84537572,2.9027749399999996
1,2.9803539,2.85903782,3.08295933,2.979933109
2,2.7977760000000003,2.7561284200000005,2.5216152999999997,2.3923673400000003
3,2.57380408,2.6080141599999997,2.6936858900000002,2.83105619
4,2.3878489500000004,2.38806449,2.4149287,2.4122006299999996
5,2.5152613,2.33285834,2.5120437,2.2812986000000004
6,2.24452076,2.247215918,2.21404329,2.3604619899999997
7,2.1470398709999996,2.4578706099999996,2.32136268,2.357656023
8,2.25229042,2.14427196,2.05173134,2.3031587599999996
9,2.1533811099999998,2.1036359950000003,2.13980593,2.079722255
10,2.32628409,2.14617699,2.0487677900000003,2.29612706
11,2.04517493,2.32497987,2.13066102,2.20415788
12,2.1701278,2.169057877,2.216689321,1.78230684
13,2.31711212,2.1261603669999998,2.37279514,2.08295445
14,2.12005525,2.36581028,2.00432252,2.017713671
15,2.04276186,2.0906341299999998,2.1426787000000003,2.0003499
16,2.4006059950000003,2.1815965,2.23979593,2.31161168
17,2.1535840100000003,2.00562284,1.7973876800000002,1.957583562
18,2.08518455,1.96705221,2.1360687059999997,2.25792065
19,2.04212492,2.056059558,2.23810478,2.3273306299999996
20,2.3140610500000003,2.0443480849999998,2.40273659,2.0979334720000002
21,2.2762779999999996,2.315269088,2.02216146,2.04359837
22,2.19143545,2.0601809600000003,1.9981585499999999,1.83018301
23,2.29227385,1.90536076,1.8513631600000002,2.4591367600000007
24,2.22436546,2.118138297,2.110416689,2.1824779
25,2.18839151,2.0787104199999997,2.1194939899999996,1.94769825
26,1.9261673200000002,1.9817792300000001,1.99887115,2.2881542500000003
27,1.9409666899999998,1.9947103800000003,2.11235586,1.9353375299999998
28,1.964688733,2.09636087,1.85951385,1.9672450499999998
29,1.8735351,2.061834525,2.04018664,2.01495113
30,2.017328,2.089931224,2.3624454599999996,1.85664879
31,2.2078847600000002,2.01204666,1.819077026,2.00611235
32,1.9238111,2.2166631569999997,1.8222289699999998,2.199848632
33,2.04779355,1.9280376799999999,2.211960355,1.84282536
34,2.721556786,2.71778592,1.87444933,2.10924158
35,2.0002947,2.165607864,2.09757703,2.1915123199999997
36,1.6444885499999997,2.20853947,2.1920985799999997,2.52962484
37,2.19736899,2.0230993,2.005357619,1.995998657
38,1.7884456100000001,2.07642144,2.0537793428,2.05801066
39,1.64733632,2.38017693,1.78044871,1.830877103
40,1.92082012,1.8449517,2.30024217,1.97426623
41,2.18916272,2.04340771,2.14435785,2.0635257219999996
42,1.80114192,1.8327284500000003,1.66154742,1.84902894
43,1.92382258,2.01133486,1.6684370700000002,1.861488967
44,1.9631997759999997,2.176324094,1.5850725479999999,2.040693783
45,2.0767435470000004,1.65851776,1.6760262,2.00829489
46,1.6785373799999999,1.99601876,1.9051126880000002,1.9328075
47,2.3291456100000003,1.808357445,2.0396893499999997,1.65563444
48,1.9993996479999998,2.0410236299999998,1.903227441,1.7655652720000001
49,1.6746737529999998,2.35047625,1.592790787,2.04096568
