,CPU,GPU,hist_256,hist_1024
0,0.665687,0.665686,0.665951,0.665854
1,0.641495,0.641494,0.641912,0.641668
2,0.621972,0.621979,0.621436,0.622618
3,0.603574,0.603599,0.603383,0.604809
4,0.587873,0.588006,0.587272,0.588821
5,0.573123,0.573254,0.572449,0.573269
6,0.558614,0.558749,0.558349,0.559958
7,0.545709,0.545847,0.542877,0.54694
8,0.531096,0.53132,0.532865,0.532281
9,0.520925,0.52092,0.524317,0.521181
10,0.508308,0.511677,0.511336,0.508382
11,0.500148,0.499658,0.502011,0.499912
12,0.489831,0.492187,0.491456,0.489462
13,0.482664,0.482258,0.484063,0.482197
14,0.474234,0.476471,0.475004,0.473259
15,0.465811,0.469098,0.470009,0.465585
16,0.458189,0.46059,0.461546,0.457531
17,0.451901,0.452882,0.455122,0.452025
18,0.446475,0.445693,0.448147,0.444631
19,0.441408,0.440271,0.442096,0.439553
20,0.436994,0.435682,0.438907,0.435258
21,0.431682,0.430814,0.433832,0.430178
22,0.427167,0.425519,0.430789,0.427321
23,0.424394,0.423286,0.426628,0.422101
24,0.42195,0.420991,0.420977,0.416216
25,0.41889,0.415714,0.417108,0.413611
26,0.413055,0.410093,0.412882,0.40943
27,0.411004,0.407588,0.409673,0.407224
28,0.407506,0.404053,0.406026,0.402621
29,0.403243,0.399035,0.401178,0.397652
30,0.398088,0.396193,0.398936,0.394626
31,0.39495,0.393922,0.394653,0.392493
32,0.390881,0.391259,0.391685,0.390202
33,0.388136,0.388788,0.388934,0.38728
34,0.386508,0.387863,0.387164,0.383159
35,0.384167,0.385815,0.38499,0.378641
36,0.382589,0.383364,0.383473,0.376985
37,0.379676,0.381326,0.381112,0.37533
38,0.37718,0.380621,0.379847,0.372163
39,0.375741,0.379192,0.378224,0.370784
40,0.373038,0.37606,0.376034,0.366851
41,0.370322,0.374863,0.372987,0.366098
42,0.369099,0.371816,0.370271,0.363375
43,0.366503,0.368436,0.367354,0.361954
44,0.362404,0.366572,0.363686,0.360199
45,0.358912,0.362997,0.362289,0.357296
46,0.357501,0.361409,0.360177,0.356251
47,0.356604,0.358304,0.357957,0.355564
48,0.354376,0.356876,0.355493,0.354045
49,0.353544,0.355808,0.352693,0.352815
