,CPU,GPU,hist_256,hist_1024
0,10224,9556,10355,10309
1,9932,9476,9890,9975
2,9857,9655,9702,9919
3,9272,9632,10157,10254
4,10285,9273,9501,9315
5,9998,9799,10200,10005
6,9133,9854,9945,9844
7,9866,9500,10115,9888
8,9751,9600,9099,9322
9,9716,8850,10022,9606
10,8959,9476,9589,9304
11,9518,8590,8856,9163
12,9282,9093,9666,8725
13,9033,8924,9407,9195
14,9072,8186,9254,9359
15,8820,8867,9134,9186
16,8827,8717,9067,8963
17,8762,8666,8626,8836
18,8076,8254,9096,8030
19,8066,7881,8269,8828
20,8102,7900,7899,8030
21,7854,7863,8316,7817
22,7418,7631,7790,7939
23,7263,6690,8038,7837
24,7375,7419,7557,7652
25,7584,7112,7574,7293
26,6546,7203,6888,7020
27,7005,6980,6286,6696
28,6792,6734,7207,6921
29,6620,5977,6559,6824
30,6501,6081,5885,5728
31,6280,5521,5787,5587
32,5020,6005,7817,6440
33,5283,5439,6536,5692
34,5978,5500,4928,4625
35,4496,6045,5042,5166
36,4367,4438,4036,5341
37,5703,4157,5967,4123
38,4083,4516,4244,3988
39,3852,3827,3828,4276
40,3191,3996,4290,3510
41,3768,4546,3850,3729
42,3282,3485,3677,3251
43,3349,3672,2644,5208
44,3394,2607,3840,2551
45,3512,2597,3482,3485
46,2517,1856,3397,3425
47,3172,2853,3745,5716
48,3234,4637,3614,3426
49,1329,3318,5403,4661
