,CPU,GPU,hist_256,hist_1024
0,0.669476,0.669474,0.669452,0.669485
1,0.649317,0.649313,0.649414,0.64937
2,0.632429,0.632309,0.631828,0.6325
3,0.616938,0.616717,0.616367,0.617022
4,0.603506,0.602639,0.603122,0.603893
5,0.590796,0.590737,0.590404,0.591136
6,0.580309,0.579641,0.579379,0.580088
7,0.570237,0.57033,0.569437,0.570497
8,0.561601,0.560402,0.560893,0.561913
9,0.553471,0.552327,0.553229,0.553769
10,0.544906,0.544612,0.546382,0.545167
11,0.538192,0.538002,0.538832,0.538877
12,0.531209,0.531056,0.532984,0.531892
13,0.525435,0.525461,0.527636,0.526241
14,0.520645,0.518669,0.522911,0.521237
15,0.515385,0.51399,0.516362,0.516866
16,0.511315,0.508394,0.512307,0.511072
17,0.505616,0.504378,0.507081,0.505642
18,0.500888,0.500139,0.502924,0.502317
19,0.497926,0.497075,0.499702,0.497735
20,0.493045,0.492061,0.496225,0.492838
21,0.489558,0.489618,0.493002,0.49013
22,0.485281,0.486941,0.490299,0.487482
23,0.483155,0.483912,0.485838,0.483935
24,0.479375,0.481451,0.481459,0.48025
25,0.477437,0.477885,0.478168,0.477932
26,0.473978,0.475895,0.476525,0.474245
27,0.47268,0.472665,0.472704,0.47215
28,0.470204,0.468846,0.470902,0.470197
29,0.468336,0.467071,0.467325,0.467285
30,0.46473,0.465403,0.465793,0.463971
31,0.462851,0.464021,0.464202,0.462497
32,0.459996,0.462483,0.462586,0.46058
33,0.45874,0.461047,0.460563,0.459407
34,0.456138,0.459421,0.457023,0.457698
35,0.453579,0.457937,0.454491,0.456798
36,0.4522,0.45471,0.452383,0.455332
37,0.450342,0.453495,0.451247,0.453414
38,0.44901,0.452025,0.449763,0.451815
39,0.447781,0.4497,0.449104,0.450687
40,0.446599,0.448863,0.446667,0.448921
41,0.444993,0.447836,0.44542,0.446547
42,0.443062,0.446545,0.444706,0.445853
43,0.442627,0.443933,0.443932,0.445092
44,0.441771,0.442579,0.442889,0.443865
45,0.440507,0.441219,0.44189,0.441204
46,0.438893,0.44071,0.44088,0.439765
47,0.43822,0.438806,0.43918,0.438642
48,0.436905,0.435992,0.437965,0.436903
49,0.435361,0.435263,0.436918,0.435398
