,CPU,GPU,hist_256,hist_1024
f23,0.13932558251040744,0.13246737071343606,0.13669479967874507,0.13697623469844517
f10,0.1318573041473258,0.122422186623549,0.11743683444055479,0.1157340500884428
f2,0.11146562379220777,0.11014904716239358,0.11350197627038032,0.11211500685107063
f5,0.08342059135849769,0.08163429663955911,0.08080955771456165,0.08193295636810054
f3,0.06851304653562187,0.07451689627758522,0.07587341247812161,0.06965875634673915
f25,0.0683284411515944,0.07301878106162446,0.06961820781806807,0.07080316145629328
f12,0.05685452287211746,0.05443818825126918,0.05703638500179045,0.059801231942788295
f7,0.04294839749428393,0.04253745308122855,0.045985995327586036,0.03704942701055332
f6,0.04275771305987724,0.04504337602119864,0.04250849502113941,0.04116669770370139
f21,0.04225383505237674,0.04168433815474949,0.03992601296335443,0.04070091751775871
f16,0.042252700595959085,0.046255101913310184,0.047030173151445365,0.045312556844944604
f11,0.040015881663646294,0.04005048398372457,0.036019963733761304,0.04504104277814411
f26,0.03797834199732546,0.037134201922549646,0.036443219678577915,0.039394663824209905
f28,0.035605479402482335,0.034496076732087474,0.03561908156593832,0.039572544894537244
f15,0.03305945649009718,0.03291684374581053,0.031022673122449676,0.03434849261303525
f13,0.02318349887531643,0.03055583293741327,0.034251447040090595,0.02989024245788677
f17,0.00012486928136442926,0.00010893005750352541,0.0,0.0
f24,5.4713719498374145e-05,4.983867868889176e-05,0.0,0.0
f22,0.0,0.0,0.0,0.0
f27,0.0,0.0,0.0,0.0
f29,0.0,0.0,6.626187940666403e-05,0.0
f30,0.0,0.0,0.0,0.0
f0,0.0,0.0,0.0,0.0
f20,0.0,0.0,0.0,0.0
f19,0.0,0.0,0.0,0.0
f18,0.0,0.0,0.0,8.692229479967243e-05
f1,0.0,0.0004520908873469679,0.000116412610887525,0.0
f14,0.0,0.0,3.909050314092787e-05,0.0
f9,0.0,6.866515497164541e-05,0.0,0.00014204954646636255
f8,0.0,0.0,0.0,0.00027304476208275737
f4,0.0,0.0,0.0,0.0
f31,0.0,0.0,0.0,0.0
