,CPU,GPU,hist_256,hist_1024
f25,0.20967008179046842,0.21797366848825,0.19604145616950847,0.2053142006457045
f19,0.07002846768122191,0.0675252795898349,0.07677788057564894,0.07300640459176072
f17,0.06520764726365236,0.05723442343669901,0.06259859888100212,0.066131081711811
f1,0.06048220402708853,0.05787249779948539,0.0595593856662901,0.059913113613302635
f13,0.05518882236729613,0.05193488097008971,0.0536324701689726,0.05307771376028754
f10,0.05307906317360229,0.053222944538196836,0.04702461553453549,0.05424459357316218
f14,0.04815890820795251,0.053500338054353225,0.051018704598868155,0.05317960948519458
f15,0.04492810177185605,0.04820539170446302,0.039552538216731645,0.03891750010873751
f0,0.042281772155267176,0.042127284679867545,0.04269285834465248,0.047593879093000675
f23,0.03848166657253299,0.03902611414879315,0.04197996324015894,0.044560244434022414
f21,0.03819187404540629,0.037174319845379916,0.041819683411657475,0.037279406254332466
f31,0.03676518016949883,0.03843782272450014,0.036512138612043735,0.03498030126748034
f11,0.035851425677846535,0.033988098747153576,0.038868847994153174,0.03514463657136592
f28,0.03482331520258016,0.029854418863724422,0.031114146918647178,0.03326525115471767
f12,0.03441340498363171,0.03329772013115017,0.04152736273338779,0.03750243992224176
f4,0.033364189772666294,0.02974987596441073,0.03391009644799464,0.030702365984025353
f9,0.012263018137176734,0.010750506092248124,0.007203724368038921,0.011784739975324835
f20,0.00954276826923365,0.010110445487627932,0.008975852105212791,0.006037609383575588
f5,0.00895570716806045,0.010517571824910041,0.009733393032111777,0.008181877322581655
f26,0.008638388571209028,0.011294768927475444,0.0044692680963053,0.007459590483378223
f27,0.00832512564399784,0.009590805358280574,0.008847339947208231,0.006823549652175864
f7,0.007745550197530917,0.00513817987338192,0.005573650915719843,0.005385523020900963
f30,0.007269819123861579,0.005648799459608321,0.006351638657291623,0.005166105726383006
f29,0.007161405065978734,0.011082316066340034,0.010938377853084939,0.006324496799515714
f6,0.0070012374089368275,0.006640896527407132,0.005080928877676108,0.00393669213359184
f8,0.005633415629652198,0.007886034507253767,0.006659229166239966,0.009344652367068058
f24,0.004342436558486498,0.0,0.0033454573155447943,0.001180001178070538
f16,0.003326738127392948,0.006875431602775635,0.008239512172862342,0.006479070151337693
f18,0.003212172970555751,0.0046688167825529245,0.003928483710113249,0.002276040305005839
f22,0.0029289285703691906,0.002601006874390305,0.008576075572529705,0.005418968322334296
f3,0.0013785446422125728,0.0025155758331428454,0.005798292371969296,0.007096086063766789
f2,0.0013586190527769997,0.0035537650962531486,0.0016480283238383673,0.0022922549438418073
