,EQBIN_dw,EQBIN_lg
0,32,32
1,32,32
2,32,32
3,32,32
4,32,32
5,31,31
6,32,32
7,32,32
8,30,30
9,32,32
10,32,32
11,32,32
12,31,31
13,31,31
14,32,32
15,29,29
16,32,32
17,31,31
18,29,29
19,30,30
20,32,32
21,31,31
22,29,29
23,26,26
24,22,22
25,31,31
26,20,20
27,28,28
28,24,24
29,20,20
30,31,31
31,22,22
32,25,25
33,20,20
34,20,20
35,29,29
36,32,32
37,25,25
38,19,19
39,31,31
40,30,30
41,29,29
42,28,28
43,26,26
44,29,29
45,32,32
46,27,27
47,27,27
48,19,19
49,31,31
