,CPU,GPU,hist_256,hist_1024
0,0.682721,0.682719,0.682744,0.682869
1,0.67474,0.674737,0.674821,0.674505
2,0.664043,0.66404,0.664267,0.6633
3,0.656207,0.656205,0.656368,0.656024
4,0.648854,0.648853,0.649295,0.649232
5,0.642897,0.642896,0.642411,0.64298
6,0.637033,0.637032,0.634719,0.636946
7,0.631645,0.631643,0.629136,0.630812
8,0.626563,0.626562,0.623276,0.626224
9,0.622428,0.622428,0.618205,0.622193
10,0.616926,0.616915,0.613677,0.617535
11,0.611672,0.611668,0.608318,0.612083
12,0.608381,0.608359,0.605319,0.607039
13,0.603511,0.603491,0.600022,0.60362
14,0.60046,0.600439,0.596084,0.601269
15,0.597044,0.597034,0.591805,0.594672
16,0.594382,0.594419,0.586152,0.590742
17,0.591454,0.591488,0.584352,0.58826
18,0.585394,0.585422,0.581286,0.58441
19,0.581851,0.581888,0.579549,0.581528
20,0.57813,0.578155,0.573801,0.579841
21,0.574314,0.574288,0.570511,0.577329
22,0.56765,0.567623,0.567998,0.57616
23,0.566032,0.564687,0.565668,0.570771
24,0.562876,0.563254,0.560679,0.567963
25,0.561249,0.557155,0.553861,0.56534
26,0.555363,0.555783,0.552638,0.563607
27,0.547836,0.550171,0.548841,0.560436
28,0.544125,0.547292,0.541734,0.556353
29,0.542102,0.54353,0.538169,0.548696
30,0.540361,0.542297,0.533262,0.546768
31,0.535523,0.539219,0.531396,0.545389
32,0.532459,0.53702,0.528509,0.539601
33,0.530646,0.532817,0.527559,0.536505
34,0.52995,0.528026,0.525522,0.533214
35,0.528776,0.526472,0.520504,0.527271
36,0.525993,0.524134,0.51992,0.521927
37,0.522513,0.520061,0.517945,0.519876
38,0.518363,0.516627,0.514017,0.518529
39,0.514325,0.510987,0.51265,0.513904
40,0.512888,0.5062,0.508639,0.511846
41,0.511823,0.504532,0.506491,0.509427
42,0.510619,0.502453,0.505956,0.508804
43,0.509929,0.501229,0.504536,0.506957
44,0.504912,0.498188,0.50322,0.505684
45,0.504135,0.49666,0.498939,0.505136
46,0.502304,0.496136,0.494908,0.50041
47,0.498614,0.494665,0.494048,0.499949
48,0.497044,0.492311,0.492739,0.497354
49,0.493623,0.491862,0.489446,0.493958
