,CPU,GPU,hist_256,hist_1024
0,32,32,32,32
1,32,32,32,32
2,32,32,32,32
3,32,32,32,32
4,32,32,32,32
5,32,32,32,32
6,32,32,32,32
7,32,32,32,32
8,32,32,32,32
9,32,32,32,32
10,32,32,32,32
11,32,32,32,32
12,32,32,32,32
13,32,32,32,32
14,32,32,32,32
15,32,32,32,32
16,32,32,32,32
17,32,32,32,32
18,32,32,32,32
19,32,32,32,32
20,32,32,31,32
21,32,32,32,32
22,32,31,32,32
23,32,32,29,31
24,32,31,32,32
25,30,29,32,32
26,32,32,32,31
27,31,31,32,31
28,32,31,28,28
29,30,32,32,32
30,32,32,31,32
31,31,30,32,32
32,32,31,32,29
33,30,31,32,29
34,32,32,32,31
35,30,31,31,31
36,30,30,30,32
37,32,29,32,30
38,32,32,32,32
39,26,32,32,32
40,30,28,31,29
41,31,31,32,32
42,32,30,30,26
43,32,32,25,30
44,28,32,28,31
45,32,25,32,31
46,32,31,26,32
47,32,32,32,25
48,30,31,28,29
49,28,32,28,29
