,hist_dw,hist_lg
f23,0.1122816253596204,0.10522215614342503
f7,0.09141302775178053,0.08418731005902258
f26,0.06513800806688128,0.06058275847051739
f12,0.06471294073639348,0.06556964231566142
f19,0.06268716567989562,0.05322567507269901
f16,0.061741609895409943,0.051895002083574136
f24,0.05986957327293383,0.05587157579025816
f20,0.05963563214339316,0.049208892307896636
f4,0.05747944920194587,0.050520426900866715
f10,0.05340684382365975,0.04965296472641619
f31,0.05231206933821152,0.050678293604150645
f21,0.05025183807136173,0.04643880282153238
f0,0.04842027050254748,0.04971220518091016
f25,0.046567247254624744,0.04368648323450452
f17,0.04295586644512874,0.045503427270443306
f9,0.03259546015826477,0.03810585362418401
f27,0.0024914607122851792,0.0063872595456901035
f14,0.0024506263283260808,0.006181320901629966
f13,0.0024435895555507065,0.006157209138412399
f22,0.002432896688777569,0.0062537879347257085
f1,0.002427443916246459,0.006345059564928621
f6,0.002423243602836,0.0061428888063599215
f30,0.0024230139140823184,0.0062564968804108825
f2,0.0024216029787641233,0.006239674255813168
f3,0.0024152706906691887,0.006197730555487706
f8,0.002411336098758692,0.006224893999470737
f18,0.0024044279553137797,0.006145322331055965
f11,0.0023989623913086683,0.006255256504686319
f28,0.0023852600029452896,0.00635056520811344
f29,0.0023506175347749484,0.006265763321419624
f15,0.0023296082931118884,0.006234892108704002
f5,0.0023220116341964876,0.006300409337029218
