,CPU,GPU,hist_256,hist_1024
f25,0.12037330829652867,0.122212838557805,0.12494236049643703,0.11477602404278504
f19,0.07611508331035684,0.07741446538028257,0.07516635953555183,0.08028537682503709
f10,0.05327504423932362,0.05144157113058677,0.05306112345599545,0.053639910141114404
f13,0.04964563011284538,0.051592114953192575,0.047735287109594765,0.0523129790582668
f17,0.04453270591226972,0.04475117264265797,0.044351296151140265,0.043509157167902636
f1,0.04443885872570148,0.040653908104419004,0.04477847720394896,0.039351062131438644
f15,0.04183638741801551,0.042295094781825526,0.04132737733077836,0.04337368303461266
f21,0.04176169799521917,0.04294193801007996,0.04153665423142148,0.04348624347405305
f14,0.04023279243407946,0.040488246770978606,0.04120931269476613,0.04159000711156997
f0,0.037371053851617084,0.03666098972536455,0.03538161830515415,0.03830592889928426
f11,0.036656294074421586,0.034160389038045774,0.03585757909760395,0.03714773537464566
f12,0.03542694923891882,0.03650771348745568,0.03779158291827948,0.0333822626053611
f28,0.03511153618962259,0.03618133778460183,0.033625904911642884,0.034108155716395853
f23,0.034522827038093125,0.035735778780076395,0.03455968390459891,0.036957727582437566
f31,0.03449168815528896,0.03336976484327945,0.03642557178759542,0.03337426046670149
f4,0.030676485053542438,0.03117568595570418,0.02970863628165433,0.031821089284687645
f9,0.01754068712278463,0.016140801597282695,0.015783284765179286,0.015512876996710842
f7,0.01663701571690679,0.015394615300171619,0.016619489145741396,0.016936882610271774
f8,0.01629678980043661,0.017085607420164683,0.014071928317665898,0.015704552193561292
f6,0.01620345599856946,0.01457437947824445,0.015678797050527788,0.015751238763993147
f30,0.01580019595544227,0.015202060095625249,0.015610542726764128,0.016196215369921035
f27,0.01520232724511716,0.01544178479762653,0.014020292832048484,0.014520487046268002
f18,0.015043313609101477,0.014517501923632326,0.014536504590912106,0.014803385092587322
f5,0.014987824981966524,0.01594423339984036,0.014916134783205352,0.015369506989499387
f2,0.014919640707075972,0.015191319897075001,0.015034877507434066,0.015372575889643986
f29,0.01489293809620048,0.016077794093331165,0.01611663460837125,0.014015960747572545
f3,0.014840459314673676,0.014645774237331668,0.015698029840988666,0.01572725488563972
f24,0.014704560031702292,0.014035659581746997,0.015182215160730697,0.014992643102906029
f26,0.014667863796173493,0.014949701408876677,0.016604496456047863,0.014274798892024104
f16,0.01432117532836395,0.013850099518618524,0.013659139848110331,0.014478764405340282
f22,0.013803133817710823,0.015018432739156966,0.014164404316326972,0.01451525274879644
f20,0.013670276431929966,0.014347224564919324,0.01484440263378222,0.01440600134897003
