,hist_dw,hist_lg
0,0.638633,0.638633
1,0.591509,0.591509
2,0.55103,0.55103
3,0.513617,0.513617
4,0.47994,0.47994
5,0.451485,0.451485
6,0.425458,0.425458
7,0.401565,0.401565
8,0.380122,0.380122
9,0.361164,0.361164
10,0.343885,0.343885
11,0.326293,0.326293
12,0.309426,0.309426
13,0.295853,0.295853
14,0.281657,0.281657
15,0.268722,0.268722
16,0.257706,0.257706
17,0.245624,0.245624
18,0.234152,0.234152
19,0.223744,0.223744
20,0.214553,0.214553
21,0.206557,0.206557
22,0.197994,0.197994
23,0.191621,0.191621
24,0.185191,0.185191
25,0.177869,0.177869
26,0.172169,0.172169
27,0.165557,0.165557
28,0.160379,0.160379
29,0.156281,0.156281
30,0.152298,0.152298
31,0.148626,0.148626
32,0.14532,0.14532
33,0.142895,0.142895
34,0.140365,0.140365
35,0.137585,0.137585
36,0.134493,0.134493
37,0.132908,0.132908
38,0.12855,0.12855
39,0.125264,0.125264
40,0.124011,0.124011
41,0.122937,0.122937
42,0.12066,0.12066
43,0.118261,0.118261
44,0.117442,0.117442
45,0.115605,0.115605
46,0.113783,0.113783
47,0.112977,0.112977
48,0.110714,0.110714
49,0.108657,0.108657
