,CPU,GPU,hist_256,hist_1024
0,759.95082009,732.00059048,762.807106457,741.395345369
1,685.595457375,696.3293562218782,680.7610993247605,796.8671984027
2,664.7641071938,678.8567275841001,669.3741352167,613.233940676
3,724.2831072803999,729.8212935929,733.4235583000001,722.7584115940999
4,695.3010917528001,615.8612339844001,698.96708021999,691.0230701498
5,569.17799524011,683.4515952168,583.007764594006,571.8263268488
6,628.8459753269999,639.6057423594,674.9957107028999,618.3887637963477
7,646.6609246754,637.7215933985,655.75857771451,671.6515117698
8,550.9111208172001,597.9287435336,634.9732701156,634.2603684285
9,590.6742762805,644.3874655501,623.3518774826999,616.6353644944999
10,586.94751701709,574.2477341817,591.8148043947799,590.2248122300899
11,578.6616538736,607.9067445804999,625.09044866047,536.58522274348
12,528.1936214084001,501.7460633292,492.12086830442,532.2728883744401
13,492.93207091994,517.2468605720001,508.28548065957,515.2684759609001
14,509.82625757533,516.8076302032,536.8739528204001,498.1924689764
15,507.13973257375005,495.20957299157004,536.28072705679,524.05361925154
16,494.884802125742,519.67295028809,567.3980205359001,447.8613091919
17,540.1149516928,573.12081543134,509.6990478574,454.3603540156
18,559.30659616653,566.1410074952499,392.4508527854,554.21559276393
19,442.10852763405,459.35647911470994,545.3851960656999,505.31877708106003
20,385.57984376672005,412.59725901398,426.256884344059,358.1685331076
21,564.6808133485,400.7238175235,484.81045699859,550.4836580354499
22,398.87188659540004,532.71928328925,535.8340195677,314.1858687471
23,390.1524998955,309.57345277836,440.50367118323004,542.0027163745001
24,564.9400334152,438.5858243211,499.81683138098003,287.6346312274
25,533.48564363598,344.65018265071,391.171876218594,505.05180048553996
26,373.43846624534,320.2926766196,284.0434705563,332.2629988195
27,486.77835796573004,309.020168381,471.50388239988,409.0375925332
28,263.15162474479996,318.18710942132,265.24353902024,290.49044301289
29,539.9521660189499,409.61673521093996,248.85642504248,276.9157379582
30,244.8883287868203,565.1047710931,254.73999159570002,306.240486036
31,394.91154748318,394.51486190558,282.4724917042,500.9202588224
32,289.85456947499995,405.37230575750993,500.1248478643,405.84085833132
33,287.7857614006,452.79330525872,369.716897852,399.63083304202
34,222.56756021249998,321.3178198714,204.3307946305,418.33803910200004
35,200.8735367357,238.3301705847,377.92038782691,310.43969063618
36,205.5248942425,209.8123218355,244.7463067458,318.836470315488
37,348.91796604212004,452.811762858,480.28033836828,445.0022576664
38,484.2145933888,221.49283154580002,265.3468954734,224.75951211990002
39,223.06793674,213.76008360702997,254.47500632072,376.5088710693
40,254.61329485070002,327.10889636166996,184.9699738219,339.010765397448
41,461.72550774694,459.6223365043,379.84559241657996,236.67719280929998
42,247.6331516481,257.42057891829995,246.0179605493,225.9712445096
43,384.88478390411,445.4766352972,209.20663476020002,275.1038573133
44,337.45250560895,404.6886438794,254.24031438289998,306.51761606499997
45,307.65547868714,408.1361775602,396.68993091291,219.2221736848
46,218.50118588489,493.93408691036007,307.379108943884,239.79914269452001
47,270.79803897880004,277.7265692523,349.38759569496,417.10523789520005
48,242.8598099611,261.7575499638,426.306766123009,374.39366568829996
49,321.6315635082,321.4044036355,312.5449121628,327.29435398207
