,leaf_cnt,leaf_val,logloss,n_estimators,n_train,reg_alpha,reg_lambda,seed
365,153.482142857,0.0586153770859,0.256907475795,224,20000,0.16,0.0,235
366,156.571428571,0.0586112214401,0.257227940369,224,20000,0.16,0.0,236
367,152.946428571,0.0586364664157,0.257137772908,224,20000,0.16,0.0,237
368,160.518867925,0.0510191624337,0.257554093387,212,20000,0.32,0.0,234
369,160.683962264,0.0513668820274,0.256645329725,212,20000,0.32,0.0,235
370,164.028301887,0.0512450513925,0.256590459511,212,20000,0.32,0.0,236
371,160.655660377,0.0512524072648,0.254921429337,212,20000,0.32,0.0,237
372,177.331914894,0.0369876178007,0.252116833544,235,20000,0.64,0.0,234
373,175.10212766,0.037269585201,0.254524508389,235,20000,0.64,0.0,235
374,175.859574468,0.0371506269847,0.25562380417,235,20000,0.64,0.0,236
375,179.876595745,0.0369088219578,0.252585912163,235,20000,0.64,0.0,237
376,192.075697211,0.0240224995863,0.253684910716,251,20000,1.28,0.0,234
377,187.784860558,0.0241181422378,0.255105303091,251,20000,1.28,0.0,235
378,192.589641434,0.0238350875054,0.254495444613,251,20000,1.28,0.0,236
379,186.988047809,0.0242012933857,0.255291567239,251,20000,1.28,0.0,237
380,174.211072664,0.0141827414632,0.256092520645,289,20000,2.56,0.0,234
381,173.193771626,0.0141013030321,0.257906254103,289,20000,2.56,0.0,235
382,173.75432526,0.0141718514229,0.257789984358,289,20000,2.56,0.0,236
383,173.401384083,0.0142729624583,0.257478721831,289,20000,2.56,0.0,237
384,109.914512922,0.00665706237597,0.264039550066,503,20000,5.12,0.0,234
385,110.003976143,0.00666349700117,0.263877515278,503,20000,5.12,0.0,235
386,109.992047714,0.00665286099579,0.264383626109,503,20000,5.12,0.0,236
387,110.061630219,0.00668773072628,0.264850601846,503,20000,5.12,0.0,237
388,145.295081967,0.0545213145617,0.25772643188,244,20000,0.0,0.4,234
389,144.155737705,0.0550637555105,0.259358730538,244,20000,0.0,0.4,235
390,146.737704918,0.0544151981801,0.258530679355,244,20000,0.0,0.4,236
391,144.540983607,0.0545975497829,0.255998367494,244,20000,0.0,0.4,237
392,149.955102041,0.0466498623207,0.258239645024,245,20000,0.0,0.8,234
393,150.783673469,0.0466572665692,0.258209236213,245,20000,0.0,0.8,235
394,152.591836735,0.0465339313959,0.260738333238,245,20000,0.0,0.8,236
395,147.636734694,0.0471016945491,0.259126085796,245,20000,0.0,0.8,237
396,150.973076923,0.0376404971616,0.257069388408,260,20000,0.0,1.6,234
397,152.611538462,0.0374674092857,0.257609591369,260,20000,0.0,1.6,235
398,153.057692308,0.0375092094476,0.257125347961,260,20000,0.0,1.6,236
399,152.123076923,0.0374116371793,0.256976851461,260,20000,0.0,1.6,237
400,155.981308411,0.0269319121058,0.255734339492,321,20000,0.0,3.2,234
401,158.738317757,0.0270524968855,0.256956993362,321,20000,0.0,3.2,235
402,160.747663551,0.0269015174082,0.255705726141,321,20000,0.0,3.2,236
403,157.242990654,0.0269505894354,0.255967764444,321,20000,0.0,3.2,237
404,168.099737533,0.0185894247241,0.255533327879,381,20000,0.0,6.4,234
405,168.727034121,0.0186847045332,0.256373827193,381,20000,0.0,6.4,235
406,170.254593176,0.0185109224745,0.256310849253,381,20000,0.0,6.4,236
407,170.435695538,0.0185601464117,0.255384603759,381,20000,0.0,6.4,237
408,182.866828087,0.0128955898431,0.259633666319,413,20000,0.0,12.8,234
409,184.93220339,0.0128799520116,0.25901223287,413,20000,0.0,12.8,235
410,184.610169492,0.0128401329619,0.25967130941,413,20000,0.0,12.8,236
411,187.053268765,0.0128204927224,0.257511814046,413,20000,0.0,12.8,237
412,199.985533454,0.00783859061534,0.258899588981,553,20000,0.0,25.6,234
413,198.911392405,0.007852438826,0.26024027156,553,20000,0.0,25.6,235
414,199.540687161,0.00782935448428,0.259915555993,553,20000,0.0,25.6,236
415,200.471971067,0.00777816670316,0.258231969078,553,20000,0.0,25.6,237
416,209.072229141,0.00449712368404,0.260869208138,803,20000,0.0,51.2,234
417,207.616438356,0.00452174925733,0.26255313812,803,20000,0.0,51.2,235
418,209.00871731,0.00448880806251,0.261408637434,803,20000,0.0,51.2,236
419,207.460772105,0.00453292416412,0.260990478184,803,20000,0.0,51.2,237
420,142.151291513,0.0598040182023,0.257388879031,271,20000,0.08,0.0,234
421,141.878228782,0.0603259946665,0.25738934073,271,20000,0.08,0.0,235
422,144.767527675,0.0598002247798,0.260968223214,271,20000,0.08,0.0,236
423,142.442804428,0.0599355657828,0.257704583829,271,20000,0.08,0.0,237
424,153.231111111,0.058365320762,0.260736614486,225,20000,0.16,0.0,234
425,152.813333333,0.0584558451763,0.259690705431,225,20000,0.16,0.0,235
426,154.368888889,0.0580046119867,0.258836591278,225,20000,0.16,0.0,236
427,157.626666667,0.058298237296,0.256331438064,225,20000,0.16,0.0,237
428,159.56097561,0.0474169813895,0.256556131751,246,20000,0.32,0.0,234
429,159.162601626,0.0475105877412,0.254775038329,246,20000,0.32,0.0,235
430,161.199186992,0.0471534739036,0.255682590791,246,20000,0.32,0.0,236
431,159.073170732,0.0475581003478,0.254328869331,246,20000,0.32,0.0,237
432,178.038461538,0.0343387810562,0.255084256391,260,20000,0.64,0.0,234
433,174.061538462,0.0348675898726,0.25367065207,260,20000,0.64,0.0,235
434,178.719230769,0.0343906928388,0.255944682684,260,20000,0.64,0.0,236
435,176.280769231,0.034803217104,0.255667999498,260,20000,0.64,0.0,237
436,186.273049645,0.0220568538515,0.254991434925,282,20000,1.28,0.0,234
437,185.397163121,0.0220223399138,0.254241002753,282,20000,1.28,0.0,235
438,186.996453901,0.0220859923571,0.255617884086,282,20000,1.28,0.0,236
439,187.29787234,0.0219202894225,0.253405818516,282,20000,1.28,0.0,237
440,161.434173669,0.0121884041979,0.25815392452,357,20000,2.56,0.0,234
441,161.753501401,0.0121733230724,0.257956572917,357,20000,2.56,0.0,235
442,161.893557423,0.0121330498752,0.257317790028,357,20000,2.56,0.0,236
443,161.56302521,0.0121660712621,0.258125121281,357,20000,2.56,0.0,237
444,100.728499157,0.00600511262404,0.265342272752,593,20000,5.12,0.0,234
445,100.453625632,0.00597235783992,0.265508210955,593,20000,5.12,0.0,235
446,100.291736931,0.00601479876422,0.265642284228,593,20000,5.12,0.0,236
447,100.785834739,0.00599991239623,0.266093939749,593,20000,5.12,0.0,237
448,140.865724382,0.05191971212,0.258626843575,283,20000,0.0,0.4,234
449,141.855123675,0.0517145772131,0.260955279154,283,20000,0.0,0.4,235
450,144.077738516,0.0515043068416,0.259584357499,283,20000,0.0,0.4,236
451,142.028268551,0.0517504217037,0.258332455728,283,20000,0.0,0.4,237
452,143.698924731,0.0445439468193,0.25724518855,279,20000,0.0,0.8,234
453,145.634408602,0.0447808235581,0.256610317309,279,20000,0.0,0.8,235
454,146.508960573,0.0444637928175,0.258725604175,279,20000,0.0,0.8,236
455,143.974910394,0.0448718302087,0.256951967374,279,20000,0.0,0.8,237
456,143.833810888,0.033614591024,0.254862387535,349,20000,0.0,1.6,234
457,148.979942693,0.0333619885319,0.256306655656,349,20000,0.0,1.6,235
458,147.323782235,0.0333812627807,0.25603878081,349,20000,0.0,1.6,236
459,148.633237822,0.0330402239321,0.255236442853,349,20000,0.0,1.6,237
460,154.936339523,0.0250226399758,0.256925936448,377,20000,0.0,3.2,234
461,156.145888594,0.0251185901978,0.256498147202,377,20000,0.0,3.2,235
462,157.482758621,0.0248825909391,0.257109909536,377,20000,0.0,3.2,236
463,154.461538462,0.024988037637,0.255639295094,377,20000,0.0,3.2,237
464,168.605633803,0.0175344649692,0.255877902261,426,20000,0.0,6.4,234
465,169.29342723,0.0176211529009,0.257723497801,426,20000,0.0,6.4,235
466,167.525821596,0.0175651737187,0.258454986495,426,20000,0.0,6.4,236
467,169.661971831,0.0175086421131,0.25655089702,426,20000,0.0,6.4,237
468,184.212177122,0.0111213808682,0.258132137147,542,20000,0.0,12.8,234
469,181.776752768,0.0112870751194,0.25764579669,542,20000,0.0,12.8,235
470,182.086715867,0.0112475055733,0.257116644976,542,20000,0.0,12.8,236
471,184.479704797,0.0111567633334,0.257111310339,542,20000,0.0,12.8,237
472,197.672782875,0.00712068955783,0.258652426031,654,20000,0.0,25.6,234
473,197.906727829,0.00712793117679,0.259575673096,654,20000,0.0,25.6,235
474,197.048929664,0.00714659321428,0.26013703483,654,20000,0.0,25.6,236
475,197.883792049,0.00713714514443,0.260123177512,654,20000,0.0,25.6,237
476,204.066666667,0.00427872395452,0.262488926313,885,20000,0.0,51.2,234
477,206.639548023,0.00425699355993,0.262351149527,885,20000,0.0,51.2,235
478,205.633898305,0.00425285157684,0.261915075734,885,20000,0.0,51.2,236
479,206.436158192,0.00425496200621,0.262931154118,885,20000,0.0,51.2,237
480,159.52238806,0.0658123844435,0.254877244901,201,20000,0.08,0.0,234
481,160.15920398,0.0659498364495,0.252726101575,201,20000,0.08,0.0,235
482,156.820895522,0.0661135138249,0.255243829365,201,20000,0.08,0.0,236
483,156.895522388,0.065956346352,0.253649223688,201,20000,0.08,0.0,237
484,147.942965779,0.0549072065189,0.252324282738,263,20000,0.16,0.0,234
485,149.627376426,0.0550555793234,0.252662932828,263,20000,0.16,0.0,235
486,150.790874525,0.0546622533153,0.251263116621,263,20000,0.16,0.0,236
487,152.155893536,0.054030605908,0.250869177683,263,20000,0.16,0.0,237
488,165.879396985,0.0521227860713,0.254097803022,199,20000,0.32,0.0,234
489,170.638190955,0.0516441717619,0.253329666614,199,20000,0.32,0.0,235
490,167.407035176,0.0516963072268,0.253390754404,199,20000,0.32,0.0,236
491,169.537688442,0.0514781617915,0.252892626785,199,20000,0.32,0.0,237
492,178.995744681,0.0367301721886,0.249143050366,235,20000,0.64,0.0,234
493,178.731914894,0.0367284015857,0.248027601666,235,20000,0.64,0.0,235
494,180.4,0.0363568247756,0.248253184095,235,20000,0.64,0.0,236
495,179.493617021,0.0361903647224,0.248733977501,235,20000,0.64,0.0,237
496,192.043103448,0.0251345703469,0.250700076794,232,20000,1.28,0.0,234
497,196.827586207,0.0249227754456,0.250561504737,232,20000,1.28,0.0,235
498,192.931034483,0.024913207596,0.248606220486,232,20000,1.28,0.0,236
499,196.129310345,0.0245170420112,0.248497832786,232,20000,1.28,0.0,237
500,163.949101796,0.0129813907789,0.253193690111,334,20000,2.56,0.0,234
501,166.299401198,0.0126973529099,0.254463338619,334,20000,2.56,0.0,235
502,165.179640719,0.0127756584233,0.252091008843,334,20000,2.56,0.0,236
503,165.422155689,0.012768238374,0.25132536195,334,20000,2.56,0.0,237
504,108.710116732,0.00667370795602,0.259819551935,514,20000,5.12,0.0,234
505,108.974708171,0.00656782718454,0.261145143283,514,20000,5.12,0.0,235
506,108.803501946,0.00656111500475,0.260609103788,514,20000,5.12,0.0,236
507,108.352140078,0.00660149011537,0.260184558512,514,20000,5.12,0.0,237
508,150.37826087,0.0550012317731,0.255342352745,230,20000,0.0,0.4,234
509,153.617391304,0.0553506613379,0.253895146744,230,20000,0.0,0.4,235
510,149.417391304,0.0548841843423,0.253264900902,230,20000,0.0,0.4,236
511,153.395652174,0.0546331771604,0.253114485422,230,20000,0.0,0.4,237
512,152.860759494,0.04704294731,0.252312727817,237,20000,0.0,0.8,234
513,155.147679325,0.0465826736992,0.253968328964,237,20000,0.0,0.8,235
514,152.759493671,0.0467565294835,0.25679855134,237,20000,0.0,0.8,236
515,154.641350211,0.0465354292737,0.25313859842,237,20000,0.0,0.8,237
516,150.189368771,0.0354126061566,0.252775082989,301,20000,0.0,1.6,234
517,154.272425249,0.0350297633605,0.249490256632,301,20000,0.0,1.6,235
518,151.491694352,0.0352593524122,0.250831151254,301,20000,0.0,1.6,236
519,151.926910299,0.0349588958993,0.251376146178,301,20000,0.0,1.6,237
520,159.644230769,0.0268012754146,0.252420872863,312,20000,0.0,3.2,234
521,161.695512821,0.0268131019232,0.252023195114,312,20000,0.0,3.2,235
522,159.865384615,0.0270721270299,0.252691505345,312,20000,0.0,3.2,236
523,162.823717949,0.0269100221288,0.250939857738,312,20000,0.0,3.2,237
524,171.580645161,0.0178355197569,0.250234207497,403,20000,0.0,6.4,234
525,169.392059553,0.0179283854107,0.251017916105,403,20000,0.0,6.4,235
526,168.848635236,0.0180055824543,0.250764183248,403,20000,0.0,6.4,236
527,172.709677419,0.0178404798242,0.249988889599,403,20000,0.0,6.4,237
528,186.988610478,0.0123524775669,0.252275794687,439,20000,0.0,12.8,234
529,188.302961276,0.0122942859918,0.252982034403,439,20000,0.0,12.8,235
530,187.503416856,0.0123135485928,0.252662633598,439,20000,0.0,12.8,236
531,187.758542141,0.012277181771,0.251601190016,439,20000,0.0,12.8,237
532,201.290976059,0.00783927537522,0.254534863035,543,20000,0.0,25.6,234
533,203.670349908,0.00776220991809,0.254432598971,543,20000,0.0,25.6,235
534,203.191528545,0.00776303877119,0.25582781339,543,20000,0.0,25.6,236
535,202.408839779,0.00774828460218,0.25560492272,543,20000,0.0,25.6,237
536,205.627962085,0.00437829383635,0.256188540258,844,20000,0.0,51.2,234
537,206.783175355,0.00438290648073,0.256752218617,844,20000,0.0,51.2,235
538,206.789099526,0.00438474920337,0.257264260447,844,20000,0.0,51.2,236
539,206.8992891,0.0043700993508,0.255915494735,844,20000,0.0,51.2,237
540,158.96039604,0.0659801823436,0.256398925761,202,20000,0.08,0.0,234
541,156.381188119,0.0657967344657,0.254049876343,202,20000,0.08,0.0,235
542,155.574257426,0.0662368003597,0.25425213602,202,20000,0.08,0.0,236
543,154.900990099,0.0662603237108,0.253601314,202,20000,0.08,0.0,237
544,156.414414414,0.0583147201575,0.253374843162,222,20000,0.16,0.0,234
545,158.702702703,0.0583753449115,0.252173688757,222,20000,0.16,0.0,235
546,153.436936937,0.0590013110535,0.255218197591,222,20000,0.16,0.0,236
547,156.95045045,0.0587478651494,0.251545063574,222,20000,0.16,0.0,237
548,167.151219512,0.0512351804209,0.253152311435,205,20000,0.32,0.0,234
549,165.556097561,0.0510429535719,0.252939678738,205,20000,0.32,0.0,235
550,166.624390244,0.0513684473449,0.252566045381,205,20000,0.32,0.0,236
551,163.087804878,0.0517521498233,0.253044464183,205,20000,0.32,0.0,237
552,181.190697674,0.0386166336587,0.250827743572,215,20000,0.64,0.0,234
553,181.874418605,0.0383023733231,0.250903100033,215,20000,0.64,0.0,235
554,179.027906977,0.0385963174252,0.249934368447,215,20000,0.64,0.0,236
555,177.23255814,0.0389554409999,0.252990345992,215,20000,0.64,0.0,237
556,196.580912863,0.0243205481119,0.25099540938,241,20000,1.28,0.0,234
557,192.053941909,0.0244640215679,0.250908671747,241,20000,1.28,0.0,235
558,189.871369295,0.0246275349789,0.252139556298,241,20000,1.28,0.0,236
559,193.390041494,0.0244453022364,0.25165692227,241,20000,1.28,0.0,237
560,166.615384615,0.0130692983519,0.253770712612,325,20000,2.56,0.0,234
561,166.421538462,0.0131374471497,0.253932486072,325,20000,2.56,0.0,235
562,167.513846154,0.0130559837139,0.255937832356,325,20000,2.56,0.0,236
563,167.396923077,0.0131310913764,0.255225841098,325,20000,2.56,0.0,237
564,101.086148649,0.00611575357041,0.26058928067,592,20000,5.12,0.0,234
565,101.459459459,0.00609067472501,0.261390645924,592,20000,5.12,0.0,235
566,100.925675676,0.00607467917297,0.261485113609,592,20000,5.12,0.0,236
567,100.886824324,0.00609151010886,0.262597677436,592,20000,5.12,0.0,237
568,151.846846847,0.0555221394289,0.256804464566,222,20000,0.0,0.4,234
569,151.211711712,0.0557841067905,0.256766411256,222,20000,0.0,0.4,235
570,152.396396396,0.0558648941084,0.256873505294,222,20000,0.0,0.4,236
571,149.617117117,0.0562122080447,0.255965032438,222,20000,0.0,0.4,237
572,147.268292683,0.0466718343125,0.254171431215,246,20000,0.0,0.8,234
573,148.727642276,0.0464784467625,0.255118925857,246,20000,0.0,0.8,235
574,152.170731707,0.046449091454,0.253073269617,246,20000,0.0,0.8,236
575,148.853658537,0.0468870314105,0.254425019854,246,20000,0.0,0.8,237
576,155.177777778,0.0366984789092,0.252440889492,270,20000,0.0,1.6,234
577,153.155555556,0.0370679261245,0.253168712099,270,20000,0.0,1.6,235
578,154.666666667,0.0368314975774,0.251972530926,270,20000,0.0,1.6,236
579,154.092592593,0.0367077510758,0.254030546269,270,20000,0.0,1.6,237
580,160.079646018,0.0261663526139,0.250546180406,339,20000,0.0,3.2,234
581,159.510324484,0.0262222270895,0.251387520718,339,20000,0.0,3.2,235
582,160.356932153,0.0261132394255,0.252407110636,339,20000,0.0,3.2,236
583,161.646017699,0.0262255132053,0.252468426548,339,20000,0.0,3.2,237
584,171.40599455,0.0187337309704,0.254278013038,367,20000,0.0,6.4,234
585,173.182561308,0.0186960460231,0.25177417118,367,20000,0.0,6.4,235
586,172.209809264,0.0187130293661,0.252469799405,367,20000,0.0,6.4,236
587,171.983651226,0.0187970598318,0.253453330859,367,20000,0.0,6.4,237
588,185.823798627,0.0124203930704,0.256569036616,437,20000,0.0,12.8,234
589,186.901601831,0.0124110314857,0.255861430467,437,20000,0.0,12.8,235
590,187.970251716,0.012403009099,0.254694017251,437,20000,0.0,12.8,236
591,187.919908467,0.012398411133,0.254180822919,437,20000,0.0,12.8,237
592,199.576923077,0.00769410591854,0.256790795829,572,20000,0.0,25.6,234
593,200.064685315,0.00767098146081,0.25494695443,572,20000,0.0,25.6,235
594,200.972027972,0.00768089461373,0.255401011552,572,20000,0.0,25.6,236
595,198.903846154,0.00768990437322,0.256814842148,572,20000,0.0,25.6,237
596,210.986431479,0.00467115266176,0.260528980338,737,20000,0.0,51.2,234
597,211.685210312,0.00464852095523,0.259410645684,737,20000,0.0,51.2,235
598,210.256445047,0.0046867698107,0.258922893168,737,20000,0.0,51.2,236
599,208.613297151,0.00467868437469,0.259852253918,737,20000,0.0,51.2,237
