,leaf_cnt,leaf_val,logloss,n_estimators,n_train,reg_alpha,reg_lambda,seed
107,142.58203125,0.0185358908218,0.31693308313,256,10000,0.0,6.4,237
108,152.07079646,0.0116459449018,0.318554199369,339,10000,0.0,12.8,234
109,148.587020649,0.011743586447,0.316387443316,339,10000,0.0,12.8,235
110,151.861356932,0.0116869000756,0.317189568257,339,10000,0.0,12.8,236
111,151.014749263,0.0116451983067,0.31951416778,339,10000,0.0,12.8,237
112,159.822751323,0.00772781394301,0.318955509907,378,10000,0.0,25.6,234
113,159.243386243,0.00771610150415,0.320522392785,378,10000,0.0,25.6,235
114,161.470899471,0.00765737660563,0.320443211785,378,10000,0.0,25.6,236
115,160.947089947,0.00766820361913,0.320624946986,378,10000,0.0,25.6,237
116,158.669367909,0.00425776731867,0.323431599938,617,10000,0.0,51.2,234
117,158.137763371,0.00427033761392,0.322285238231,617,10000,0.0,51.2,235
118,157.497568882,0.00425552429691,0.321564731449,617,10000,0.0,51.2,236
119,158.220421394,0.00424804589921,0.323619969157,617,10000,0.0,51.2,237
120,132.713043478,0.0721377271398,0.323313962307,115,10000,0.08,0.0,234
121,131.817391304,0.0713262733353,0.32376582481,115,10000,0.08,0.0,235
122,132.852173913,0.0715822478368,0.323651257634,115,10000,0.08,0.0,236
123,133.843478261,0.07166044945,0.323916161523,115,10000,0.08,0.0,237
124,133.024390244,0.0651868262741,0.317581351174,123,10000,0.16,0.0,234
125,132.658536585,0.0651197900548,0.320749295856,123,10000,0.16,0.0,235
126,133.430894309,0.064593877056,0.322251513757,123,10000,0.16,0.0,236
127,134.585365854,0.0645550442333,0.320131537005,123,10000,0.16,0.0,237
128,134.694214876,0.0567518506859,0.320677618015,121,10000,0.32,0.0,234
129,138.628099174,0.0563635432405,0.321578291744,121,10000,0.32,0.0,235
130,142.950413223,0.0555292184053,0.319858550868,121,10000,0.32,0.0,236
131,138.41322314,0.0561644574604,0.318843584489,121,10000,0.32,0.0,237
132,148.887096774,0.0432694037676,0.319122897563,124,10000,0.64,0.0,234
133,154.548387097,0.0426021225687,0.318620043591,124,10000,0.64,0.0,235
134,152.580645161,0.042414742538,0.319860478092,124,10000,0.64,0.0,236
135,152.330645161,0.0426990208424,0.318919057463,124,10000,0.64,0.0,237
136,162.512820513,0.0299483554765,0.31994043297,117,10000,1.28,0.0,234
137,171.914529915,0.0296689324726,0.316414941984,117,10000,1.28,0.0,235
138,168.863247863,0.0295595414598,0.317886559466,117,10000,1.28,0.0,236
139,168.726495726,0.0297165917702,0.319067436783,117,10000,1.28,0.0,237
140,145.636904762,0.0160560406576,0.318656126373,168,10000,2.56,0.0,234
141,145.470238095,0.0158948221636,0.320517592275,168,10000,2.56,0.0,235
142,145.767857143,0.0158353555106,0.31839124491,168,10000,2.56,0.0,236
143,146.821428571,0.0157703739747,0.320466504135,168,10000,2.56,0.0,237
144,92.4270462633,0.0079998871631,0.328203603773,281,10000,5.12,0.0,234
145,94.6761565836,0.00787095121914,0.328004114366,281,10000,5.12,0.0,235
146,93.665480427,0.00781772371179,0.327146823808,281,10000,5.12,0.0,236
147,92.9252669039,0.00783825263906,0.327929659858,281,10000,5.12,0.0,237
148,129.455223881,0.0597422520422,0.318400686908,134,10000,0.0,0.4,234
149,124.731343284,0.0591533589499,0.317901667318,134,10000,0.0,0.4,235
150,126.104477612,0.0596976755519,0.323473587169,134,10000,0.0,0.4,236
151,128.992537313,0.0589194973317,0.317811815207,134,10000,0.0,0.4,237
152,126.529411765,0.0491718371183,0.318443022366,153,10000,0.0,0.8,234
153,124.496732026,0.0491951751775,0.317055189174,153,10000,0.0,0.8,235
154,125.254901961,0.049144485948,0.320950543975,153,10000,0.0,0.8,236
155,129.274509804,0.0488333746294,0.317696759215,153,10000,0.0,0.8,237
156,132.682926829,0.0388044879553,0.317517361543,164,10000,0.0,1.6,234
157,128.853658537,0.0389365017229,0.3187373025,164,10000,0.0,1.6,235
158,131.841463415,0.038557469937,0.31968211389,164,10000,0.0,1.6,236
159,129.609756098,0.0388387897126,0.316448530041,164,10000,0.0,1.6,237
160,134.743455497,0.0286156654064,0.318859412292,191,10000,0.0,3.2,234
161,135.958115183,0.0283998353008,0.316133733176,191,10000,0.0,3.2,235
162,135.277486911,0.0283909490361,0.317768740136,191,10000,0.0,3.2,236
163,137.35078534,0.0282886822096,0.31780011704,191,10000,0.0,3.2,237
164,145.585365854,0.0203744351904,0.319146736601,205,10000,0.0,6.4,234
165,146.224390244,0.0202002747133,0.318236552631,205,10000,0.0,6.4,235
166,147.117073171,0.0202204169139,0.316774190536,205,10000,0.0,6.4,236
167,145.073170732,0.0202699520706,0.318515660617,205,10000,0.0,6.4,237
168,158.179166667,0.0134313645087,0.319676110008,240,10000,0.0,12.8,234
169,156.0375,0.0134598883949,0.320130281279,240,10000,0.0,12.8,235
170,157.745833333,0.0134050326613,0.319927526823,240,10000,0.0,12.8,236
171,157.4375,0.0134583554801,0.321654502783,240,10000,0.0,12.8,237
172,158.766129032,0.00784970054477,0.318982876456,372,10000,0.0,25.6,234
173,160.844086022,0.00780699331197,0.319047315457,372,10000,0.0,25.6,235
174,160.951612903,0.00777906324911,0.321103153422,372,10000,0.0,25.6,236
175,160.905913978,0.00782322891684,0.32143200769,372,10000,0.0,25.6,237
176,160.285178236,0.00458036360656,0.323938737177,533,10000,0.0,51.2,234
177,161.260787992,0.0045585376533,0.32296639769,533,10000,0.0,51.2,235
178,161.634146341,0.00455304259931,0.322706179529,533,10000,0.0,51.2,236
179,162.273921201,0.00453955521111,0.323531613568,533,10000,0.0,51.2,237
180,140.644859813,0.0723405980282,0.327226126882,107,10000,0.08,0.0,234
181,137.392523364,0.0729025066161,0.327633929501,107,10000,0.08,0.0,235
182,140.719626168,0.071823777351,0.325033735509,107,10000,0.08,0.0,236
183,136.476635514,0.0726450748269,0.327883042578,107,10000,0.08,0.0,237
184,141.875,0.0673931984507,0.325918768229,104,10000,0.16,0.0,234
185,143.298076923,0.0669980247227,0.326564885373,104,10000,0.16,0.0,235
186,141.653846154,0.0676104092278,0.325413596624,104,10000,0.16,0.0,236
187,144.644230769,0.0674158253515,0.32426554097,104,10000,0.16,0.0,237
188,149.082474227,0.0592365173946,0.323470321735,97,10000,0.32,0.0,234
189,151.618556701,0.0595948903419,0.324962348432,97,10000,0.32,0.0,235
190,147.505154639,0.0586977974361,0.326149491229,97,10000,0.32,0.0,236
191,145.608247423,0.0595791144192,0.324489319246,97,10000,0.32,0.0,237
192,153.95412844,0.045093831416,0.322096016867,109,10000,0.64,0.0,234
193,163.275229358,0.0440507500046,0.324606463824,109,10000,0.64,0.0,235
194,155.04587156,0.0447755404124,0.326190174761,109,10000,0.64,0.0,236
195,156.146788991,0.0452322077539,0.324048463991,109,10000,0.64,0.0,237
196,162.641221374,0.0280320799775,0.321655136145,131,10000,1.28,0.0,234
197,166.740458015,0.0278837185382,0.322535890476,131,10000,1.28,0.0,235
198,164.954198473,0.0279327915001,0.321849722449,131,10000,1.28,0.0,236
199,165.816793893,0.0282459497871,0.320704370155,131,10000,1.28,0.0,237
200,140.732620321,0.0150120006962,0.323533017105,187,10000,2.56,0.0,234
201,142.598930481,0.0148933806443,0.32404396469,187,10000,2.56,0.0,235
202,143.197860963,0.0149523229137,0.32401009519,187,10000,2.56,0.0,236
203,140.572192513,0.0149274104181,0.323068084881,187,10000,2.56,0.0,237
204,94.1824817518,0.00804065553195,0.330190424604,274,10000,5.12,0.0,234
205,95.6605839416,0.00798102568026,0.330941925935,274,10000,5.12,0.0,235
206,94.0474452555,0.00801668228118,0.330461392202,274,10000,5.12,0.0,236
207,95.0583941606,0.00807971802221,0.33051101998,274,10000,5.12,0.0,237
208,138.212389381,0.0613374178661,0.326491422998,113,10000,0.0,0.4,234
209,139.398230088,0.0614061246127,0.326727832517,113,10000,0.0,0.4,235
210,137.469026549,0.0610469441925,0.323822040644,113,10000,0.0,0.4,236
211,137.504424779,0.0614262219597,0.326333581414,113,10000,0.0,0.4,237
212,128.642335766,0.0501825009148,0.327209842665,137,10000,0.0,0.8,234
213,137.788321168,0.0499595213388,0.32412232063,137,10000,0.0,0.8,235
214,130.01459854,0.0500603465398,0.32147746317,137,10000,0.0,0.8,236
215,130.343065693,0.0505903360595,0.323530161506,137,10000,0.0,0.8,237
216,136.376923077,0.0413758357875,0.325842101136,130,10000,0.0,1.6,234
217,142.038461538,0.0410968208705,0.321367102038,130,10000,0.0,1.6,235
218,141.138461538,0.0410830273118,0.3231082366,130,10000,0.0,1.6,236
219,136.7,0.0411723779307,0.32774181117,130,10000,0.0,1.6,237
220,141.955696203,0.0299639040889,0.321657137045,158,10000,0.0,3.2,234
221,144.537974684,0.0299005291815,0.321069925726,158,10000,0.0,3.2,235
222,145.056962025,0.0297782762185,0.321692938444,158,10000,0.0,3.2,236
223,141.291139241,0.0299176013914,0.322135991192,158,10000,0.0,3.2,237
224,147.921568627,0.0202606528602,0.322695652796,204,10000,0.0,6.4,234
225,147.745098039,0.0202451861344,0.321752315902,204,10000,0.0,6.4,235
226,146.960784314,0.0201482342582,0.322363886443,204,10000,0.0,6.4,236
227,149.31372549,0.0202461120149,0.321938032836,204,10000,0.0,6.4,237
228,158.921487603,0.0133602127309,0.322216344254,242,10000,0.0,12.8,234
229,158.231404959,0.013417282653,0.321558499705,242,10000,0.0,12.8,235
230,159.785123967,0.0133742163201,0.321481738574,242,10000,0.0,12.8,236
231,160.962809917,0.0133722481716,0.323318645765,242,10000,0.0,12.8,237
232,163.834862385,0.00820015466164,0.324437459522,327,10000,0.0,25.6,234
233,165.076452599,0.00816025384444,0.324297291504,327,10000,0.0,25.6,235
234,163.645259939,0.00820971953469,0.32504989912,327,10000,0.0,25.6,236
235,165.960244648,0.00818761973742,0.324425785583,327,10000,0.0,25.6,237
236,162.506641366,0.00457349032933,0.325255034952,527,10000,0.0,51.2,234
237,162.772296015,0.00458120323131,0.326184073443,527,10000,0.0,51.2,235
238,161.193548387,0.00460426239352,0.325280697207,527,10000,0.0,51.2,236
239,162.768500949,0.00458572185964,0.326361507565,527,10000,0.0,51.2,237
240,126.089655172,0.0669551024876,0.330890273845,145,10000,0.08,0.0,234
241,126.986206897,0.0663777668047,0.326123167461,145,10000,0.08,0.0,235
242,125.675862069,0.0670215724237,0.327844205856,145,10000,0.08,0.0,236
243,126.04137931,0.0668217108189,0.324070962924,145,10000,0.08,0.0,237
244,125.790849673,0.0606366120901,0.326163756503,153,10000,0.16,0.0,234
245,127.725490196,0.0596099335307,0.324915853247,153,10000,0.16,0.0,235
246,126.843137255,0.0601361135511,0.323280443543,153,10000,0.16,0.0,236
247,127.065359477,0.0597640212047,0.323956447881,153,10000,0.16,0.0,237
248,135.116438356,0.0517585534996,0.325408757913,146,10000,0.32,0.0,234
249,132.205479452,0.0520933434625,0.324430327578,146,10000,0.32,0.0,235
250,133.089041096,0.0517104722545,0.32582545169,146,10000,0.32,0.0,236
251,132.253424658,0.0520131559159,0.323312467193,146,10000,0.32,0.0,237
252,143.824675325,0.0388299799926,0.325643342902,154,10000,0.64,0.0,234
253,147.811688312,0.0380748444381,0.323843682271,154,10000,0.64,0.0,235
254,144.681818182,0.0385300183227,0.322498587209,154,10000,0.64,0.0,236
255,144.103896104,0.0385881057309,0.322737872852,154,10000,0.64,0.0,237
256,152.402298851,0.024152938676,0.324808532925,174,10000,1.28,0.0,234
257,151.798850575,0.0242928787904,0.324231839497,174,10000,1.28,0.0,235
258,151.517241379,0.0243415831136,0.321651812457,174,10000,1.28,0.0,236
259,153.034482759,0.0241573152923,0.321188807283,174,10000,1.28,0.0,237
260,133.366197183,0.0137058225254,0.32449021647,213,10000,2.56,0.0,234
261,133.286384977,0.0137506389371,0.325506097699,213,10000,2.56,0.0,235
262,132.478873239,0.0137924444111,0.327088171592,213,10000,2.56,0.0,236
263,132.431924883,0.0138827893118,0.325832356692,213,10000,2.56,0.0,237
264,80.9159891599,0.00676414035814,0.332946797432,369,10000,5.12,0.0,234
265,80.7859078591,0.00675473670888,0.330495758036,369,10000,5.12,0.0,235
266,81.0162601626,0.00671683714064,0.331699929435,369,10000,5.12,0.0,236
267,80.6070460705,0.00675055498637,0.332689634118,369,10000,5.12,0.0,237
268,124.972789116,0.0572058538027,0.324901730026,147,10000,0.0,0.4,234
269,126.619047619,0.0575756422626,0.323536536003,147,10000,0.0,0.4,235
270,126.142857143,0.0571944444707,0.323799487689,147,10000,0.0,0.4,236
271,124.278911565,0.057416728133,0.324084778738,147,10000,0.0,0.4,237
272,128.567901235,0.0473198870313,0.326474872511,162,10000,0.0,0.8,234
273,124.555555556,0.0481221049696,0.324287332248,162,10000,0.0,0.8,235
274,126.932098765,0.0479730178348,0.324877353969,162,10000,0.0,0.8,236
275,122.641975309,0.0479731573732,0.323573811103,162,10000,0.0,0.8,237
276,127.897727273,0.0376643074022,0.323895123813,176,10000,0.0,1.6,234
277,127.556818182,0.0379279413926,0.324350308635,176,10000,0.0,1.6,235
278,128.448863636,0.0377079332304,0.32177337036,176,10000,0.0,1.6,236
279,127.068181818,0.0379307381095,0.323504421366,176,10000,0.0,1.6,237
280,133.719457014,0.0265782878377,0.3255990194,221,10000,0.0,3.2,234
281,132.475113122,0.0267939685378,0.322360309185,221,10000,0.0,3.2,235
282,132.095022624,0.0267057384739,0.321506803531,221,10000,0.0,3.2,236
283,132.683257919,0.0268697110291,0.322432222397,221,10000,0.0,3.2,237
284,141.903225806,0.0188642633691,0.324335640565,248,10000,0.0,6.4,234
285,141.927419355,0.0187457554111,0.324069364671,248,10000,0.0,6.4,235
286,141.427419355,0.0188425670776,0.323127134645,248,10000,0.0,6.4,236
287,141.02016129,0.0190038655938,0.324855892246,248,10000,0.0,6.4,237
288,148.360230548,0.0116352388733,0.324997704487,347,10000,0.0,12.8,234
289,147.976945245,0.0116098729267,0.325620359068,347,10000,0.0,12.8,235
290,149.965417867,0.0115890352798,0.323960966841,347,10000,0.0,12.8,236
291,148.902017291,0.0116448414746,0.324949709658,347,10000,0.0,12.8,237
292,158.117948718,0.00767463255181,0.325662048577,390,10000,0.0,25.6,234
293,157.915384615,0.00761986596304,0.325026158756,390,10000,0.0,25.6,235
294,158.753846154,0.00767025274331,0.326294747858,390,10000,0.0,25.6,236
295,156.720512821,0.00764645632423,0.325334018339,390,10000,0.0,25.6,237
296,158.758064516,0.00446981736194,0.328987280322,558,10000,0.0,51.2,234
297,158.010752688,0.0044770672316,0.327893457312,558,10000,0.0,51.2,235
298,159.519713262,0.00443953178346,0.326705235508,558,10000,0.0,51.2,236
299,157.491039427,0.00448435297213,0.328803955985,558,10000,0.0,51.2,237
300,151.974025974,0.0637532749002,0.256734497951,231,20000,0.08,0.0,234
301,156.835497835,0.062217712216,0.256417889793,231,20000,0.08,0.0,235
302,153.54978355,0.0628822104435,0.255575703749,231,20000,0.08,0.0,236
303,156.502164502,0.0633825534553,0.25348108082,231,20000,0.08,0.0,237
304,160.674757282,0.0600767953973,0.255208071646,206,20000,0.16,0.0,234
305,162.36407767,0.0600448457654,0.255239120451,206,20000,0.16,0.0,235
306,160.436893204,0.0590677000244,0.257406202422,206,20000,0.16,0.0,236
307,163.553398058,0.0599806893258,0.256457645824,206,20000,0.16,0.0,237
308,165.459330144,0.0509007953753,0.253499420103,209,20000,0.32,0.0,234
309,174.205741627,0.0501108041005,0.254499310918,209,20000,0.32,0.0,235
310,169.200956938,0.0507721950976,0.253130472757,209,20000,0.32,0.0,236
311,169.741626794,0.0505137085161,0.253325532934,209,20000,0.32,0.0,237
312,178.199134199,0.0368066431529,0.25342970837,231,20000,0.64,0.0,234
313,182.424242424,0.0364590353897,0.254247417818,231,20000,0.64,0.0,235
314,181.978354978,0.0366374212699,0.251352808733,231,20000,0.64,0.0,236
315,184.883116883,0.0364966312813,0.252303126685,231,20000,0.64,0.0,237
316,196.820175439,0.0249213883791,0.254817993411,228,20000,1.28,0.0,234
317,200.657894737,0.0247585177323,0.253275035412,228,20000,1.28,0.0,235
318,195.846491228,0.0249623927364,0.252649120547,228,20000,1.28,0.0,236
319,197.087719298,0.024943756144,0.253212424673,228,20000,1.28,0.0,237
320,171.415873016,0.0131722645173,0.256246521874,315,20000,2.56,0.0,234
321,171.355555556,0.0132371809642,0.255888688958,315,20000,2.56,0.0,235
322,169.196825397,0.0133385321899,0.257596499609,315,20000,2.56,0.0,236
323,170.806349206,0.0132955489283,0.2563143504,315,20000,2.56,0.0,237
324,119.011520737,0.00726820171056,0.263845654428,434,20000,5.12,0.0,234
325,119.430875576,0.00731229562923,0.263947793796,434,20000,5.12,0.0,235
326,118.301843318,0.0073291405719,0.26352407375,434,20000,5.12,0.0,236
327,117.774193548,0.00730572116195,0.265237249038,434,20000,5.12,0.0,237
328,152.865546218,0.0544616470385,0.254818523591,238,20000,0.0,0.4,234
329,153.537815126,0.0542197746036,0.256411103373,238,20000,0.0,0.4,235
330,151.920168067,0.0542180865393,0.253904173566,238,20000,0.0,0.4,236
331,152.941176471,0.0542041688659,0.255109607694,238,20000,0.0,0.4,237
332,154.905737705,0.0461320644495,0.255607567461,244,20000,0.0,0.8,234
333,154.87295082,0.046257449929,0.256138028765,244,20000,0.0,0.8,235
334,153.676229508,0.0465114838204,0.256026866771,244,20000,0.0,0.8,236
335,153.586065574,0.0461140306506,0.254330910373,244,20000,0.0,0.8,237
336,154.95,0.0351137897258,0.251604299649,300,20000,0.0,1.6,234
337,157.866666667,0.0347638699943,0.255253138351,300,20000,0.0,1.6,235
338,152.93,0.035083519774,0.253691354368,300,20000,0.0,1.6,236
339,155.85,0.0352171730303,0.253223318489,300,20000,0.0,1.6,237
340,163.13442623,0.0270944693444,0.253850647284,305,20000,0.0,3.2,234
341,164.380327869,0.0271271783625,0.254738353622,305,20000,0.0,3.2,235
342,163.006557377,0.0270365732367,0.254477178552,305,20000,0.0,3.2,236
343,166.33442623,0.026984204898,0.253261475077,305,20000,0.0,3.2,237
344,172.965517241,0.0184226246048,0.254728465653,377,20000,0.0,6.4,234
345,174.24933687,0.0184673548437,0.255599105384,377,20000,0.0,6.4,235
346,173.466843501,0.0185100500374,0.255854933514,377,20000,0.0,6.4,236
347,177.289124668,0.0182744451922,0.25305317673,377,20000,0.0,6.4,237
348,186.813364055,0.0124573945564,0.257497848493,434,20000,0.0,12.8,234
349,190.870967742,0.0123168173813,0.255944495858,434,20000,0.0,12.8,235
350,187.456221198,0.0124739949795,0.257451661328,434,20000,0.0,12.8,236
351,191.831797235,0.0123099867956,0.255081587947,434,20000,0.0,12.8,237
352,201.288461538,0.00764435258181,0.258654598537,572,20000,0.0,25.6,234
353,204.727272727,0.00759914137368,0.258261818532,572,20000,0.0,25.6,235
354,201.255244755,0.0076607414552,0.259521889913,572,20000,0.0,25.6,236
355,203.015734266,0.00763574633348,0.25744499938,572,20000,0.0,25.6,237
356,209.797066015,0.00443278615068,0.260427445357,818,20000,0.0,51.2,234
357,209.259168704,0.00444715111228,0.260246486635,818,20000,0.0,51.2,235
358,207.293398533,0.00447642390408,0.260932290797,818,20000,0.0,51.2,236
359,209.04400978,0.00444468022129,0.260917786224,818,20000,0.0,51.2,237
360,147.872881356,0.0634746716964,0.257513474612,236,20000,0.08,0.0,234
361,146.830508475,0.0637183287575,0.259083828614,236,20000,0.08,0.0,235
362,149.233050847,0.0634338319639,0.259619812275,236,20000,0.08,0.0,236
363,148.38559322,0.0633523968936,0.259572897195,236,20000,0.08,0.0,237
364,153.424107143,0.0591103681556,0.258373931189,224,20000,0.16,0.0,234
