,8,9,10,11,12
215,0.835747,0.841524,0.848658,0.855498,0.863324
216,0.835768,0.841548,0.848671,0.855513,0.863382
217,0.835834,0.841599,0.848705,0.855664,0.863562
218,0.835899,0.841668,0.848748,0.855715,0.863614
219,0.835906,0.841676,0.848868,0.855879,0.863635
220,0.835956,0.841758,0.848954,0.855996,0.863708
221,0.836015,0.841794,0.849003,0.856138,0.86393
222,0.836063,0.841849,0.849108,0.856172,0.864075
223,0.836083,0.841875,0.849264,0.856197,0.864107
224,0.836137,0.841949,0.849324,0.85623,0.864266
225,0.836215,0.842019,0.849393,0.856245,0.864401
226,0.836269,0.842138,0.849405,0.856271,0.864488
227,0.836299,0.842148,0.849474,0.856295,0.864504
228,0.836312,0.84217,0.849516,0.856392,0.864544
229,0.83635,0.842253,0.849532,0.856406,0.864652
230,0.836377,0.842273,0.849623,0.856487,0.864768
231,0.836485,0.842308,0.849716,0.856523,0.864893
232,0.836536,0.842329,0.849774,0.856619,0.864941
233,0.836554,0.84245,0.849908,0.856652,0.865069
234,0.836628,0.842466,0.849954,0.856752,0.865138
235,0.836726,0.842572,0.850048,0.856906,0.865156
236,0.836748,0.842612,0.85011,0.857034,0.865182
237,0.836757,0.842658,0.850165,0.857127,0.86524
238,0.836857,0.842715,0.850282,0.85715,0.865327
239,0.836917,0.842807,0.850384,0.857294,0.865411
240,0.837005,0.84293,0.850489,0.857356,0.865568
241,0.837081,0.843035,0.850503,0.857495,0.865592
242,0.837166,0.843114,0.850524,0.85754,0.86565
243,0.83718,0.843137,0.85065,0.857688,0.865695
244,0.837217,0.843192,0.850679,0.857707,0.865738
245,0.837234,0.843335,0.850716,0.857828,0.865763
246,0.837311,0.8434,0.85077,0.857855,0.86579
247,0.837358,0.843443,0.850819,0.85788,0.86586
248,0.83744,0.843523,0.850965,0.857989,0.865909
249,0.837501,0.84354,0.851025,0.858055,0.865974
250,0.83763,0.843628,0.85106,0.858132,0.866021
251,0.837666,0.843674,0.851104,0.858208,0.866043
252,0.837736,0.843705,0.851146,0.85826,0.866115
253,0.837818,0.843719,0.851219,0.858334,0.8662
254,0.837882,0.843831,0.851242,0.858349,0.86622
255,0.837904,0.843911,0.851379,0.858436,0.866268
256,0.837941,0.843935,0.851447,0.858559,0.866458
257,0.837998,0.844043,0.851561,0.858657,0.866736
258,0.838083,0.844097,0.851631,0.858766,0.866794
259,0.838119,0.844173,0.851706,0.858874,0.866998
260,0.838209,0.84419,0.851777,0.858898,0.867094
261,0.838289,0.844228,0.851921,0.85898,0.867247
262,0.838336,0.844255,0.851983,0.859054,0.86743
263,0.83839,0.844267,0.85205,0.859105,0.867526
264,0.838424,0.844322,0.852071,0.859166,0.867629
265,0.838435,0.844333,0.852111,0.8592,0.86766
266,0.838443,0.844392,0.852163,0.85928,0.867738
267,0.838453,0.844407,0.852228,0.85939,0.867866
268,0.838509,0.844573,0.852293,0.859422,0.867984
269,0.838585,0.844642,0.852341,0.859469,0.8681
270,0.838607,0.844676,0.852411,0.859489,0.868132
271,0.838616,0.844775,0.852475,0.859515,0.868168
272,0.838668,0.844909,0.852616,0.859568,0.868202
273,0.838699,0.845008,0.852669,0.859698,0.868239
274,0.838725,0.845036,0.852686,0.859747,0.868282
275,0.838772,0.8451,0.852717,0.859906,0.868386
276,0.838834,0.84511,0.852786,0.859943,0.868633
277,0.838891,0.84513,0.852824,0.860104,0.868678
278,0.838904,0.84516,0.852844,0.860205,0.868765
279,0.83892,0.845224,0.852884,0.860229,0.868821
280,0.838944,0.845256,0.852903,0.860255,0.868919
281,0.83898,0.845269,0.852984,0.860346,0.86907
282,0.839014,0.845338,0.852996,0.860379,0.869111
283,0.839027,0.845354,0.853038,0.860552,0.869331
284,0.839052,0.845375,0.853072,0.86057,0.869374
285,0.839112,0.845406,0.853211,0.860626,0.869504
286,0.839176,0.84544,0.853261,0.860739,0.869535
287,0.839254,0.845459,0.853273,0.860848,0.869582
288,0.839293,0.845478,0.85331,0.860924,0.869611
289,0.839314,0.845505,0.853329,0.860969,0.869708
290,0.839363,0.845525,0.853409,0.861064,0.869788
291,0.839372,0.84554,0.853434,0.86108,0.869837
292,0.839387,0.845558,0.853537,0.861096,0.869877
293,0.839446,0.845567,0.853613,0.861141,0.86992
294,0.839462,0.845622,0.853639,0.861219,0.870052
295,0.839471,0.845641,0.853724,0.861275,0.87009
296,0.839493,0.845713,0.853823,0.861323,0.870164
297,0.839508,0.845722,0.853877,0.861341,0.87023
298,0.839529,0.845731,0.8539,0.861417,0.870315
299,0.839554,0.8458,0.853944,0.861544,0.870392
300,0.839575,0.845889,0.854022,0.86164,0.870411
301,0.839645,0.84596,0.854035,0.861672,0.870507
302,0.839679,0.845978,0.85408,0.861724,0.870537
303,0.839701,0.845993,0.854156,0.861774,0.870578
304,0.839802,0.846036,0.854213,0.861916,0.87062
305,0.839856,0.846182,0.854259,0.861941,0.870651
306,0.839917,0.846312,0.854306,0.86197,0.870745
307,0.839946,0.846357,0.854354,0.862036,0.870811
308,0.839991,0.84646,0.854469,0.862064,0.870868
309,0.840017,0.846512,0.854518,0.862102,0.870888
310,0.840026,0.846533,0.854538,0.862155,0.870915
311,0.840057,0.84656,0.854596,0.862195,0.870955
312,0.840071,0.846574,0.854622,0.862232,0.871029
313,0.840095,0.846587,0.854629,0.862295,0.871063
314,0.840119,0.84667,0.854718,0.862367,0.871112
315,0.84013,0.846698,0.854738,0.862421,0.871158
316,0.840197,0.846715,0.854777,0.862438,0.871178
317,0.840208,0.846731,0.854805,0.862455,0.871199
318,0.840224,0.846818,0.854884,0.862477,0.871306
319,0.840244,0.846866,0.854939,0.862515,0.871377
320,0.840274,0.846897,0.854954,0.862544,0.871449
321,0.840288,0.846945,0.855064,0.86259,0.871484
322,0.840349,0.846964,0.855102,0.862716,0.871566
323,0.840467,0.846989,0.855123,0.862799,0.871655
324,0.840609,0.847011,0.85518,0.862851,0.871674
325,0.840622,0.847083,0.855211,0.862897,0.871696
326,0.840645,0.847185,0.855263,0.863001,0.871747
327,0.84067,0.847216,0.855275,0.863049,0.871763
328,0.840689,0.847315,0.855292,0.863077,0.871884
329,0.840705,0.847385,0.855345,0.863111,0.871962
330,0.840716,0.847469,0.855396,0.863223,0.872016
331,0.840752,0.847488,0.855424,0.863276,0.872053
332,0.840766,0.847526,0.855452,0.863404,0.872144
333,0.840777,0.847565,0.855463,0.863435,0.872207
334,0.840805,0.847586,0.855475,0.863628,0.872227
335,0.840868,0.847602,0.855558,0.863736,0.872299
336,0.840953,0.847619,0.855602,0.863873,0.872369
337,0.840999,0.847643,0.855656,0.863943,0.872426
338,0.841042,0.847695,0.855672,0.864015,0.872466
339,0.841063,0.847779,0.855684,0.864058,0.872496
340,0.841071,0.847812,0.855717,0.864103,0.872527
341,0.841087,0.847901,0.855832,0.864191,0.87261
342,0.841119,0.847955,0.855908,0.864209,0.872646
343,0.841143,0.848012,0.855933,0.864306,0.872826
344,0.841153,0.848086,0.855984,0.864371,0.872865
345,0.841185,0.848153,0.856094,0.864412,0.872895
346,0.841204,0.848188,0.856179,0.864443,0.872916
347,0.841266,0.848237,0.856225,0.864555,0.872937
348,0.841335,0.848274,0.85631,0.864586,0.872986
349,0.841354,0.848301,0.85633,0.864616,0.873154
350,0.841405,0.848311,0.856352,0.864648,0.873214
351,0.841426,0.848441,0.856414,0.864696,0.873241
352,0.841476,0.848457,0.85649,0.864718,0.873253
353,0.841509,0.848495,0.856526,0.86478,0.873324
354,0.841535,0.848575,0.856639,0.864816,0.873447
355,0.841584,0.848601,0.856725,0.864876,0.873472
356,0.841632,0.848658,0.856757,0.864912,0.873599
357,0.841684,0.848726,0.856806,0.864949,0.87365
358,0.841752,0.84878,0.856963,0.865042,0.873682
359,0.841761,0.848821,0.857,0.865104,0.873771
360,0.841773,0.848836,0.857071,0.86514,0.873855
361,0.841781,0.848865,0.857093,0.865179,0.874018
362,0.841863,0.848881,0.85716,0.865242,0.874074
363,0.841881,0.848899,0.857235,0.865287,0.874182
364,0.841912,0.848907,0.85728,0.865309,0.87422
365,0.841937,0.848963,0.857414,0.865359,0.874308
366,0.841958,0.848996,0.857517,0.865494,0.874356
367,0.842012,0.849017,0.857565,0.865552,0.874487
368,0.842022,0.849049,0.857644,0.86559,0.874545
369,0.842065,0.849157,0.857718,0.865607,0.874567
370,0.842123,0.849173,0.857749,0.865637,0.874585
371,0.842162,0.849236,0.857776,0.865681,0.874619
372,0.842178,0.849252,0.857818,0.865763,0.874735
373,0.842215,0.849287,0.85789,0.865815,0.874795
374,0.84223,0.849367,0.85792,0.865836,0.874901
375,0.842293,0.849429,0.857997,0.86586,0.874938
376,0.842362,0.849522,0.858024,0.865914,0.874962
377,0.842385,0.849555,0.858042,0.865936,0.875072
378,0.842408,0.849626,0.858114,0.865953,0.875111
379,0.842431,0.849653,0.858164,0.865969,0.875302
380,0.842481,0.849662,0.858193,0.866019,0.875358
381,0.842493,0.849732,0.858279,0.866042,0.875378
382,0.842527,0.849774,0.858342,0.866065,0.875462
383,0.842541,0.84986,0.858396,0.866084,0.875512
384,0.842577,0.849876,0.858409,0.866114,0.875594
385,0.842608,0.849915,0.858435,0.866152,0.875607
386,0.84266,0.850005,0.85845,0.866167,0.875623
387,0.842671,0.850049,0.858473,0.866182,0.875699
388,0.842704,0.850063,0.858483,0.866245,0.875755
389,0.842713,0.850119,0.858496,0.8663,0.875858
390,0.84273,0.850198,0.858516,0.866452,0.875876
391,0.842741,0.850233,0.858532,0.86652,0.875949
392,0.842752,0.850257,0.858583,0.866666,0.875962
393,0.842777,0.850275,0.858613,0.866763,0.876016
394,0.842785,0.850281,0.85869,0.86682,0.876036
395,0.842794,0.850301,0.858734,0.866918,0.876096
396,0.842807,0.850331,0.858777,0.866955,0.876238
397,0.842849,0.850347,0.858786,0.867011,0.876277
398,0.842887,0.850363,0.858794,0.867101,0.876329
399,0.842915,0.850387,0.858807,0.867141,0.876473
400,0.84293,0.850434,0.858821,0.867237,0.876513
401,0.842967,0.850526,0.858843,0.867255,0.876547
402,0.842986,0.850548,0.858862,0.867298,0.876629
403,0.842993,0.850634,0.858876,0.867368,0.876692
404,0.84302,0.850658,0.858915,0.867414,0.876793
405,0.843073,0.850675,0.858958,0.867483,0.876837
406,0.843089,0.850725,0.858972,0.867532,0.876935
407,0.843129,0.850752,0.858999,0.867629,0.876967
408,0.843141,0.850765,0.859013,0.867736,0.877003
409,0.843161,0.850781,0.859024,0.867754,0.877045
410,0.843191,0.8508,0.85905,0.867831,0.877063
411,0.843228,0.850889,0.859076,0.867918,0.877106
412,0.843235,0.850903,0.859091,0.868008,0.877201
413,0.843245,0.850928,0.859104,0.868067,0.877232
414,0.843271,0.850966,0.859112,0.868119,0.877296
415,0.843307,0.85098,0.859134,0.868182,0.877375
416,0.843362,0.851002,0.859147,0.868235,0.877421
417,0.843387,0.851022,0.859185,0.868248,0.87744
418,0.843408,0.851034,0.859224,0.868277,0.877508
419,0.84346,0.851071,0.859324,0.868314,0.877574
420,0.843505,0.851079,0.859386,0.868361,0.877603
421,0.843547,0.851107,0.859446,0.868372,0.877629
422,0.843562,0.851146,0.859513,0.868443,0.877641
423,0.843584,0.851166,0.859531,0.868526,0.877692
424,0.843633,0.851234,0.859612,0.868633,0.877744
425,0.843713,0.85124,0.859707,0.868648,0.877795
426,0.843801,0.851273,0.859777,0.868743,0.877876
427,0.843842,0.851309,0.859829,0.868787,0.877909
428,0.84389,0.851338,0.859848,0.868846,0.877969
429,0.843946,0.851363,0.859905,0.868877,0.87812
430,0.843965,0.851381,0.860038,0.868901,0.878232
431,0.843994,0.851427,0.860124,0.868921,0.878263
432,0.844011,0.851469,0.860218,0.869013,0.878422
433,0.844026,0.851484,0.860235,0.869126,0.878446
434,0.844032,0.851536,0.860252,0.869189,0.878499
435,0.84404,0.851583,0.860361,0.86929,0.878543
436,0.844051,0.851596,0.860416,0.869316,0.878577
437,0.844076,0.851649,0.86044,0.869387,0.878656
438,0.844121,0.851666,0.860523,0.86944,0.878707
439,0.844139,0.851757,0.86054,0.869455,0.878821
440,0.844162,0.851814,0.860593,0.869473,0.878892
441,0.844175,0.851842,0.860676,0.869522,0.878914
442,0.844199,0.851901,0.86072,0.869553,0.87894
443,0.844202,0.851925,0.860792,0.869617,0.878981
444,0.844208,0.851971,0.860806,0.869695,0.878999
445,0.844223,0.85199,0.860865,0.869761,0.879017
446,0.844296,0.852008,0.860904,0.869784,0.879047
447,0.844352,0.85202,0.860949,0.869809,0.879064
448,0.844371,0.85207,0.861003,0.869834,0.879159
449,0.844387,0.85209,0.861042,0.869977,0.879183
450,0.844395,0.852102,0.861072,0.87002,0.879198
451,0.844452,0.852136,0.8611,0.870065,0.879338
452,0.844506,0.852163,0.861205,0.870086,0.879369
453,0.844518,0.852244,0.861224,0.870126,0.879415
454,0.844533,0.852278,0.861275,0.870168,0.879489
455,0.844551,0.852286,0.861356,0.870198,0.879518
456,0.844559,0.852303,0.861376,0.87023,0.879567
457,0.844571,0.852357,0.861415,0.870286,0.879618
458,0.844599,0.852376,0.861438,0.870312,0.879672
459,0.84463,0.852391,0.86146,0.870339,0.879741
460,0.844647,0.852425,0.861488,0.870352,0.879768
461,0.844662,0.852462,0.861523,0.87039,0.879816
462,0.844699,0.85252,0.861567,0.870411,0.879837
463,0.844706,0.852611,0.861637,0.870427,0.879863
464,0.844732,0.852632,0.861645,0.870448,0.87992
465,0.844777,0.852677,0.86169,0.87049,0.879929
466,0.844843,0.852714,0.861754,0.870542,0.879951
467,0.844932,0.852793,0.861779,0.870569,0.880075
468,0.845009,0.852873,0.861833,0.870586,0.880124
469,0.845067,0.85291,0.861883,0.870649,0.880166
470,0.845135,0.852941,0.861932,0.87073,0.880247
471,0.845155,0.852978,0.861984,0.870797,0.880278
472,0.84519,0.853032,0.862108,0.87083,0.880301
473,0.845204,0.853112,0.862136,0.870878,0.880346
474,0.845246,0.853157,0.862155,0.870893,0.880365
475,0.845324,0.85318,0.862183,0.870926,0.880412
476,0.845376,0.853213,0.862253,0.870948,0.880447
477,0.845414,0.853229,0.862323,0.870996,0.880468
478,0.84545,0.853267,0.862395,0.871008,0.880494
479,0.84549,0.85332,0.862472,0.87103,0.880529
480,0.845515,0.853374,0.862528,0.871068,0.880566
481,0.845542,0.853387,0.862575,0.87109,0.880598
482,0.845559,0.853394,0.862605,0.871133,0.880674
483,0.845587,0.853407,0.862662,0.871158,0.880708
484,0.845618,0.853428,0.862699,0.87119,0.880772
485,0.845665,0.853441,0.862721,0.871207,0.880832
486,0.845681,0.853458,0.862781,0.87124,0.880861
487,0.845726,0.85351,0.862827,0.871265,0.880912
488,0.845765,0.853548,0.862853,0.871305,0.881001
489,0.84578,0.853573,0.862922,0.87134,0.881018
490,0.845841,0.853579,0.862942,0.871359,0.881061
491,0.845886,0.853618,0.863029,0.871382,0.88117
492,0.84594,0.853632,0.863116,0.871393,0.881261
493,0.845997,0.853665,0.863133,0.871441,0.881328
494,0.846034,0.853699,0.863182,0.871457,0.881366
495,0.846085,0.853777,0.863227,0.871508,0.881491
496,0.846115,0.853822,0.863274,0.871554,0.881541
497,0.846155,0.853844,0.863317,0.871594,0.88157
498,0.84618,0.853886,0.863338,0.871662,0.881655
499,0.846214,0.853952,0.863353,0.871693,0.881699
