,CPU,GPU,hist_256,hist_1024
0,3.2763882,3.2768841699999998,3.2155667360000004,3.23225181
1,3.154084923,3.1524718419999997,2.9889474382,2.999017571
2,2.8959856999999998,2.8960215,2.8543792,2.9200025
3,2.4984167399999997,2.49878529,2.54831779,2.684750728
4,2.8724680499999997,2.87284238,2.6230943,2.8212165999999996
5,2.61681077,2.61706129,2.4897073,2.70674041
6,2.53499575,2.53513769,2.5129318400000002,2.54184275
7,2.6476410899999996,2.6513063700000004,2.4404948399999995,2.40746315
8,2.5832561,2.5614046,2.62654595,2.5364291000000003
9,2.55233666,2.55402112,2.3922180699999998,2.8513000699999997
10,2.55378246,2.51683322,2.32041296,2.31343124
11,2.5429061,2.5427965,2.31547414,2.5944864
12,2.41062787,2.37038233,2.7254838599999998,2.31224156
13,2.23700685,2.23855015,2.5561916600000005,2.30885148
14,2.34310024,2.34228199,2.2663014400000003,2.4325949510000004
15,2.45051004,2.45125033,2.024936714,2.10445918
16,2.3660697699999997,2.38834935,2.25173032,2.25982693
17,2.21482081,2.22582494,2.41609931,2.715979478
18,2.14544134,2.03779337,2.336140405,2.0734135
19,2.149911508,2.116474467,2.42614849,2.28209522
20,2.45729984,2.4607279799999997,2.1497138700000002,2.36637043
21,2.275081651,2.43793076,1.76276592,2.4434421029999998
22,2.12552939,2.14131589,2.13552497,2.2028162838
23,2.388991986,2.1121465300000004,2.367787252,2.1049303200000002
24,2.2377951499999997,2.46024749,2.09470906,2.237313977
25,2.31380315,1.96986726,1.74903357,2.7285479400000003
26,2.0634652549999997,2.21378289,2.576203029,2.40555336
27,1.84635851,1.75094225,2.07413348,2.55247477
28,2.3495419980000003,2.63010753,1.7976640000000002,2.31112731
29,2.4620306899999997,2.42985645,2.0260194,1.94818112
30,2.2022767960000005,2.14380828,1.9069419989999998,2.57752855
31,1.76169547,2.3365225599999997,2.41402948,2.4713152000000003
32,2.29085913,2.2681894600000003,2.07095379,1.73690752
33,2.496728288,1.9949839100000002,2.098477712,2.25559441
34,2.197265386,1.5999047600000003,2.3105963500000004,2.3148581299999997
35,2.76466486,2.73813937,1.5461465799999998,1.676926113
36,2.2987981299999998,2.172421393,2.362296262,1.705128
37,1.916072513,1.51435793,2.4833626473000003,2.2663331600000003
38,2.0881106980000004,2.03534639,1.633564862,2.8207549600000004
39,1.6069324200000001,1.84501304,2.61569385,1.7893068900000002
40,2.66938408,1.61232841,2.1202145760000004,2.1743269400000003
41,2.222389662,2.36393233,2.0902898299999997,2.48313133
42,2.477519923,2.196748984,1.987854696,2.203996591
43,2.16052141,2.21701517,2.13512565,2.2622887507
44,1.7644848400000002,1.985444457,2.406207986,2.6073102599999998
45,2.586782983,2.24215519,1.8424045699999998,2.40847678
46,2.046019769,2.210473176,1.69945221,1.53066906
47,1.529383222,2.1960504501,2.023998529,2.229729662
48,2.134197662,2.255732987,2.028238776,2.0658052830000004
49,1.5410658700000002,2.793115975,1.5838798319999998,2.2205183
