,CPU,GPU,hist_256,hist_1024
f14,0.1475667147539303,0.15241268051341364,0.1405891617737422,0.12437376168195872
f23,0.11462949886069447,0.12084196394140136,0.12010872449304859,0.1270624712531463
f28,0.07952943947715241,0.07507379191169455,0.08257287040959436,0.07552165712085343
f15,0.0647375425610294,0.06506259330029573,0.06074160803441168,0.07119852673130792
f0,0.064591581153449,0.06364315971945131,0.06553100909852326,0.06182217082688126
f3,0.06328908778370293,0.06274337244404231,0.06059640055709964,0.06592483823506456
f27,0.06153065170595007,0.06222890762859481,0.060442880101888065,0.06040154028712912
f9,0.05277305163364084,0.046833370716306014,0.04352454827436598,0.048599212723095704
f26,0.04869780449065689,0.043557494660269126,0.04295306772535798,0.04191993050348891
f12,0.04766420825217697,0.04886888662025239,0.049371533751081616,0.05717001774432219
f30,0.0474939714651279,0.04858318752733718,0.05284435900323359,0.051053014894762015
f19,0.0473407608046336,0.04954161166968802,0.05232078802291984,0.05267479601801917
f22,0.04609800531690854,0.03839969478895136,0.04639732321694992,0.047947489529607895
f18,0.0455526109349291,0.048585342008697935,0.04788507090459083,0.042679630187667454
f5,0.045437368486275505,0.04914140651277342,0.046181520419201816,0.04743382982828726
f6,0.023067702319742218,0.024482536036830805,0.02793913421399076,0.02421711243440802
f21,0.0,0.0,0.0,0.0
f25,0.0,0.0,0.0,0.0
f24,0.0,0.0,0.0,0.0
f29,0.0,0.0,0.0,0.0
f16,0.0,0.0,0.0,0.0
f20,0.0,0.0,0.0,0.0
f17,0.0,0.0,0.0,0.0
f1,0.0,0.0,0.0,0.0
f13,0.0,0.0,0.0,0.0
f11,0.0,0.0,0.0,0.0
f10,0.0,0.0,0.0,0.0
f8,0.0,0.0,0.0,0.0
f7,0.0,0.0,0.0,0.0
f4,0.0,0.0,0.0,0.0
f2,0.0,0.0,0.0,0.0
f31,0.0,0.0,0.0,0.0
