,hist_dw,hist_lg
0,0.645682,0.645682
1,0.604717,0.604717
2,0.569737,0.569737
3,0.539258,0.539258
4,0.513021,0.513021
5,0.489311,0.489311
6,0.468552,0.468552
7,0.45008,0.45008
8,0.43274,0.43274
9,0.418319,0.418319
10,0.404122,0.404122
11,0.392386,0.392386
12,0.381355,0.381355
13,0.371293,0.371293
14,0.361013,0.361013
15,0.352855,0.352855
16,0.344261,0.344261
17,0.338472,0.338472
18,0.33097,0.33097
19,0.324385,0.324385
20,0.318631,0.318631
21,0.314533,0.314533
22,0.30804,0.30804
23,0.302187,0.302187
24,0.297849,0.297849
25,0.293966,0.293966
26,0.28926,0.28926
27,0.286232,0.286232
28,0.283562,0.283562
29,0.280596,0.280596
30,0.277051,0.277051
31,0.274866,0.274866
32,0.273138,0.273138
33,0.270942,0.270942
34,0.269462,0.269462
35,0.267674,0.267674
36,0.262879,0.262879
37,0.261834,0.261834
38,0.257326,0.257326
39,0.254895,0.254895
40,0.252158,0.252158
41,0.249333,0.249333
42,0.248756,0.248756
43,0.247726,0.247726
44,0.246248,0.246248
45,0.244713,0.244713
46,0.242389,0.242389
47,0.238885,0.238885
48,0.238331,0.238331
49,0.23799,0.23799
