,hist_dw,hist_lg
0,0.672548,0.658846
1,0.649539,0.628179
2,0.633757,0.601969
3,0.616654,0.578564
4,0.603895,0.557597
5,0.590835,0.538898
6,0.579189,0.521981
7,0.56649,0.506303
8,0.559186,0.492271
9,0.548472,0.479736
10,0.537948,0.46817
11,0.531532,0.457679
12,0.525468,0.447425
13,0.520001,0.438501
14,0.508741,0.430151
15,0.503563,0.422244
16,0.49915,0.415526
17,0.493589,0.408953
18,0.484802,0.401564
19,0.481177,0.395152
20,0.474891,0.388968
21,0.469329,0.383194
22,0.467317,0.377912
23,0.46135,0.372989
24,0.457323,0.367928
25,0.45492,0.363424
26,0.450872,0.358753
27,0.445618,0.354543
28,0.444093,0.350477
29,0.439176,0.346075
30,0.431388,0.341801
31,0.428577,0.337714
32,0.426698,0.334308
33,0.42429,0.331135
34,0.419627,0.327133
35,0.415135,0.323476
36,0.41334,0.31976
37,0.411258,0.317135
38,0.407503,0.314062
39,0.402595,0.311168
40,0.400955,0.309122
41,0.396304,0.306532
42,0.394709,0.304277
43,0.392891,0.301874
44,0.389081,0.299999
45,0.387858,0.297567
46,0.386663,0.295008
47,0.38249,0.292912
48,0.381809,0.290947
49,0.380058,0.288928
