,CPU,GPU,hist_256,hist_1024
f14,0.09745054927266243,0.09772134358960075,0.09741434527264833,0.09726879469508945
f15,0.08498511648409168,0.08517833833271791,0.08554774007900452,0.08531657085610365
f23,0.07215662684021187,0.07128275672233092,0.07434614917801417,0.07323360055598062
f28,0.07087050571843084,0.07068264138265828,0.07119867740289242,0.07122411510966355
f27,0.06749404847613136,0.06827678863538762,0.0671886651021568,0.06737005525899474
f3,0.0670694290381785,0.06812846681923529,0.06854924703837473,0.06849578402057462
f0,0.06120206581549177,0.06097348953407365,0.06032069426646822,0.0602251299071542
f30,0.05771207550474571,0.05814001149201334,0.056862699976541344,0.058119497142410735
f18,0.05560795132577366,0.05607587983459876,0.055977369612296324,0.05634259555776224
f22,0.05096448717910797,0.05131243370587947,0.05084291790008355,0.05118521315070994
f5,0.04949220745980091,0.049847116649945455,0.048521523720966846,0.04869522876998974
f9,0.048800975776152694,0.0476975139287068,0.04870376210504379,0.04777742721831248
f6,0.04680176175138819,0.0474415453643984,0.046707648251329476,0.047399548417695975
f19,0.045053085020247664,0.04346463654242843,0.04446642598630944,0.04398860777566298
f26,0.041628934273342036,0.04109473942274649,0.04161185686250011,0.04202670868026014
f12,0.02760977378076397,0.027424240449918855,0.02759188147959757,0.02709416613464348
f31,0.003494618941845027,0.0034268407356345737,0.0034241837207334125,0.00343687476842078
f20,0.003486354176645573,0.003371846047792563,0.0034118446558374493,0.0034152342088516596
f29,0.0034592889051108322,0.003397873467134624,0.003345586040783634,0.003407087561203545
f10,0.0034531399706601556,0.0033558777802346,0.003321147322104857,0.003411083626664954
f21,0.003444755447216102,0.0035431151324689255,0.003424569059776682,0.003394025589716568
f8,0.0034440598983132196,0.0035677368998243463,0.00336587678152397,0.003348275142077473
f4,0.0034423817881891225,0.0035808008630913027,0.0033221443436850166,0.003373084517326502
f1,0.003441253033585557,0.0034014664279285087,0.003327731659413523,0.0033296800812519746
f17,0.00344003599930008,0.0034941509983145804,0.0034304760661011914,0.003381805475860996
f24,0.0034399881212493523,0.0034446880751878915,0.0034056084287049635,0.0034090857358297093
f11,0.003439964310897672,0.0035243277001420765,0.003385682485416473,0.0034077302544833145
f25,0.003427280007372085,0.0034855092279685324,0.003426179058990688,0.0034155581718078106
f2,0.0034256749678892133,0.0033972391185513626,0.0033814532052689906,0.003344851405697533
f7,0.003424940878135493,0.0033985528178964914,0.003362616803481025,0.0034030062257972026
f16,0.0034209202827804133,0.0034413973870042985,0.0033894437418693756,0.0033638343519215
f13,0.003415749554288947,0.0034266349141850515,0.0034238523920809235,0.0033957396320798555
