,hist_dw,hist_lg
f23,0.0996713316255139,0.09851205884674669
f2,0.08825723524646781,0.08804928901211714
f10,0.07982317121804704,0.07552635569474324
f3,0.07088421662786473,0.07120012150369356
f25,0.06813276396559646,0.062474003539984974
f12,0.06423361600552492,0.062446112229752895
f5,0.06407452137747224,0.06303291968754833
f16,0.06004369903369779,0.05780427062993372
f21,0.05138214940009969,0.04928807674047368
f6,0.04904076337396102,0.04726624573985398
f11,0.044953006605209324,0.04103081970772289
f15,0.04439369728392696,0.04166203410856333
f26,0.040763188535255665,0.03845441133950641
f28,0.03729439184142437,0.0365126132267344
f7,0.034316687283259886,0.03381228009622174
f13,0.03087006027103728,0.030856226696891195
f31,0.004576229669248261,0.006373609474323464
f18,0.004574316020895756,0.006393187182987821
f19,0.004568292445155542,0.006350922384564315
f14,0.004553686651811886,0.0062425703067511
f4,0.0045361068219981,0.006393142639281751
f29,0.004534846413857477,0.006405342299519902
f27,0.004523989218747331,0.006378337271294667
f24,0.004521516821419302,0.0063714435195654645
f30,0.004472914665878252,0.0063437625124644565
f8,0.004464455742658478,0.006473177650205701
f0,0.004455950589946722,0.006337379847920107
f20,0.00445537620366491,0.006397152623641539
f9,0.004421908004563041,0.006308516077325383
f22,0.004420099741879242,0.006383073052647178
f17,0.004407751258055627,0.0065128097273628146
f1,0.004378060035861238,0.006407734629656139
