,EQBIN_dw,EQBIN_lg
0,0.847113026871921,0.8720230472559712
1,0.8164599754152787,0.8326442517563483
2,0.7833815467666887,0.8187461313980712
3,0.762495825230442,0.7640201384764481
4,0.7455531306379141,0.7390351524747906
5,0.7505589932196857,0.7297302767121767
6,0.7067827395658917,0.7221737820578745
7,0.6869878219551191,0.6611410084826672
8,0.6548049581793202,0.6950687166866382
9,0.7053246708223281,0.6931432460811495
10,0.6776784340036761,0.695265909759098
11,0.7065939866581663,0.6996559993880894
12,0.6925245837993262,0.6712598630317183
13,0.6922676425840453,0.6583356095407658
14,0.6805421271253921,0.6542480433945201
15,0.6229287124391283,0.6146195569816003
16,0.6282728674120505,0.6731743164246489
17,0.6544727889089017,0.6879139965349861
18,0.6269370685421888,0.6369536405557111
19,0.6361378076492801,0.6678971743849843
20,0.6200062421038526,0.5937034134927894
21,0.607544678617373,0.6204818959422136
22,0.649204453801261,0.6331534992590218
23,0.5846781131542499,0.6173354649936826
24,0.5866183634554991,0.6226464659902676
25,0.5859905910430927,0.6179893156642244
26,0.5727902943737812,0.6067772030956246
27,0.620935875347538,0.5824426555594814
28,0.5490450595919399,0.561084363184563
29,0.5278463632971991,0.6117728116649187
30,0.6199324680769662,0.584968542395059
31,0.5519263693936323,0.5895305041475134
32,0.5849298223790066,0.5961155896740088
33,0.5834490408946791,0.5556345785049273
34,0.5553449271392658,0.5806663875093359
35,0.6068555806258557,0.5766683458767582
36,0.5199831928100571,0.5477761616418313
37,0.573129513197558,0.5940961530466106
38,0.5720766101678374,0.5279184756928883
39,0.5499009441335032,0.5280215192554414
40,0.5118088804747304,0.5252650668228523
41,0.5634758641978511,0.6004036134553572
42,0.5396166433787376,0.5277714195725914
43,0.5321027283041004,0.5139689004957377
44,0.5660995851410486,0.5476261538173218
45,0.5126685970894206,0.4788964687893831
46,0.5560758890349361,0.49782040843699266
47,0.5766941004474305,0.5132984677850183
48,0.5195694363361733,0.5707982779778088
49,0.5585047165293214,0.507990317369491
