,hist_dw,hist_lg
0,632,632
1,560,560
2,585,585
3,599,599
4,606,606
5,597,597
6,621,621
7,590,590
8,589,589
9,589,589
10,601,601
11,573,573
12,565,565
13,535,535
14,519,519
15,503,503
16,530,530
17,412,412
18,407,407
19,497,497
20,428,428
21,453,453
22,439,439
23,440,440
24,426,426
25,405,405
26,421,421
27,409,409
28,402,402
29,386,386
30,360,360
31,351,351
32,283,283
33,347,347
34,343,343
35,236,236
36,320,320
37,317,317
38,267,267
39,278,278
40,254,254
41,221,221
42,214,214
43,152,152
44,134,134
45,212,212
46,295,295
47,148,148
48,263,263
49,153,153
