,auc_train,auc_valid,leaf_cnt,loss_train,loss_valid
46,0.826425,0.82348,528,0.510514,0.51359
47,0.826758,0.82379,531,0.509987,0.513102
48,0.827068,0.824066,526,0.509494,0.512662
49,0.827423,0.824389,528,0.508969,0.512182
50,0.827746,0.82468,523,0.50848,0.51174
51,0.828056,0.824965,519,0.50803,0.511328
52,0.828348,0.825223,523,0.507596,0.510943
53,0.828632,0.825476,518,0.507176,0.51057
54,0.828936,0.825752,513,0.50672,0.510157
55,0.829195,0.825978,519,0.506316,0.509801
56,0.829434,0.826189,514,0.505948,0.509476
57,0.829672,0.826393,514,0.505602,0.509177
58,0.830007,0.8267,511,0.505133,0.508752
59,0.830298,0.826956,511,0.504735,0.508401
60,0.830581,0.827217,503,0.504348,0.508049
61,0.8309,0.82751,505,0.503909,0.507649
62,0.831124,0.827701,506,0.503587,0.507374
63,0.831367,0.827916,514,0.503233,0.507061
64,0.831574,0.8281,509,0.502934,0.506799
65,0.831815,0.82831,509,0.502596,0.506504
66,0.832097,0.828562,506,0.50221,0.50616
67,0.83231,0.828756,500,0.501905,0.505885
68,0.832589,0.828999,511,0.501513,0.505545
69,0.832828,0.829209,509,0.501168,0.505246
70,0.833021,0.829375,500,0.500901,0.505017
71,0.833219,0.829543,510,0.500622,0.504776
72,0.833483,0.829776,499,0.500266,0.504462
73,0.833679,0.829942,506,0.499979,0.504216
74,0.833851,0.830078,495,0.49974,0.504023
75,0.834021,0.830217,500,0.4995,0.503825
76,0.834178,0.830347,507,0.499266,0.503628
77,0.834362,0.830502,502,0.499014,0.503417
78,0.834513,0.830625,498,0.498796,0.503238
79,0.834734,0.830812,495,0.49849,0.502978
80,0.83489,0.830937,504,0.498265,0.502796
81,0.835113,0.831126,506,0.49796,0.502538
82,0.835279,0.83126,499,0.497733,0.502354
83,0.835419,0.831367,493,0.49754,0.502204
84,0.835623,0.831544,497,0.497259,0.501963
85,0.835784,0.831672,503,0.497034,0.501782
86,0.835996,0.831859,503,0.496735,0.501518
87,0.836132,0.831964,489,0.496539,0.501365
88,0.83631,0.832114,502,0.4963,0.501165
89,0.836473,0.83225,499,0.49606,0.500963
90,0.83668,0.83243,491,0.495773,0.500715
91,0.836841,0.832562,496,0.495546,0.500527
92,0.837016,0.832713,498,0.495297,0.500316
93,0.837135,0.832804,498,0.49513,0.50019
94,0.837308,0.83295,493,0.494888,0.499986
95,0.837505,0.833122,497,0.494614,0.499747
96,0.837657,0.833248,484,0.494408,0.499576
97,0.837798,0.833364,492,0.494214,0.49942
98,0.837937,0.833474,492,0.494013,0.499259
99,0.838078,0.833589,500,0.493813,0.499098
100,0.838236,0.833721,490,0.493599,0.498919
101,0.838381,0.833838,490,0.493405,0.498763
102,0.838514,0.83394,486,0.493225,0.498623
103,0.838758,0.834159,488,0.492904,0.498337
104,0.838879,0.834249,488,0.492737,0.498214
105,0.838998,0.834332,487,0.492577,0.498102
106,0.839138,0.834448,488,0.492383,0.497942
107,0.839278,0.834562,480,0.492188,0.497785
108,0.839435,0.834689,483,0.491975,0.497614
109,0.839584,0.834806,495,0.49178,0.497458
110,0.839682,0.834873,489,0.491643,0.497363
111,0.839805,0.834971,486,0.49147,0.497227
112,0.83994,0.835079,489,0.491293,0.497086
113,0.84011,0.835224,496,0.491066,0.496893
114,0.840233,0.835322,490,0.490894,0.496757
115,0.840331,0.835393,486,0.490759,0.496658
116,0.840455,0.835488,489,0.490589,0.496527
117,0.840577,0.835585,487,0.490428,0.4964
118,0.840714,0.835693,483,0.490247,0.496257
119,0.840837,0.835782,487,0.490079,0.496135
120,0.84095,0.835863,491,0.489926,0.496025
121,0.841035,0.835912,482,0.489807,0.495954
122,0.841151,0.835999,484,0.489646,0.495832
123,0.841287,0.836108,491,0.489459,0.495685
124,0.841375,0.836167,486,0.489337,0.495602
125,0.841513,0.836275,486,0.489153,0.495457
126,0.841633,0.836362,492,0.48899,0.495339
127,0.841745,0.836438,491,0.48884,0.495238
128,0.841855,0.836517,489,0.488693,0.495131
129,0.841952,0.836588,477,0.488554,0.495028
130,0.842052,0.836658,478,0.488417,0.494932
131,0.84221,0.836783,485,0.488206,0.494765
132,0.842324,0.836872,497,0.488047,0.494642
133,0.842431,0.836958,486,0.4879,0.494528
134,0.842569,0.837072,484,0.487712,0.494374
135,0.842657,0.837131,487,0.48759,0.494294
136,0.842774,0.837218,476,0.487431,0.494173
137,0.842887,0.837308,486,0.487271,0.494046
138,0.842983,0.837372,482,0.487142,0.49396
139,0.843084,0.837442,478,0.487008,0.493866
140,0.843199,0.837525,485,0.486853,0.493754
141,0.843302,0.837599,482,0.486716,0.493655
142,0.843388,0.837656,480,0.486594,0.493572
143,0.843475,0.837713,484,0.486473,0.493492
144,0.843587,0.8378,478,0.48632,0.493374
145,0.843677,0.837856,486,0.486204,0.4933
146,0.84378,0.837928,482,0.486068,0.493204
147,0.843868,0.837985,481,0.485947,0.493126
148,0.843944,0.838033,473,0.485845,0.493061
149,0.844036,0.838099,490,0.48572,0.492971
150,0.844133,0.838166,477,0.485583,0.492876
151,0.84426,0.838267,476,0.485412,0.492741
152,0.844345,0.838323,488,0.485292,0.492661
153,0.844445,0.838392,485,0.485154,0.492564
154,0.84458,0.838494,477,0.484975,0.492428
155,0.844697,0.838584,473,0.484814,0.492307
156,0.844786,0.838646,477,0.48469,0.492221
157,0.84489,0.838726,478,0.484545,0.492109
158,0.844971,0.838775,490,0.484433,0.49204
159,0.845053,0.838826,470,0.484317,0.491967
160,0.845147,0.838894,478,0.484182,0.491872
161,0.845227,0.838942,484,0.484073,0.491806
162,0.845323,0.839012,487,0.483937,0.491708
163,0.845434,0.839091,472,0.483785,0.491599
164,0.845521,0.839149,482,0.483672,0.491524
165,0.845614,0.839217,473,0.483541,0.491429
166,0.845702,0.839274,483,0.483422,0.491352
167,0.845784,0.839324,471,0.483315,0.491286
168,0.845909,0.839418,481,0.483143,0.491156
169,0.84599,0.839463,485,0.483034,0.491094
170,0.846058,0.839498,491,0.482943,0.491046
171,0.846137,0.839547,471,0.482837,0.49098
172,0.846208,0.839588,473,0.482741,0.490924
173,0.846312,0.839667,475,0.482595,0.490815
174,0.846389,0.839718,482,0.482491,0.490746
175,0.846472,0.839778,481,0.482376,0.490665
176,0.84655,0.839823,479,0.482274,0.490605
177,0.846625,0.839864,481,0.482177,0.49055
178,0.846747,0.839962,477,0.482009,0.490418
179,0.846831,0.840019,478,0.481892,0.490341
180,0.846895,0.840051,474,0.481806,0.490296
181,0.847025,0.84015,475,0.481634,0.490166
182,0.847119,0.840219,475,0.481503,0.490071
183,0.847207,0.840277,482,0.481387,0.489993
184,0.847308,0.84035,480,0.481247,0.489895
185,0.8474,0.840411,476,0.481116,0.489806
186,0.847475,0.840458,465,0.481016,0.489744
187,0.847547,0.840502,481,0.480915,0.489682
188,0.847662,0.840583,475,0.480755,0.489568
189,0.847752,0.840642,478,0.480634,0.489489
190,0.84782,0.840686,469,0.480541,0.489429
191,0.847922,0.840761,479,0.480402,0.489326
192,0.848001,0.840815,484,0.480297,0.489256
193,0.848071,0.840858,475,0.4802,0.489195
194,0.848138,0.840891,476,0.48011,0.489151
195,0.848221,0.840945,488,0.480003,0.48908
196,0.848286,0.840981,483,0.479916,0.489033
197,0.848354,0.841021,471,0.479823,0.488978
198,0.848417,0.841058,477,0.479735,0.488925
199,0.848489,0.8411,478,0.479636,0.488868
200,0.84855,0.841133,473,0.47955,0.488821
201,0.848658,0.841213,475,0.479401,0.488711
202,0.848719,0.84124,477,0.479317,0.488672
203,0.8488,0.841292,472,0.479205,0.4886
204,0.848883,0.841349,465,0.479091,0.488522
205,0.848942,0.841376,472,0.479012,0.488486
206,0.849013,0.841419,474,0.478916,0.488427
207,0.849074,0.841448,471,0.478833,0.488387
208,0.84917,0.841513,478,0.478704,0.488299
209,0.849238,0.84155,468,0.478608,0.488245
210,0.849304,0.841588,468,0.478519,0.488194
211,0.849385,0.841642,478,0.47841,0.488122
212,0.84946,0.841688,478,0.47831,0.48806
213,0.849525,0.841723,478,0.478225,0.488014
214,0.849603,0.841774,469,0.478125,0.487947
215,0.8497,0.841838,472,0.477991,0.487858
216,0.849766,0.841877,478,0.477901,0.487805
217,0.849834,0.841915,475,0.477811,0.487754
218,0.849949,0.842004,479,0.477652,0.487633
219,0.850001,0.842027,467,0.477583,0.487602
220,0.850083,0.842077,473,0.477472,0.487532
221,0.850143,0.842106,475,0.477391,0.487493
222,0.850209,0.842144,468,0.477303,0.487441
223,0.850289,0.842198,461,0.47719,0.487367
224,0.850379,0.842262,473,0.477062,0.487278
225,0.850449,0.842305,477,0.476973,0.487222
226,0.850506,0.842333,472,0.476897,0.487184
227,0.850584,0.84238,468,0.476789,0.487117
228,0.850674,0.842438,469,0.476669,0.48704
229,0.850745,0.842478,470,0.476569,0.486984
230,0.850833,0.842536,478,0.476447,0.486903
231,0.850891,0.842565,459,0.476372,0.486865
232,0.85096,0.842601,472,0.476274,0.486814
233,0.851032,0.842649,469,0.476176,0.486749
234,0.8511,0.842686,469,0.476082,0.486697
235,0.85119,0.842753,471,0.475958,0.486607
236,0.851254,0.842789,467,0.475867,0.486555
237,0.851314,0.842813,476,0.475788,0.486522
238,0.851384,0.842854,468,0.475692,0.486467
239,0.851475,0.842917,474,0.475563,0.486379
240,0.851554,0.842968,470,0.475453,0.486309
241,0.851642,0.843028,465,0.475339,0.48623
242,0.851708,0.84307,469,0.475244,0.486172
243,0.85177,0.843105,472,0.47516,0.486122
244,0.851831,0.84314,473,0.475078,0.486075
245,0.851896,0.84317,469,0.474993,0.486033
246,0.851956,0.843206,476,0.47491,0.485984
247,0.852007,0.843229,470,0.474837,0.485951
248,0.852074,0.843271,474,0.474742,0.485891
249,0.852134,0.843302,473,0.474665,0.485851
250,0.852192,0.843332,464,0.474585,0.485808
251,0.852252,0.843368,474,0.474501,0.48576
252,0.852305,0.843389,466,0.47443,0.485731
253,0.852365,0.843419,465,0.474347,0.485688
254,0.852431,0.843458,462,0.474253,0.485631
255,0.852495,0.843491,470,0.474164,0.485585
256,0.85255,0.843512,468,0.47409,0.485556
257,0.8526,0.843531,467,0.474024,0.48553
258,0.85265,0.843552,481,0.473958,0.485501
259,0.852703,0.843579,471,0.473886,0.485464
260,0.852766,0.843616,464,0.473799,0.485413
261,0.852821,0.843641,472,0.473724,0.485377
262,0.852876,0.84367,467,0.47365,0.485338
263,0.85294,0.843707,460,0.47356,0.485287
264,0.853003,0.843744,468,0.473474,0.485236
265,0.853069,0.843782,472,0.473384,0.485186
266,0.853125,0.843807,465,0.473306,0.48515
267,0.853179,0.843827,462,0.473233,0.485122
268,0.853236,0.843854,473,0.473156,0.485084
269,0.853287,0.843876,471,0.473089,0.485056
270,0.853354,0.843912,478,0.473003,0.485011
271,0.853418,0.843944,466,0.472915,0.484966
272,0.85347,0.843965,468,0.472847,0.484938
273,0.85352,0.843985,467,0.472778,0.484911
274,0.853579,0.844015,463,0.472696,0.484868
275,0.853631,0.844036,471,0.472628,0.484839
276,0.853695,0.844071,482,0.472546,0.484794
277,0.853756,0.844103,467,0.472461,0.48475
278,0.8538,0.844119,465,0.472406,0.48473
279,0.853868,0.844159,472,0.47231,0.484675
280,0.853918,0.84418,466,0.472241,0.484644
281,0.853962,0.844194,466,0.47218,0.484624
282,0.854005,0.844204,474,0.472122,0.484609
283,0.854056,0.844225,460,0.472051,0.484578
284,0.854122,0.844264,469,0.471964,0.484527
285,0.854183,0.8443,465,0.471877,0.484478
286,0.854237,0.844326,462,0.471804,0.484442
287,0.854295,0.844355,468,0.471723,0.484402
288,0.854341,0.84437,470,0.471658,0.48438
289,0.854389,0.844387,472,0.471592,0.484355
290,0.854432,0.844399,456,0.471533,0.484339
291,0.854481,0.844423,467,0.471461,0.484305
292,0.854531,0.844442,472,0.471392,0.484277
293,0.854586,0.844463,475,0.471318,0.484248
294,0.85464,0.844492,460,0.471243,0.484207
295,0.854691,0.844511,472,0.471175,0.484182
296,0.854748,0.844536,466,0.471105,0.48415
297,0.854791,0.844551,478,0.471043,0.484127
298,0.854844,0.844577,465,0.470976,0.484093
299,0.854898,0.844603,461,0.470898,0.484054
300,0.854942,0.844619,461,0.470841,0.484033
301,0.85499,0.844639,473,0.470775,0.484006
302,0.855047,0.844664,467,0.470699,0.483971
303,0.855107,0.844692,476,0.470621,0.483934
304,0.855153,0.844711,465,0.47056,0.483909
305,0.855197,0.844722,471,0.470499,0.483892
306,0.855246,0.844744,468,0.470433,0.483861
307,0.855298,0.844771,463,0.47036,0.483822
308,0.855347,0.844795,473,0.470289,0.483786
309,0.855394,0.844814,471,0.470221,0.483759
310,0.855448,0.844837,473,0.470152,0.483728
311,0.855512,0.844873,462,0.470062,0.483678
312,0.855557,0.844891,457,0.470002,0.483654
313,0.855617,0.844926,464,0.469917,0.483604
314,0.855659,0.84494,468,0.469858,0.483584
315,0.855701,0.844958,466,0.469799,0.483559
316,0.855749,0.844975,463,0.469737,0.483538
317,0.855797,0.844992,476,0.469672,0.483512
318,0.855859,0.845026,468,0.469585,0.483467
319,0.855918,0.845053,468,0.469503,0.483428
320,0.855968,0.845073,466,0.469436,0.483402
321,0.856021,0.845099,457,0.469359,0.483364
322,0.856066,0.845117,459,0.469295,0.483338
323,0.85611,0.845133,468,0.469237,0.483317
324,0.856154,0.845149,468,0.469181,0.483297
325,0.856201,0.845166,469,0.469116,0.483271
326,0.856249,0.845185,463,0.469047,0.483244
327,0.8563,0.84521,464,0.468976,0.483209
328,0.856367,0.845251,469,0.468883,0.483152
329,0.856418,0.845275,469,0.468811,0.48312
330,0.856473,0.845306,466,0.468733,0.483077
331,0.856532,0.845338,459,0.468648,0.483031
332,0.856585,0.845362,471,0.468576,0.482998
333,0.856639,0.845384,462,0.468503,0.482967
334,0.85669,0.845408,459,0.468431,0.482934
335,0.856734,0.845421,472,0.468372,0.482915
336,0.856783,0.845438,463,0.468308,0.482893
337,0.856826,0.845454,467,0.468249,0.482871
338,0.856867,0.845464,469,0.468197,0.482858
339,0.856913,0.845485,465,0.468133,0.482829
340,0.856964,0.845504,466,0.46806,0.4828
341,0.85701,0.845521,456,0.467996,0.482777
342,0.857071,0.845553,465,0.467912,0.482731
343,0.857112,0.845561,464,0.467859,0.48272
344,0.857158,0.845581,457,0.467793,0.482691
345,0.857204,0.845598,463,0.46773,0.482667
346,0.857254,0.845619,466,0.467662,0.482637
347,0.857306,0.845645,463,0.467588,0.482601
348,0.857361,0.845679,470,0.46751,0.482555
349,0.857406,0.845694,456,0.467447,0.482534
350,0.857449,0.845706,465,0.467391,0.482516
351,0.857495,0.845724,459,0.467334,0.482494
352,0.857545,0.845745,471,0.467266,0.482465
353,0.857589,0.845759,460,0.467204,0.482444
354,0.857634,0.845779,464,0.467142,0.482416
355,0.857681,0.845802,464,0.467076,0.482385
356,0.857724,0.845816,464,0.467016,0.482366
357,0.857773,0.845836,471,0.46695,0.482338
358,0.857824,0.845862,460,0.466876,0.482302
359,0.857868,0.845878,461,0.466813,0.482278
360,0.857913,0.845892,462,0.466751,0.482259
361,0.857962,0.845917,465,0.466684,0.482227
362,0.858011,0.845936,469,0.466617,0.4822
363,0.858057,0.845952,468,0.466556,0.482177
364,0.858102,0.845968,473,0.466493,0.482154
365,0.85814,0.845976,463,0.46644,0.482141
366,0.858185,0.845991,465,0.466382,0.482121
367,0.858232,0.846013,459,0.466317,0.482092
368,0.858272,0.846026,460,0.466259,0.482071
369,0.858318,0.846048,456,0.466197,0.482042
370,0.858363,0.846062,463,0.466138,0.482022
371,0.858407,0.846082,463,0.466075,0.481995
372,0.858455,0.846104,464,0.466007,0.481965
373,0.858499,0.846119,455,0.465946,0.481944
374,0.858538,0.846129,466,0.465891,0.481928
375,0.858595,0.846162,466,0.465814,0.481884
376,0.858638,0.846172,458,0.465757,0.481869
377,0.858679,0.846187,459,0.465698,0.481849
378,0.858723,0.846201,458,0.465643,0.481831
379,0.858761,0.846212,465,0.465588,0.481815
380,0.85881,0.846233,467,0.465517,0.481785
381,0.858856,0.84625,457,0.465451,0.481759
382,0.858898,0.846268,470,0.465387,0.481732
383,0.858945,0.846292,464,0.46532,0.481699
384,0.858995,0.846317,457,0.46525,0.481666
385,0.859035,0.846329,460,0.465194,0.481648
386,0.859078,0.846346,460,0.465134,0.481624
387,0.859125,0.846369,455,0.46507,0.481594
388,0.85916,0.846377,458,0.465023,0.481582
389,0.859211,0.846404,465,0.464952,0.481543
390,0.859255,0.846425,461,0.464891,0.481514
391,0.859298,0.846439,461,0.464832,0.481495
392,0.859341,0.846458,455,0.46477,0.481468
393,0.859385,0.846469,466,0.464711,0.481452
394,0.859425,0.846481,459,0.464654,0.481434
395,0.859464,0.846494,462,0.464599,0.481417
396,0.859508,0.846508,457,0.464539,0.481396
397,0.859548,0.846522,461,0.464482,0.481376
398,0.859588,0.846535,468,0.464426,0.481357
399,0.859626,0.846543,470,0.464375,0.481346
400,0.859662,0.846552,456,0.464327,0.481334
401,0.859697,0.84656,462,0.464279,0.481321
402,0.859742,0.846573,468,0.464218,0.481302
403,0.859786,0.846591,471,0.464156,0.481278
404,0.859823,0.846601,459,0.464103,0.481262
405,0.859864,0.846618,469,0.464044,0.481238
406,0.859908,0.84663,460,0.463985,0.481221
407,0.859949,0.846641,466,0.463931,0.481206
408,0.859994,0.846658,466,0.46387,0.481182
409,0.860036,0.846675,462,0.463808,0.481157
410,0.860086,0.846701,468,0.463739,0.481121
411,0.860127,0.846715,461,0.463686,0.481103
412,0.860169,0.846731,452,0.463623,0.481081
413,0.860212,0.846751,467,0.463561,0.481055
414,0.86025,0.84676,458,0.463509,0.48104
415,0.860291,0.846777,461,0.463453,0.481018
416,0.860336,0.846796,459,0.463389,0.480992
417,0.86038,0.84681,464,0.46333,0.480972
418,0.86042,0.846823,468,0.463275,0.480953
419,0.86046,0.846836,465,0.463218,0.480934
420,0.860502,0.846849,462,0.463163,0.480917
421,0.860544,0.846861,463,0.463106,0.4809
422,0.860589,0.846882,461,0.463043,0.480871
423,0.860628,0.846892,466,0.462994,0.480858
424,0.86067,0.846909,457,0.462931,0.480835
425,0.860708,0.846919,457,0.462879,0.48082
426,0.860753,0.846938,462,0.462817,0.480794
427,0.86079,0.84695,463,0.462762,0.480775
428,0.860828,0.84696,455,0.462714,0.480762
429,0.860867,0.846969,465,0.462661,0.480748
430,0.860908,0.846984,462,0.462603,0.480726
431,0.860957,0.847004,456,0.462537,0.480698
432,0.860991,0.847011,462,0.462491,0.480688
433,0.861028,0.847022,458,0.462438,0.480672
434,0.861067,0.847031,454,0.462384,0.480659
435,0.861107,0.847045,474,0.462329,0.480639
436,0.861143,0.847056,454,0.462276,0.480621
437,0.861182,0.847068,467,0.462221,0.480604
438,0.861221,0.84708,456,0.462166,0.480587
439,0.861261,0.847094,456,0.462112,0.480568
440,0.861295,0.847101,457,0.462067,0.48056
441,0.861333,0.84711,462,0.462013,0.480547
442,0.861366,0.847114,455,0.461964,0.48054
443,0.861402,0.847126,465,0.461911,0.480523
444,0.861445,0.847139,458,0.461852,0.480505
445,0.861491,0.84716,462,0.461785,0.480476
446,0.861528,0.847165,463,0.461738,0.480469
447,0.861565,0.847175,457,0.461687,0.480455
448,0.861604,0.847189,460,0.461634,0.480436
449,0.861636,0.847193,463,0.461587,0.480428
450,0.861679,0.847211,457,0.461524,0.480403
451,0.86172,0.847223,457,0.461467,0.480385
452,0.861757,0.847228,463,0.461417,0.480379
453,0.861794,0.847236,458,0.461366,0.480367
454,0.861839,0.847258,455,0.461303,0.480336
455,0.861877,0.847265,470,0.46125,0.480325
456,0.861914,0.847268,466,0.461201,0.48032
457,0.861957,0.847285,458,0.46114,0.480297
458,0.861993,0.847293,462,0.46109,0.480287
459,0.86203,0.847307,457,0.461037,0.480267
460,0.862069,0.847319,456,0.460981,0.48025
461,0.862108,0.847327,457,0.460929,0.480239
462,0.862144,0.847337,454,0.46088,0.480225
463,0.862181,0.847347,468,0.460828,0.480211
464,0.862216,0.847353,466,0.460776,0.4802
465,0.862257,0.847364,461,0.460721,0.480185
466,0.86229,0.847369,463,0.460677,0.480179
467,0.862332,0.847382,457,0.46062,0.48016
468,0.862371,0.847392,458,0.460569,0.480146
469,0.862409,0.8474,464,0.460519,0.480136
470,0.862447,0.847408,464,0.460466,0.480124
471,0.862488,0.847418,470,0.460411,0.480109
472,0.862522,0.847425,464,0.460364,0.4801
473,0.862562,0.847441,457,0.460305,0.480076
474,0.862596,0.847449,454,0.460257,0.480064
475,0.862638,0.847469,452,0.460199,0.480037
476,0.862676,0.847482,451,0.460146,0.480019
477,0.86271,0.847491,455,0.460095,0.480006
478,0.862745,0.847497,459,0.460045,0.479995
479,0.862781,0.847503,464,0.459996,0.479986
480,0.862822,0.847516,458,0.459942,0.47997
481,0.862856,0.84752,457,0.459895,0.479964
482,0.862898,0.847536,463,0.459832,0.479941
483,0.862946,0.847564,458,0.459765,0.4799
484,0.862991,0.84758,463,0.459701,0.479876
485,0.863028,0.847591,459,0.459649,0.479861
486,0.863068,0.847602,469,0.459596,0.479846
487,0.863104,0.847614,454,0.459545,0.479829
488,0.863147,0.847631,461,0.459483,0.479804
489,0.86319,0.847648,464,0.459426,0.479782
490,0.863225,0.847655,456,0.459379,0.479772
491,0.863262,0.847664,451,0.459328,0.479758
492,0.863296,0.847672,464,0.459277,0.479748
493,0.863335,0.847684,462,0.459224,0.47973
494,0.863373,0.847694,467,0.459173,0.479718
495,0.863407,0.847703,454,0.459128,0.479705
496,0.86344,0.847713,460,0.459078,0.479691
497,0.863478,0.847722,462,0.459026,0.479678
498,0.863513,0.847729,457,0.458977,0.479668
499,0.863564,0.847754,457,0.458909,0.479633
