,hist_dw,hist_lg
0,3.5829486436155027,3.8406042818685804
1,3.3867339644097245,3.5947936341370488
2,3.2116651807306096,3.483418712058148
3,3.129464788957515,3.3342649485795763
4,3.053860392892593,3.203790207565931
5,2.9229010804365934,3.1181692690466476
6,2.8170721460306534,3.0599501524497437
7,2.760125991408783,2.9788741567645953
8,2.7374910174436033,2.8958279006457808
9,2.6430773044398164,2.8333578347816926
10,2.6234887122740282,2.798913157751346
11,2.5360255780171177,2.7350575124357035
12,2.5440817791508663,2.696419136675818
13,2.4935799777655423,2.696504040583428
14,2.498193250794174,2.6057918340557134
15,2.4700727401826565,2.5925562301383236
16,2.363931123811265,2.516289668496338
17,2.3643875144545725,2.5377942864297083
18,2.389024834120877,2.521251365830622
19,2.338158455050789,2.4696159353065568
20,2.2970402336656703,2.4527373578622527
21,2.3257121529811786,2.4554882485818728
22,2.2831718088367734,2.435413771243081
23,2.2250109650582734,2.4018217912512956
24,2.274891825278275,2.36843516712006
25,2.2717019721988434,2.3674411560300705
26,2.200777034878133,2.327320269150013
27,2.22367175460622,2.307541283412044
28,2.170184342088468,2.256607161821865
29,2.162001148743891,2.2853540673705743
30,2.201648330100244,2.2910233837781417
31,2.146981339988016,2.284405805735715
32,2.121561272432935,2.223344958035551
33,2.1357486459948043,2.25234156796296
34,2.1320785396826203,2.159025110879798
35,2.09267641153528,2.1820086486600263
36,2.0490692335819367,2.1592320338392486
37,2.0671609465601177,2.0962642013125237
38,2.0168895760832264,2.0951094437234508
39,2.1033525510078435,2.1208597944772793
40,2.0701810577494686,2.082056033669903
41,1.860265804095214,1.9950927057576309
42,2.0270345288373592,2.010552849025489
43,1.9913409465530705,1.9598591113129546
44,2.034152311525632,1.9519856550879324
45,2.028929948707571,1.9921619380094966
46,1.9287828419926298,1.8332963583599153
47,1.994829605528982,1.8375473615044982
48,1.9697260214162147,1.9421110787958742
49,1.885041077236641,1.8425854728078541
