,CPU,GPU,hist_256,hist_1024
0,0.6481198333905082,0.64825108899914,0.6361978191664219,0.6372326340524331
1,0.6373049903257786,0.6372947086716353,0.6164320890713287,0.6218458442624616
2,0.579079943954071,0.5790980476546351,0.5776916490457863,0.5792798537923877
3,0.5373430464284261,0.5374245846825499,0.5429806123095705,0.5552547413633844
4,0.5621707318267934,0.5622496720929026,0.5313641883117359,0.5520006929153078
5,0.522091074107385,0.5221452124158967,0.5045851496143243,0.5310252636438149
6,0.49672792111738723,0.49675989163675893,0.49601001934964745,0.52403025361263
7,0.5379847247087695,0.5387726252334457,0.4912972993852954,0.4812410258658363
8,0.50622781120378,0.5052594601033018,0.5379602576296343,0.513775120482205
9,0.50134184445197,0.5015941771640466,0.4833760076299577,0.5628315874057878
10,0.5236359328312743,0.5176689564180649,0.46128938549472565,0.48272586497777786
11,0.5120239441638155,0.5121739058623643,0.4596838900770437,0.4958976529652061
12,0.48794501804994433,0.4796065987015534,0.523139687712901,0.47146854191248605
13,0.4527080130785101,0.45292401595359516,0.5011190873809215,0.45348820827396424
14,0.460765830372498,0.46084638485366913,0.47598907297728904,0.49487467479695724
15,0.5030944861813829,0.5035803670387606,0.4108229094464399,0.44052137416742015
16,0.47695318935964154,0.4824851536989951,0.43393266979934847,0.4489003915160856
17,0.44349057788540275,0.44538200706652104,0.4664422889248136,0.546105967338548
18,0.44947989403854627,0.4220499776376998,0.4707170145651011,0.42957325305502203
19,0.4293027020995432,0.420641560561441,0.4853675502669128,0.47011492487440176
20,0.5169074478868558,0.5180189234778998,0.4392391448006916,0.4786279838368477
21,0.464661731846043,0.507346263578575,0.37903435892732046,0.4887156918283988
22,0.42695831670213674,0.42715458441535437,0.42512182307513985,0.47039444646080375
23,0.49309966255915283,0.41914359373372306,0.4753278285711952,0.43406047300966993
24,0.43143629891736335,0.5066087518578187,0.4258778920284719,0.4508018748059567
25,0.468140174720076,0.4052675425452364,0.3540350321245666,0.5682382453495728
26,0.4217462152715082,0.4428262100866412,0.534859337524944,0.4686137771262445
27,0.37478757730168044,0.3683191269883188,0.4183257145258888,0.5214497189342852
28,0.4668072242081435,0.5331849136962521,0.3777599856953669,0.46088225695333523
29,0.5067421685683966,0.510335533834288,0.44510599937449596,0.39784571720390105
30,0.45519665524383107,0.43669970665874097,0.39250530211829227,0.5273327529944423
31,0.37304115493926926,0.48897347121987467,0.4937272980070559,0.48797382594614824
32,0.47252630028003617,0.47361370002253655,0.4229377107001797,0.3677783262031723
33,0.5099705346926539,0.3911301974610159,0.45610135722722633,0.4417670280848177
34,0.45734083805800047,0.34057843632064816,0.4654907988343758,0.4749794262654614
35,0.5425538385475756,0.5566247825111049,0.32809485854495496,0.35711255943056036
36,0.4809892746624699,0.4712240969243857,0.5071831431887479,0.35419937113718764
37,0.38841928228326095,0.3233633415285498,0.49089099241952844,0.4565243911840479
38,0.43744968193219463,0.4238355491353085,0.3461349026957382,0.5618491545663139
39,0.34264111590122104,0.3903060996225924,0.5337309844590731,0.36724212341728624
40,0.5406534283515393,0.3356829363620616,0.44545697100773973,0.4562018754697843
41,0.46244480257323806,0.46916446178233795,0.4518445293054257,0.5029590804270668
42,0.49352435333734035,0.4718759842369285,0.4350955140370281,0.4476193068289179
43,0.43774737158346855,0.4653983296256503,0.4477952402424328,0.48047959653679817
44,0.36612530407611465,0.4070822930969495,0.5051680087438924,0.5365808207552452
45,0.5463638177142132,0.46002947062246186,0.40953291654558377,0.487592050603326
46,0.4313916339727438,0.4637352346683769,0.360503846935919,0.3108050939679072
47,0.3271446852135627,0.4677662511066425,0.41620832145179826,0.4577324813642369
48,0.4492228103746338,0.4761736674116958,0.42609357007771664,0.42463666482581536
49,0.3374803192699205,0.5630868317223691,0.3283842542992104,0.4550575661836094
