,CPU,GPU,hist_256,hist_1024
f3,0.22297156182525255,0.21798120872628404,0.21895387602688993,0.2319319220769277
f12,0.07587408527029599,0.08071147776503705,0.08124423590749812,0.08590615579587173
f1,0.0685732213314548,0.06380321034332603,0.07235498548505763,0.065380063953249
f9,0.06652116131546312,0.06592259703638431,0.061965079806780406,0.06428957059587335
f5,0.05806277479911522,0.06337465373439434,0.06292494294710432,0.06329737072192992
f28,0.05752007940853873,0.0523989748832982,0.05831643347527274,0.054481850083322146
f15,0.053734645286624486,0.053988096995136035,0.05349261189282021,0.04928069264910558
f7,0.052812325534171936,0.049390390503413734,0.05219152138478585,0.05646217299768655
f31,0.049530911746453764,0.055110688365142976,0.049069068555431694,0.04643743897395937
f6,0.04839754667194629,0.050989391444311034,0.05131503166892934,0.05017275125418682
f19,0.044972378762738095,0.04684007545220479,0.04677988907409489,0.04533303035982536
f14,0.040548717995562006,0.04076983787563084,0.04031594972000503,0.037738899148139896
f21,0.036657715694331634,0.038617383886036645,0.03928363043388939,0.03887513159011656
f29,0.036178000804843895,0.03724835366599347,0.03786138128958516,0.02826772576560342
f17,0.034968592325048856,0.031830580611099085,0.03174642873609687,0.03315551190149669
f24,0.03171827566038923,0.0360181108516876,0.03040052109612789,0.030534660845368027
f20,0.0023678968979586154,0.0014428464288864698,0.0007699762542903045,0.0012189522164216674
f23,0.0023058053098220844,0.0,0.0007548883196839219,0.0021126596344275177
f25,0.0022217966963544635,0.002541633126282888,0.0,0.0
f0,0.0022134812686077027,0.0,0.00188401763870147,0.0018407879070946084
f27,0.0017337412682936898,0.0,0.0,0.001698791955624556
f30,0.001727083022814899,0.0015581105350871603,0.002668103794058746,0.0020811827902970695
f22,0.0014578054984931699,0.001407422366624376,0.0013704784452562818,0.0017813221758468908
f4,0.0013865660106149843,0.0014717336451904016,0.0,0.0009526444998310883
f16,0.0013119058991359817,0.0020090325824575254,0.0,0.0018030191142359982
f18,0.001162293791709642,0.00028714736031483983,0.0013550283340029853,0.0013480739421224534
f11,0.0008928909866385824,0.0016234119265612639,0.000969660860935039,0.0006189823518307205
f8,0.000795240873777291,0.0006421235905620631,0.0003046875916297397,0.0
f26,0.0007745170765255528,0.0007561541036224884,0.001154510206551333,0.0001609703290472072
f13,0.00037576829299274526,0.0003308534670347943,3.01811038844996e-05,0.00020927676934350047
f2,0.00023121267403020218,0.0009344987279954974,0.0,0.0015186049106327725
f10,0.0,0.0,0.0005228799506359707,0.0011097826905816371
