,hist_dw,hist_lg
0,992,992
1,976,976
2,945,945
3,966,966
4,951,951
5,951,951
6,966,966
7,929,929
8,961,961
9,921,921
10,952,952
11,919,919
12,941,941
13,925,925
14,935,935
15,885,885
16,925,925
17,913,913
18,930,930
19,917,917
20,928,928
21,887,887
22,870,870
23,872,872
24,880,880
25,678,678
26,700,700
27,834,834
28,873,873
29,708,708
30,723,723
31,618,618
32,627,627
33,682,682
34,711,711
35,935,935
36,541,541
37,565,565
38,790,790
39,518,518
40,582,582
41,744,744
42,531,531
43,842,842
44,719,719
45,661,661
46,512,512
47,481,481
48,689,689
49,335,335
